"","IBM","PG","CVX","DIS","BA","KO","MRK","HD","T","GS"
"1",-0.0101254293695092,-0.00159073388203979,0.00160837243311107,0.000938442826736718,1.93755367945414e-05,0.00691838562488556,-0.00508969184011221,-3.11327603412792e-05,6.37579505564645e-05,-0.00124539784155786
"2",-0.00528542138636112,0.000506252516061068,0.00205180305056274,-0.00586259970441461,0.00151228078175336,-0.00765705062076449,-0.00305251684039831,0.00353257264941931,0.00222543557174504,0.00907022412866354
"3",0.00269328104332089,0.00464304490014911,-0.00410292064771056,-0.00645698281005025,-0.00390356127172709,-0.0121234934777021,0.00628601992502809,0.0105296690016985,-0.00766281271353364,0.000190516744623892
"4",-0.000481702940305695,-0.000168255312019028,0.00122246635146439,0.00075945450225845,0.00366086442954838,-0.001292958506383,-0.0091594448313117,0.00634301453828812,0.0030450476333499,0.00699121179059148
"5",0.00134601315949112,0.000435847934568301,0.00141027185600251,0.00388285564258695,0.0017428066348657,-0.000141845579491928,-0.000566857634112239,0.00178853317629546,-0.00102072523441166,0.00172659615054727
"6",0.000249908480327576,-0.00433687632903457,0.00620947126299143,0.00374312116764486,0.00432048691436648,0.00791207794100046,5.59388608962763e-05,-5.96931859035976e-05,-0.00146167376078665,0.0025682202540338
"7",-9.9124044936616e-05,-0.000611443363595754,0.00148791191168129,0.00385109637863934,0.00445968052372336,-0.00692127831280231,0.00519293081015348,0.00960224028676748,0.00270778103731573,-0.00126376759726554
"8",-0.00496974727138877,-0.000946368090808392,-0.00696071563288569,0.00985090155154467,-0.00509959878399968,0.00815037731081247,-0.00352400331757963,0.00137983402237296,0.00193585024680942,-0.00400453852489591
"9",0.00665919063612819,0.00108401663601398,-0.00368212792091072,0.00296322582289577,0.00121403334196657,-0.00497207511216402,-0.0023434127215296,-0.00285751256160438,0.000572817749343812,0.00361028499901295
"10",-0.000923507148399949,0.000966652645729482,-0.00751955667510629,-0.00305276061408222,-0.00766970450058579,-0.00125102093443274,0.0119049344211817,-0.0022192201577127,-0.0013933836016804,-0.00164155499078333
"11",0.00146436807699502,0.00451505649834871,-0.00700083980336785,-0.00488249072805047,-0.00491627445444465,0.00382518186233938,-0.0034535531885922,-0.00393915688619018,-0.000992990098893642,0.0022101323120296
"12",0.00180465029552579,0.00738503551110625,0.00586298573762178,-0.00794489216059446,0.0064929137006402,0.00302723562344909,-0.0033143712207675,-0.00154162885155529,0.00393178872764111,0.00505843665450811
"13",-0.00613389303907752,-0.0039405319839716,0.00193906133063138,0.00331168039701879,-0.00521569792181253,0.00180002872366458,-0.0026603345759213,0.00360319996252656,0.000451726518804207,-0.00376651156693697
"14",0.00206086528487504,-0.00202327431179583,-0.00177430408075452,0.000806419877335429,0.000348639383446425,-0.00384363229386508,0.00296363257803023,0.00165262690279633,-0.00150687422137707,6.7579181632027e-05
"15",0.0005089640035294,-0.00106216804124415,0.00357574154622853,0.00419589318335056,0.00350555242039263,-0.0140724768862128,-0.0117210615426302,-0.000729384773876518,-0.00102294306270778,0.00267524691298604
"16",0.000494449166581035,0.0012106248177588,-0.00255410675890744,0.00640965206548572,0.00283785606734455,5.39242464583367e-05,0.00352784828282893,0.00205030059441924,0.000197558794752695,0.000692333560436964
"17",-0.00658110901713371,0.00458029191941023,-0.00277828169055283,-0.00448946980759501,-0.00167012016754597,0.00223485403694212,0.00268497108481824,0.00199474976398051,-0.00116880203131586,0.000723077566362917
"18",0.00512462528422475,-0.00123637157958001,-0.000786626245826483,0.00431451108306646,0.00279433839023113,0.0036534140817821,0.00318631483241916,-0.00306665012612939,0.00382981030270457,-0.000569992873352021
"19",0.00034989565028809,-0.00137222337070853,-0.00714349886402488,-0.00480694696307182,-0.00419435137882829,-9.96162270894274e-05,-0.00483899703249335,-0.00245864083990455,0.00568557577207685,0.00312629132531583
"20",-0.00930099561810493,-0.00439806701615453,-0.00141734594944865,-0.00326486933045089,-0.00430019246414304,0.00703855510801077,0.00110532471444458,-0.0062587303109467,-0.00102162535768002,-0.00222515827044845
"21",0.00415669800713658,0.00011734710278688,-0.0141933839768171,-0.00202253530733287,-9.17665056476835e-06,0.00109954481013119,0.00836709327995777,-0.0118576241657138,0.00246895733289421,0.00273052370175719
