"","IBM","HPQ","PG","PFE","JNJ","AXP","MRK","AA","BA","HD"
"1",-0.00448456313461065,0.00315076229162514,0.00342617393471301,0.00152653839904815,0.000124839541967958,-0.0037071832921356,0.00415290193632245,0.00222540623508394,0.00555570470169187,0.0019060077611357
"2",-0.00728601263836026,0.00281107402406633,0.000662265461869538,0.0125748189166188,0.0010263433214277,0.01197231374681,-0.00767529523000121,-0.00174702855292708,-0.00132607063278556,-0.0115652149543166
"3",0.00410422449931502,0.000483955431263894,0.002501021604985,-0.00203883019275963,-0.00139762298204005,0.0198461227118969,0.0137192513793707,-0.0109563935548067,0.0250433813780546,0.0250410120934248
"4",0.00470056151971221,0.0105667505413294,0.00889533944427967,0.00577026652172208,-0.0016579699004069,-0.0118666831403971,0.015119194984436,0.00864540319889784,0.0167536456137896,0.0145508665591478
"5",0.0013618249213323,-0.00389491720125079,0.00367898633703589,0.00367915024980903,-0.000168851387570612,-0.00271675479598343,0.00962367374449968,-0.00353933684527874,0.0021678761113435,0.00863496959209442
"6",-0.000350621208781376,-0.0151841398328543,-0.00199582986533642,0.00355572928674519,-0.00308072613552213,-0.0169679671525955,0.00192680151667446,-0.000665829866193235,0.0159839522093534,-0.000135792404762469
"7",0.000330078299157321,-0.0120679493993521,-0.000309113471303135,-0.000627609610091895,0.00101578584872186,0.00118547689635307,-0.00290543283335865,-0.0310934297740459,-0.017101414501667,-0.00105994136538357
"8",-0.0021153767593205,0.00839535985141993,-0.00251404196023941,-0.0095008872449398,-0.00409512734040618,-0.000169191844179295,-0.00461879465728998,-0.00870790611952543,-0.0178820490837097,-0.0152567578479648
"9",-0.00198707031086087,0.00626208120957017,-0.00293795135803521,-0.00807289592921734,0.000286298600258306,0.00050091597950086,-0.00392527272924781,0.000142141478136182,0.0036930819042027,-0.00135322217829525
"10",-0.00387971010059118,-0.0134763773530722,-0.0056613739579916,-0.0105607369914651,0.000204266441869549,-0.00672429101541638,-0.00522015802562237,-0.00144157104659826,0.00562857743352652,-0.00422651600092649
"11",-0.00699469866231084,0.00240269373171031,-0.00356035842560232,-0.00322711979970336,-0.000603002321440727,0.0197371542453766,-0.00652318820357323,0.0136751625686884,-0.00112182577140629,-0.00491179851815104
"12",0.00407851813361049,-0.00797620881348848,0.000219361623749137,-0.00554102659225464,-0.00146439229138196,-0.00204536016099155,-0.00119736779015511,-0.0116619784384966,-0.00258181733079255,-0.0105882259085774
"13",0.0084634255617857,0.00352265266701579,-0.00351264094933867,-0.00743888085708022,-0.00398117955774069,-0.00642701983451843,0.00197403924539685,0.0121246017515659,-0.00332266860641539,0.000467341829789802
"14",-0.00127059745136648,0.0144356824457645,0.00272639165632427,-0.00644638715311885,0.0011247229995206,0.00304958550259471,0.00516600301489234,0.0256291944533587,0.000878234917763621,-0.0044579622335732
"15",-0.00141042715404183,-0.00399681879207492,0.00116966676432639,-0.00520393438637257,-0.00427940953522921,-0.00333595252595842,-0.00752893229946494,-0.00144187512341887,-0.00468087289482355,-0.012973228469491
"16",0.000411882560001686,-3.55883457814343e-05,-0.00169884180650115,-0.00457243015989661,-0.00246432400308549,0.00262445118278265,-0.00137474341318011,0.022670017555356,0.00154602213297039,-0.0025950379204005
"17",-0.00135532557033002,0.00494626862928271,-0.000883766333572567,-0.00117474829312414,-0.00248737121000886,-6.15920680502313e-06,0.00146307970862836,0.00317466771230102,0.000912393734324723,-0.00904370751231909
"18",-0.00507085584104061,-0.00644705025479198,-0.0132811944931746,-0.00486220931634307,-0.00240388722158968,-0.0164006631821394,0.00270743807777762,-0.0148390801623464,0.00394515926018357,-0.000340328813763335
"19",0.00276076700538397,0.00411289604380727,-0.00469314027577639,-0.00346090574748814,-0.000654295377898961,-0.00107161211781204,-0.0161267071962357,0.0104378657415509,0.00197020778432488,-0.00540804211050272
"20",0.00189816602505744,0.0140215251594782,-0.00595634151250124,-0.00331692327745259,-0.00473280437290668,-0.00292941485531628,-0.0113111259415746,-0.0128010082989931,0.000705312879290432,-0.00256897159852087
"21",0.00255353376269341,-0.0017670871457085,-0.00496493699029088,-0.00177650025580078,-0.00274184113368392,0.0112194744870067,0.00730952667072415,-0.00110726186539978,0.00368522712960839,-0.00500060152262449
