"","IBM","PG","MRK","BA","CVX","DIS","GS","T","HD","KO"
"1",0.000999206909909844,-0.00293890712782741,-0.00357246282510459,-0.00140623166225851,-0.00949600711464882,0.00628544203937054,-0.0068927863612771,-0.00518704112619162,-0.0031747748143971,-0.00741931004449725
"2",0.00287576811388135,-0.00218775332905352,0.00193193403538316,-0.00679534580558538,-0.00120385165791959,-0.000486769597046077,0.0050299814902246,-0.00552963046357036,-0.00649254256859422,-0.00108639348763973
"3",-0.00580177223309875,0.00232840538956225,0.00368065875954926,0.00852455012500286,-0.0063714818097651,0.00221647904254496,-0.000486686039948836,-0.00110953603871167,-0.00122537277638912,0.00536284781992435
"4",-0.00366959441453218,-0.00253559276461601,0.000570096541196108,0.000667886284645647,-0.00123871758114547,0.00225333333946764,0.00440361211076379,0.0011882035760209,-0.00373535486869514,-0.00433898065239191
"5",0.000893161282874644,-0.00102570385206491,0.00245950580574572,0.00987085606902838,0.00104999775066972,-0.00412604631856084,0.0050557074137032,-0.00329925562255085,-0.000248008582275361,-0.000107041370938532
"6",-0.00799406226724386,0.000634458148851991,-0.00267778942361474,-0.00201815436594188,-0.000498477485962212,0.0057752188295126,-0.00262869941070676,-0.006657172460109,-0.00326909217983484,0.00467040296643972
"7",0.00330593227408826,-0.00225361622869968,0.00417550699785352,0.00472082756459713,8.24217640911229e-05,0.00335839134640992,-0.00126787298358977,0.000635140284430236,0.00200830888934433,-0.00565036246553063
"8",0.0022725046146661,-0.00302605424076319,-0.00406163698062301,0.00497709307819605,-0.0011545472079888,0.00581439910456538,-0.00647423649206758,0.000342188286595047,-0.00261145760305226,0.00202632322907448
"9",-0.00709805078804493,0.00173642951995134,0.00516437739133835,0.00474312668666244,-0.00574407866224647,-0.00812659040093422,0.000866187503561378,-0.00954904593527317,-0.00351651199162006,0.00368009391240776
"10",-0.00329743535257876,-0.00138188409619033,0.000641371065285057,0.00269433273933828,0.0020028492435813,0.0107188792899251,-0.00128034455701709,-0.001390929101035,-0.00585616612806916,-0.00157570210285485
"11",0.000587314716540277,-0.00121304183267057,-0.00109151366632432,0.00508531322702765,0.00187103822827339,0.00325500383041799,0.00436531519517303,-0.00228946399874985,-0.00472562713548541,0.0039611323736608
"12",-0.000107538522570394,-0.00150938471779227,0.00125438871327788,0.00314152194187045,0.000269094976829365,0.00203747372142971,0.0111344242468476,0.00211100676096976,-0.00455958396196365,0.0110161164775491
"13",0.0039259479381144,0.000799501140136272,0.00038863267400302,-0.00155532674398273,-0.00427638366818428,0.00438379636034369,-0.00603424478322268,-0.00116033852100372,0.00211898889392614,-0.00126016652211547
"14",0.000524046365171671,0.00317229516804218,0.000382718484615907,-0.00589215522632003,0.000881412765011191,0.0034117428585887,-0.000857460661791265,-0.00174439419060946,-0.00664042588323355,-0.00149726390372962
"15",-0.00406781211495399,0.00183939491398633,0.00344932707957923,-0.00450779683887959,-0.0081315329298377,0.0120825776830316,-0.00860575959086418,-0.00289901974610984,-0.00382421282120049,-0.00243297521956265
"16",-0.000219025911064819,-0.00401133298873901,0.00273578870110214,0.00180471653584391,0.00132429017685354,0.00231930683366954,-0.00800107605755329,0.00202949345111847,-0.0032616148237139,-0.00388258462771773
"17",-0.00833036471158266,-0.00445303181186318,0.00311547075398266,0.000403284357162192,-0.00444225547835231,0.00510520348325372,0.00169327587354928,-0.00623771036043763,-0.00252142664976418,0.000264325644820929
"18",0.000713050016202033,0.000492544553708285,-0.00276048691011965,-0.00632353033870459,-0.00138428853824735,0.00904829520732164,0.00463742297142744,0.00273983832448721,-0.00271537690423429,0.00241251126863062
"19",0.0028282415587455,0.00082640431355685,-0.00191252178046852,0.00685840146616101,-0.00921659637242556,0.00191123923286796,0.00999673083424568,-0.00122951366938651,0.00201277085579932,-0.00405819714069366
"20",-0.00300475233234465,-0.00109381496440619,-0.00284376181662083,0.00988540425896645,0.000766810146160424,0.000349607231328264,-0.00328371673822403,-0.00317994900979102,-0.00500913709402084,0.00206068949773908
"21",0.00166906416416168,-0.00268590566702187,-0.00119075342081487,-0.00111380615271628,-0.00339131196960807,0.000126723884022795,-0.000608732865657657,-5.31962905370165e-05,0.0033707048278302,-0.00386859686113894
