"","CSCO","V","PG","WMT","VZ","MCD","BA","MRK","IBM","HD"
"1",-0.0168493166565895,-0.00130859646014869,0.00219849334098399,0.0057657528668642,-0.0113792428746819,-0.00951474905014038,0.00389941595494747,-0.00863351020962,0.00478097144514322,0.00319314398802817
"2",-0.0140282809734344,0.00404264405369759,-0.00303497351706028,0.00426961295306683,-0.00497979903593659,0.00801566615700722,-0.0014435825869441,-0.00235273176804185,-0.00520312273874879,-0.00405200431123376
"3",-0.00776943191885948,-0.00127340981271118,0.00711848074570298,-0.00965409073978662,-0.00049322925042361,-0.0059553156606853,0.00502395443618298,-0.00366635713726282,0.00465797958895564,0.00654744450002909
"4",-0.0169800706207752,-0.00494169723242521,-0.00476144626736641,0.00306804454885423,-0.00356332189403474,0.00488124368712306,-0.0141500178724527,-0.00618700031191111,0.00436820648610592,0.00433407863602042
"5",-0.00420549418777227,0.00298163178376853,0.00251200818456709,-0.00238961493596435,-0.00241735251620412,0.00404780218377709,-0.00765986973419785,0.00816715694963932,-0.00383558333851397,-0.00458512222394347
"6",-0.0157478116452694,-0.00596799375489354,-0.00068171025486663,-0.000241560570430011,0.00784997828304768,0.000460805254988372,-0.00852468051016331,0.0113817332312465,-0.00731026334688067,0.00485188374295831
"7",-4.95235071866773e-05,0.00441404152661562,0.00529786478728056,0.00180012709461153,-0.0111951818689704,0.00384285650216043,0.00164656876586378,-0.00813005957752466,0.00501508032903075,-0.00131693237926811
"8",0.00565904239192605,-0.00775255914777517,-0.00480332784354687,-0.00290615949779749,-0.00811521150171757,0.0012857437832281,-0.000610915711149573,-0.00536636356264353,-0.00480264658108354,-0.00301462691277266
"9",0.0039287437684834,0.00366701581515372,0.00546718714758754,-0.00416058767586946,0.00153435335960239,0.00142015423625708,0.00682784244418144,0.0106375170871615,-0.00579517101868987,-0.00710239307954907
"10",-0.00286376033909619,-0.00648578349500895,-0.00320520577952266,0.00257084658369422,0.00256102485582232,0.00206052558496594,-0.00119854882359505,0.00366536830551922,7.78612320573302e-06,-0.00187914480920881
"11",-0.00594296306371689,-0.00660183792933822,0.000118760683108121,0.00445158313959837,0.00120676786173135,0.000223323862883262,-0.00192053604405373,-0.00186205829959363,-0.00141382892616093,0.00158198387362063
"12",-0.00233310810290277,-0.0105202803388238,-0.00770645728334785,-0.00205854047089815,0.000867107475642115,0.00176037498749793,0.00268082553520799,-0.00416258396580815,-0.0112204281613231,0.00111864588689059
"13",-0.00359597965143621,-0.000790801947005093,-8.50414508022368e-05,-0.0054960697889328,-0.00744257401674986,0.000842918234411627,0.0016065415693447,-0.0105363754555583,-0.00172536261379719,-0.00858267024159431
"14",0.00245255045592785,0.00185101956594735,-0.00132891361135989,0.000607304566074163,0.0042943125590682,0.00187561963684857,0.00166632793843746,-0.00258705788291991,0.00217285356484354,0.00708531821146607
"15",-0.00205914163962007,-0.013535431586206,0.0040430654771626,0.00224317167885602,-0.00483943801373243,0.00145403516944498,0.00568017410114408,0.00482610799372196,0.000480194052215666,0.0030936726834625
"16",0.00372286047786474,0.00486919889226556,-0.0144413989037275,-0.00271328329108655,0.00261180498637259,-0.000313827855279669,-0.000621903396677226,-0.00177644495852292,5.68864634260535e-05,0.00355227151885629
"17",-0.00209969189018011,-0.00250645424239337,0.00120255071669817,-0.00307844718918204,0.00136223353911191,0.00355519400909543,-0.00272676767781377,0.00358803477138281,-0.00125034805387259,-0.00259399344213307
"18",-0.00228053308092058,7.43773762224009e-06,-0.0226668827235699,0.0016436860896647,0.00167450401932001,-0.000232398786465637,0.00023663260799367,0.00478861760348082,-0.00233463267795742,0.000598055019509047
"19",0.00416576163843274,-0.00885313097387552,-0.0121438438072801,0.00211322773247957,0.00199943291954696,0.00575565546751022,0.000934624171350151,0.00252549676224589,0.00439063645899296,-0.00762043194845319
"20",-0.00618273112922907,0.00309937936253846,-0.00212247064337134,-0.00236390810459852,-0.00364858470857143,-0.00674350187182426,0.00193207105621696,0.00150380621198565,-0.00108452385757118,-0.00500663323327899
"21",-0.00131021195556968,-0.00998412445187569,0.00324446940794587,-0.00311259320005774,-0.00361141981557012,-0.00144952489063144,0.00171567546203732,7.90179110481404e-05,-0.000844403868541121,0.00211449526250362
