"","JNJ","HPQ","PG","HD","AA","BA","MRK","AXP","KO","CAT"
"1",0.00881013739854097,0.00452825892716646,0.00276809232309461,0.0356505140662193,-0.00450300704687834,-0.00458248611539602,-0.0166704412549734,0.0134658310562372,0.0082018431276083,-0.0163182318210602
"2",0.0074076154269278,0.00717902136966586,-0.0052928882651031,0.0123818488791585,0.0143190482631326,-0.00824887864291668,-0.0184816308319569,-0.0242285616695881,0.0159097649157047,-0.00181894702836871
"3",-0.00400122348219156,-0.00110769830644131,-0.0137769225984812,-0.00695721758529544,0.0124215912073851,0.000938779732678086,-0.000512589293066412,0.0112490309402347,0.0207618568092585,-0.00721610896289349
"4",-0.00116423703730106,0.00548286829143763,-0.00206696521490812,0.0180438533425331,7.65581207815558e-05,0.0039990795776248,-0.00280883861705661,-0.00988675840198994,0.000505768111906946,-0.0130101935938001
"5",0.0046522356569767,0.000351438444340602,0.00359284644946456,0.000815655454061925,-0.004828957375139,-0.00093128765001893,0.00819041579961777,-0.0219661183655262,0.0201998744159937,-0.00053999200463295
"6",0.000911210954654962,-0.00829106476157904,-0.00560411531478167,-0.00414280546829104,-0.0105121647939086,0.00628844602033496,-0.0123428385704756,-0.0145914806053042,0.00254858192056417,0.0074695898219943
"7",0.00254116673022509,0.00783776305615902,-0.00276252906769514,-0.00452050752937794,-0.00699881464242935,0.000746012257877737,0.005278623662889,0.0149668417870998,0.00236271158792078,-0.00944072380661964
"8",-0.00057652743998915,0.00730991782620549,0.00353237753733993,0.0141675034537911,-0.0248038377612829,-0.0145377041772008,-0.0152710266411304,-0.0126303937286139,0.00390326301567256,0.00406945031136274
"9",0.00166690675541759,0.00119882542639971,0.00113975314889103,0.00329627515748143,0.00588086806237698,-0.00589139852672815,-0.0128032462671399,6.41056612948887e-05,0.00572494976222515,0.00959960930049419
"10",-0.000365096813766286,0.000699861557222903,-0.00363849150016904,-0.014907012693584,0.0142632247880101,-0.00315669644623995,0.0053467582911253,0.00382732995785773,0.00607626512646675,0.00683839898556471
"11",0.00325625506229699,-0.00282998126931489,-0.00277500739321113,-0.0023298766463995,-0.0059980470687151,-0.00485778646543622,-0.00244988221675158,0.00676737260073423,-0.00444403756409883,0.00048378374776803
"12",0.0047669829800725,0.00370255531743169,0.00640177680179477,-0.0130099961534142,0.011200862005353,0.000707303755916655,-0.00181149737909436,-0.0136394528672099,0.000260398199316114,0.00844436604529619
"13",-0.00656384043395519,0.00113083166070282,0.0062540415674448,0.00265684956684709,0.00620242254808545,0.0039509991183877,0.00186721084173769,0.00316598382778466,0.00117083173245192,0.00327564892359078
"14",-0.00698226084932685,-5.73130564589519e-05,-0.00235610315576196,-0.00550347287207842,0.000772865838371217,0.00129042903427035,-0.00439182668924332,0.00224577519111335,-0.00168260431382805,0.0092714000493288
"15",-0.00780605198815465,0.0042604343034327,-0.0008349729469046,-0.00205991580151021,0.00328278914093971,0.00490464875474572,0.00486074574291706,-0.0103827370330691,0.00374489929527044,0.0126301031559706
"16",-0.00787541642785072,0.00427475431933999,0.00209550349973142,-0.000663375365547836,0.00884266477078199,0.00188644323498011,0.0117846084758639,0.00401887344196439,-0.00214249244891107,0.00650025065988302
"17",-0.0109436204656959,-1.05425642686896e-05,-0.00146465026773512,-0.0016302193980664,-0.0026579755358398,0.00133448489941657,0.00349243870005012,0.00266161514446139,0.00700787780806422,0.00319154863245785
"18",-0.00931214075535536,0.00184867565985769,0.00158658728469163,-0.00345199322327971,-0.00550294434651732,0.00176596222445369,-0.00403871852904558,0.00670163566246629,-0.000469714985229075,-0.00431446731090546
"19",0.00265160179696977,-0.00295818131417036,0.00557878613471985,-0.000235183135373518,-0.0058277421630919,0.00756643898785114,0.00176424789242446,-0.00241093104705215,-0.0016340616857633,-0.000701268669217825
"20",0.00239976518787444,0.00716061796993017,-0.000351529655745253,-0.00145954836625606,0.00049024517647922,0.0101295812055469,0.000170302548212931,0.00287951366044581,0.0010058501502499,-0.00116869842167944
"21",0.00070345209678635,0.00637029064819217,-0.00806671660393476,-0.00166917662136257,0.00247741816565394,0.00235210359096527,0.0042109964415431,0.00118967448361218,0.00147456489503384,-0.00281411712057889
