"","WMT","JNJ","PG","CVX","CAT","KO","AXP","HD","AA","MRK"
"1",0.0137435486540198,-0.00391855323687196,-0.00993977207690477,0.00200636778026819,0.0180807784199715,-0.000586138456128538,0.00767212966457009,0.0112269967794418,-0.00201512570492923,-0.00739989429712296
"2",-0.00369584606960416,-0.00125269393902272,0.011042395606637,-0.00677072117105126,0.00379297859035432,-0.000209169811569154,-0.000599598686676472,-0.00152384175453335,0.00373311969451606,0.00302887172438204
"3",0.00638634199276567,0.00157090288121253,-0.00326719926670194,-0.00858309771865606,-0.00690962234511971,-0.0011827580165118,-0.00243516266345978,0.0039860918186605,0.000311485840938985,0.00139050662983209
"4",0.00976074021309614,0.00313814380206168,-0.000886118330527097,0.00513082928955555,-0.00380293210037053,0.00450380751863122,0.00863828975707293,-0.0029240611474961,-0.00644851615652442,-0.0067507172934711
"5",0.00461780838668346,-0.000996302580460906,0.0103765642270446,0.00249889050610363,0.0205801818519831,-0.00280642160214484,-0.00010225141159026,0.000778096029534936,0.0231773927807808,0.00965754128992558
"6",0.00355275324545801,0.00788609217852354,0.0111157670617104,0.00326527724973857,-0.00192974170204252,0.00674373516812921,-0.00274046347476542,-0.00342866429127753,0.00242666015401483,-0.013776340521872
"7",-0.00139806291554123,-0.00265031144954264,-0.000114647569716908,0.00230665667913854,0.00750720920041203,-0.000709884916432202,0.00631420081481338,-0.00403541326522827,0.0199968982487917,-0.000160675757797435
"8",-0.0024770200252533,-0.0022777421399951,-0.00339624285697937,0.0044326544739306,0.00435960292816162,-0.000100499266409315,-0.000199461239390075,0.00416195672005415,-0.00186794274486601,0.000247324613155797
"9",0.0122387697920203,-0.000740405404940248,0.00491886725649238,-0.000870117044541985,-0.00280757411383092,-0.0066728787496686,0.000382803322281688,-0.00432262383401394,0.00145723100285977,-0.00264048017561436
"10",0.00341419503092766,-0.00305660208687186,-0.00775398686528206,0.00484284106642008,0.00479849893599749,0.00183701619971544,0.000267344323219731,-0.00157212663907558,0.000830670527648181,0.00145800656173378
"11",0.00304471631534398,-0.00135870929807425,-0.000933024217374623,0.00340573699213564,0.00778692634776235,0.00377675984054804,0.0160494185984135,0.00397067936137319,0.00414690282195807,-0.0112325251102448
"12",0.00219114008359611,0.00508204940706491,-0.0102007631212473,0.00245152250863612,0.0176944490522146,0.00166003766935319,-0.00260813836939633,-0.00242690835148096,-0.00891955848783255,-0.000742876378353685
"13",-0.0012076097773388,0.00404763501137495,0.00469303177669644,-0.00297113694250584,0.00394883146509528,9.47585431276821e-05,-0.00276597100310028,-0.000264168687863275,0.00542406085878611,0.00333689828403294
"14",0.000429775129305199,-0.000774141924921423,-0.00703749852254987,-0.00050351774552837,-0.0101150507107377,-0.00444378145039082,0.00319359777495265,-0.000682060315739363,-0.00714637339115143,0.00923772528767586
"15",-0.00249569281004369,0.00058607041137293,-0.00272335461340845,-0.00124726258218288,0.00561585370451212,-0.00232715369202197,-0.00451495731249452,2.43100384977879e-05,0.00679117487743497,0.00926823914051056
"16",-0.000263920694123954,-0.00034025710192509,0.00254852883517742,0.00273909419775009,1.571718530613e-05,-1.57390127242252e-06,-0.00159020570572466,-0.00485583115369081,-0.00337406434118748,0.000644777843263
"17",-0.00128941028378904,0.00384711497463286,0.00607924209907651,-0.00212028296664357,-0.00185297231655568,0.00292410817928612,-0.0017574381781742,-0.00499018002301455,0.00940416660159826,0.00253827171400189
"18",-0.00658684922382236,-0.00103851861786097,-0.000144094825373031,0.00210160994902253,0.00110377941746265,0.00115697807632387,0.00460775382816792,-0.00604394869878888,0.00401911744847894,0.00383598683401942
"19",0.00212087435647845,0.00183198403101414,-0.00197251047939062,-0.00024033960653469,0.000504256167914718,0.00148240686394274,-0.0126601019874215,0.000895413511898369,0.00283886352553964,-0.000905256776604801
"20",-0.00281856395304203,0.00178747135214508,0.00571766262874007,0.00517333811149001,0.00317381112836301,0.000862410990521312,-0.00794768705964088,0.00050069997087121,-0.00479165557771921,0.00328022264875472
"21",-0.00530139682814479,-0.0026117789093405,-0.000959091237746179,0.00415169633924961,0.00445845769718289,0.00318292714655399,0.00114849291276187,0.0024492924567312,0.00237509491853416,-0.000388623186154291
