"","JNJ","HD","CSCO","GS","VZ","UNH","PG","IBM","PFE","CAT"
"1",-0.00836891401559114,0.00495722983032465,0.00733938673511147,0.00630180677399039,0.00514152925461531,0.00508227478712797,-0.00279361894354224,0.00612192275002599,0.0158208385109901,0.0166680812835693
"2",0.00487068016082048,0.00939098466187716,-0.0222202278673649,-0.00455639883875847,0.00817157048732042,0.0182694867253304,-0.00233990279957652,-0.0093803470954299,0.00146118015982211,0.00451008137315512
"3",0.000907331355847418,-0.000609976821579039,0.0119953257963061,0.0301520433276892,0.0119784465059638,0.0114940879866481,-0.00293575995601714,0.00954210851341486,-0.00115203380119056,0.00425402354449034
"4",-0.0102133424952626,-0.00403321487829089,0.0174505021423101,0.00664633326232433,0.00981769431382418,0.00661654165014625,-0.00599956279620528,-0.00193986389786005,0.00144788797479123,0.0015631610294804
"5",-0.00350423296913505,0.00603959523141384,0.00840662512928247,0.00831530336290598,-0.000495450687594712,-0.00287937489338219,0.00720803905278444,0.00411101710051298,0.00573192723095417,0.0204604715108871
"6",-0.001306401216425,-0.0078085120767355,-0.00109222542960197,-0.00179453799501061,-0.00158138677943498,0.00149224943015724,0.0025717590469867,0.00364652811549604,0.00895577203482389,-0.00907106604427099
"7",0.000878260587342083,-0.00764505937695503,0.0122686233371496,-0.00165910413488746,-0.00521967839449644,0.0121556138619781,-0.0151038216426969,0.00463732052594423,0.00578603101894259,-0.00977789890021086
"8",0.0030988312792033,0.00294036231935024,0.00774585269391537,0.00725593557581306,0.00181246176362038,0.00524127390235662,0.000421937584178522,-0.0226386301219463,0.0038336687721312,0.00778633216395974
"9",0.0013557291822508,0.000201596471015364,4.24196659878362e-05,0.0051194354891777,-0.00121331179980189,0.00486237416043878,-0.00532943150028586,-0.00934046972543001,-0.0114099299535155,0.00734344217926264
"10",-0.00195631454698741,-0.00411530444398522,-0.00965664722025394,0.0022658403031528,-0.00212351884692907,0.00156522984616458,-0.00858131609857082,0.00574968243017793,-0.000506663403939456,0.000137787996209227
"11",-0.00135610136203468,0.00492853345349431,0.00459644384682178,0.0101265702396631,-0.00185705465264618,0.0159939397126436,-0.00123295688536018,-0.00277397269383073,-0.00701768090948462,0.00371093861758709
"12",0.00297191482968628,0.00274677248671651,0.000507918477524072,-0.00192639790475368,-0.00136632798239589,-0.00508177001029253,0.000381883728550747,0.00280191656202078,-0.00818981789052486,0.0031866782810539
"13",-0.000808194628916681,0.000783503521233797,-0.00869268644601107,-0.00873510912060738,-0.0039889570325613,-0.007102956995368,0.00163396855350584,0.0139430854469538,-0.00541989458724856,0.000371207308489829
"14",0.0018178402679041,-0.000838888809084892,0.000940027297474444,-0.0101619716733694,-0.00548104662448168,0.000146270060213283,0.00530338101089001,0.00037219887599349,0.00124715152196586,0.00221310532651842
"15",-0.00026508659357205,-0.00317922444082797,0.00332125974819064,0.00381774711422622,-0.00161072635091841,-0.00534878857433796,-0.00444281613454223,-0.00495665380731225,0.000805226212833077,-0.000155018700752407
"16",0.00129539787303656,0.00142964418046176,0.00251263682730496,-0.00750095397233963,-0.00473098643124104,0.00281967036426067,-0.00185135216452181,0.00105371093377471,-0.00611642515286803,-0.00066001812228933
"17",0.00380464387126267,0.00149673887062818,0.0036397404037416,0.000276723585557193,-0.0018512379610911,-0.00123445445206016,-0.00208044075407088,0.0094017656520009,0.00743225449696183,0.000925470259971917
"18",0.000457006564829499,0.000374936935259029,0.00862881820648909,0.00541538232937455,-0.000771050748880953,0.00131973356474191,-0.00419680448248982,-0.0105365887284279,0.00385064748115838,0.00423970073461533
"19",0.00306802033446729,-0.00155941001139581,0.00662189535796642,-0.00871279835700989,-0.00563121680170298,0.00713052041828632,-7.32874559616903e-06,0.00539974449202418,0.00300363171845675,0.00682262191548944
"20",0.00250727334059775,0.00292372168041766,0.000917297380510718,-0.00609092367812991,0.00281093502417207,-0.00275440141558647,0.00367836863733828,0.00731352716684341,0.00220811273902655,0.0058652232401073
"21",0.00300513091497123,-0.00273655029013753,-0.0036439117975533,0.00919483695179224,0.0097431531175971,-0.00660301931202412,0.00285665015690029,0.00419602822512388,-0.000290966097963974,0.00117816973943263
