"","JNJ","IBM","PFE","HPQ","AXP","KO","MCD","HD","CAT","DIS"
"1",-0.00211694976314902,-0.00669580139219761,0.00188163795974106,0.00134957616683096,0.00198791502043605,-0.00172062963247299,0.00773120857775211,0.0321481861174107,-0.0169076975435019,0.0154400048777461
"2",-0.0167735628783703,-0.00317758065648377,-0.0245716422796249,0.0111640114337206,0.00583003414794803,-0.000619578349869698,0.0230481456965208,-0.0283089615404606,0.00689238728955388,0.00806156732141972
"3",-0.00125243607908487,-0.0100830178707838,0.0106156086549163,-0.0117941657081246,0.0035335193388164,-0.0105313891544938,-0.00260009104385972,-0.02097755856812,-0.0350658930838108,-0.0147537691518664
"4",-0.0129165574908257,0.000596628524363041,0.000199361136765219,-0.0110777141526341,-0.023420013487339,0.0169712007045746,0.00583429029211402,0.029052946716547,0.00671128742396832,-0.00101694627664983
"5",0.00824595149606466,0.00718710385262966,-0.00690191984176636,0.00430973526090384,0.0149923032149673,-0.0125018386170268,-0.00932395551353693,-0.000389454653486609,-0.00187397678382695,0.0101843979209661
"6",-0.00377594609744847,-0.0027093670796603,-0.0180897060781717,0.00285153347067535,-0.00524148484691978,-0.00667213229462504,0.0053313234820962,-0.00401242868974805,-0.004225954413414,0.0162101332098246
"7",-0.00286771170794964,0.0121937580406666,0.0144116189330816,0.00041566850268282,0.027225898578763,0.0108300391584635,0.00497539667412639,0.00404092436656356,0.00801712088286877,0.00400418462231755
"8",0.00595274195075035,-0.0109611256048083,-0.0162229537963867,0.0102281337603927,-0.0162512697279453,-0.00100229424424469,-0.000402784411562607,-0.000120482276543044,-0.0181486420333385,-0.0208549611270428
"9",0.00502434093505144,0.00832522101700306,0.00542477751150727,-0.000967975647654384,-0.0124248536303639,0.00206073932349682,-0.00115922966506332,0.014598436653614,-0.000418387091485783,-0.00310366018675268
"10",-0.00174319930374622,-0.00912880524992943,-0.013909574598074,-0.0048293974250555,-1.03504216895089e-05,0.00711071398109198,-0.000289008748950437,0.0151210790500045,0.0108369030058384,0.0189503915607929
"11",0.00934484787285328,0.00828585028648376,0.00108201045077294,0.00523460796102881,-0.0218687690794468,0.00511201517656446,-0.000579008483327925,-0.0148550653830171,-0.000191380750038661,0.0169746968895197
"12",-0.0136563666164875,-0.0073767239227891,-0.00735706696286798,-0.00543254939839244,0.0168126709759235,0.00734748132526875,0.00955125596374273,-0.00253931852057576,-0.000850235985126346,0.00628790305927396
"13",0.00844629481434822,-0.00592935504391789,0.00418650405481458,-0.00979472137987614,-0.00950892828404903,-0.00443587731570005,0.00193959672469646,0.0173921268433332,-0.00507533550262451,-0.0113784708082676
"14",0.00391141604632139,-0.00195140624418855,-0.0142999952659011,0.00301606673747301,0.0132279470562935,0.00253246421925724,0.00269056065008044,0.0184902288019657,0.00348538649268448,-0.00368164386600256
"15",0.000560733606107533,0.00367424846626818,0.0252472441643476,-0.00759610906243324,0.00280212284997106,0.00622777221724391,0.00938158109784126,-0.0365601778030396,-0.0142894340679049,0.0186730697751045
"16",0.0039738048799336,0.00966280978173018,-0.0112454909831285,-0.00513897556811571,0.0247194655239582,0.00573801714926958,0.00432021077722311,-0.00588582269847393,0.00374050321988761,0.0227040257304907
"17",0.000176855552126653,-0.00252758106216788,0.0175039581954479,0.000968897191341966,-0.0107131078839302,-0.00704021938145161,0.0048684817738831,-0.00590217532590032,0.0031021642498672,0.00054160674335435
"18",-0.00926942564547062,-0.0146266259253025,-0.0320555977523327,-0.000995061476714909,0.0104551929980516,-0.00443967944011092,-0.00158030923921615,-0.0098009966313839,-0.0179598368704319,-0.00999402347952127
"19",0.00561208045110106,0.00790317263454199,0.0159898176789284,-0.00960057228803635,0.0122801158577204,0.00963650736957788,0.00084217288531363,-0.0122620863839984,-0.0123938415199518,0.00962971430271864
"20",-0.00187590206041932,-0.00106107373721898,-0.0223808716982603,-0.00180043664295226,-0.0271160006523132,0.00167769193649292,0.00420114817097783,0.00725203705951571,-0.0033684556838125,0.0209001954644918
"21",0.00479183904826641,0.00421320321038365,0.0114908907562494,-0.00312001863494515,-0.00980953965336084,0.00359824439510703,-0.00683420058339834,0.00884838961064816,-0.00885313469916582,-0.000487541838083416
