"","BA","PFE","WMT","HD","PG","VZ","CSCO","UNH","CVX","MRK"
"1",0.00303681148216128,0.000549947668332607,0.000109343505755533,0.00244141602888703,-0.000104156075394712,0.000789759797044098,0.000357750279363245,-0.00151871924754232,-0.0116435689851642,-0.00374313723295927
"2",0.00295155891217291,0.00325603224337101,0.00384666910395026,-0.00266783940605819,-0.000751213519833982,0.001308573060669,0.0082583948969841,0.000924791907891631,0.0051716030575335,-0.00941735226660967
"3",0.00275672902353108,0.00526375370100141,-0.00313039845786989,-0.00311052706092596,0.0102565372362733,0.00329263042658567,0.000728924991562963,0.000944656785577536,0.000829837983474135,0.011470764875412
"4",-0.0040064943023026,-0.00214952789247036,-0.00136550865136087,0.00343896145932376,-3.00895062537165e-05,0.0034627232234925,-0.00535563798621297,-0.000447448866907507,0.00309969671070576,-0.000317829370032996
"5",0.00362942111678421,0.0023341269697994,0.00936801917850971,0.000137776471092366,-0.00152256444562227,-0.00514113251119852,0.00526851182803512,-0.0017340078484267,0.00321279047057033,0.0138386785984039
"6",0.00138086383230984,0.00105021218769252,0.00477219559252262,8.52892408147454e-05,-0.0016596521018073,-0.00307426298968494,0.00132295826915652,-0.00132625573314726,0.00806026998907328,0.0117676239460707
"7",0.00475765811279416,-0.00148723600432277,0.00405242014676332,-0.00123235827777535,-0.0018897574627772,0.000880953099112958,0.000877549173310399,-0.00375242670997977,-0.0109179401770234,0.0117654344066978
"8",9.37007935135625e-05,-1.44744399221963e-05,-0.00441212626174092,0.00244166934862733,0.00220595439895988,0.000740976713132113,-0.00254534021951258,0.00585578195750713,0.00446321815252304,0.0101243741810322
"9",0.00248659681528807,-0.0026045199483633,0.00132121040951461,0.00412380835041404,0.0046673072502017,-0.00799641106277704,0.00147185428068042,0.00349647109396756,0.00132872560061514,0.00910341646522284
"10",0.0074670328758657,-0.00366968964226544,0.00180498359259218,-6.31993898423389e-05,0.00370564265176654,-0.00989609025418758,-0.00381310051307082,-0.00322529207915068,-0.000615653698332608,-0.000564457848668098
"11",-0.0015954029513523,-0.000800436944700778,-0.00193999137263745,-0.00243388582020998,0.000125694990856573,-0.00118317164015025,0.00114137108903378,-0.00265101902186871,-0.00194297137204558,0.00803430005908012
"12",0.00311931525357068,-0.00385246705263853,-0.00032871140865609,0.00272089894860983,0.00252555729821324,0.000770505401305854,0.00245446362532675,-0.00912326294928789,0.00191928434651345,-0.000213695035199635
"13",-0.00580107653513551,-0.00465309992432594,0.00607588142156601,0.00587502680718899,-0.000324105756590143,-0.00203819386661053,-0.00189930328633636,0.0036662791389972,0.00298861926421523,0.000178055037395097
"14",-0.00210117665119469,-0.00386624014936388,-0.00465179048478603,-0.0016145387198776,-0.00124753441195935,-0.00152977555990219,0.0018927117343992,-0.0026697525754571,0.000465854973299429,0.00570207834243774
"15",0.00358832790516317,0.00163543375674635,0.00278007029555738,-0.000153688946738839,-0.000601433275733143,-0.00394768919795752,-0.00244428496807814,6.43918101559393e-05,-0.00957403238862753,-0.00131227588281035
"16",-0.0044386824592948,-0.000992145156487823,0.0070251221768558,0.00550413783639669,0.000110132532427087,-0.00235259742476046,0.0011213804828003,-0.000298873521387577,-0.00250268774107099,-0.00106314639560878
"17",-0.00103920185938478,-0.00325583922676742,-0.00651972973719239,-0.00063648889772594,0.00349029921926558,0.00200787279754877,-0.00262738671153784,0.00198423978872597,0.00253582466393709,0.00344786909408867
"18",-0.00203903065994382,-0.00358299002982676,-0.000343421299476177,0.00210209609940648,-0.000491509854327887,0.00351968477480114,0.0060349921695888,0.00164673384279013,-0.000111531400762033,0.00136237230617553
"19",0.00222960347309709,-0.0045869299210608,0.00416302587836981,-0.0024412942584604,-0.00126164592802525,-0.00380196538753808,-0.0050665638409555,0.000299274164717644,0.00105303584132344,-0.00269040558487177
"20",-0.00353961484506726,0.00131822214461863,-0.00167839368805289,0.00416487036272883,-0.00056277186376974,0.00178185384720564,0.00280746491625905,-0.00120828452054411,-0.001325344434008,-0.00309034157544374
"21",0.000300426123430952,-0.00207911035977304,0.00599230267107487,-0.00155584118328989,0.00321936327964067,0.00221733190119267,-0.00772103853523731,-0.00419419771060348,-0.000103006772405934,-0.00218657520599663
