"","INTC","GS","CVX","WMT","CSCO","VZ","HD","MCD","BA","NKE"
"1",0.0130912223830819,0.00106757343746722,0.0020401612855494,-0.00230674236081541,0.000930902606341988,0.00386568624526262,-0.000342263636412099,0.00447897193953395,-0.00740437395870686,-0.00192104163579643
"2",0.00241164467297494,-0.00229278253391385,0.00633126590400934,-0.0110712889581919,0.000501465809065849,0.00318778562359512,0.00154987664427608,0.00523842172697186,-0.00142566720023751,-0.000203705872991122
"3",0.00795104913413525,0.006966816727072,-0.00563021562993526,0.011256480589509,0.00241874670609832,-8.28396059660008e-06,0.00342388660646975,-0.00256619625724852,-0.00468095671385527,-0.00215317960828543
"4",0.00372079270891845,0.000298889790428802,0.00184532743878663,-0.0110100219026208,-0.0023750220425427,0.00128776405472308,-0.00115001096855849,0.00465348782017827,0.0169184971600771,-0.00392711535096169
"5",-0.00322250672616065,0.00301966490224004,-0.00557493325322866,-0.00350117636844516,-0.00236535957083106,-0.00859128311276436,0.00372561044059694,-0.000572394172195345,0.00162871286738664,-0.00488126743584871
"6",0.00336704053916037,0.000465032033389434,-0.00264575076289475,-0.00422775279730558,0.0016648267628625,-0.0028369331266731,-0.00218613585457206,0.000465049553895369,0.0167919341474771,-0.00406203139573336
"7",-0.00112002913374454,0.00517720030620694,-0.0112949330359697,0.00382386730052531,0.000887624453753233,-0.00426929583773017,0.00110069010406733,-0.000493682338856161,0.00378198083490133,-0.00671552028506994
"8",0.00416537700220942,0.00127946410793811,0.0170794948935509,-0.00626502279192209,0.0041466704569757,-0.00283308862708509,-0.00227938266471028,-0.000300102605251595,0.00435723923146725,-0.000517893233336508
"9",0.00120547239203006,-0.00691734300926328,0.00978835299611092,0.00183151150122285,-0.00291485758498311,-0.0018013728549704,0.00067366857547313,0.0006092045805417,-0.00868730247020721,-0.00130656221881509
"10",-0.00258416100405157,0.00282172625884414,0.0144304903224111,0.00465785525739193,0.00204156013205647,-0.00394123885780573,-0.000408081017667428,0.00393649376928806,0.00900715030729771,0.000712599488906562
"11",-0.00383023079484701,-0.00553475925698876,-0.00315179280005395,0.002537906402722,-0.00161838042549789,-0.00389487785287201,0.00217835418879986,0.00386937381699681,0.00693235313519835,0.000568481569644064
"12",0.00560727808624506,0.000316994439344853,-0.000513029692228884,-0.0010231853229925,0.00232833717018366,4.29572864959482e-05,-0.0019048685207963,0.0063244653865695,0.00105096108745784,0.000326143810525537
"13",0.000590925803408027,0.00788720976561308,-0.00581813370808959,0.00145285716280341,0.00372086046263576,-0.00281516811810434,0.00172395585104823,-0.000469381659058854,0.00965755246579647,0.000685270759277046
"14",0.00333300908096135,0.000344365136697888,0.00236589112319052,-0.00493997987359762,-0.00548452511429787,-0.00376985175535083,-0.00031644047703594,-0.0134653123095632,0.00414243061095476,-0.000848393538035452
"15",0.00465782592073083,0.00319165573455393,0.000158478535013273,0.00244727008976042,0.00216138898395002,-0.00871223118156195,0.00146395957563072,-0.0047210119664669,0.00546948285773396,0.00134022231213748
"16",0.00136195064987987,0.000357265234924853,-0.00063373293960467,-0.000924118736293167,-0.000562494155019522,-0.00853103026747704,-0.00291905831545591,0.00332318781875074,0.00446945149451494,-0.00204837135970592
"17",0.00202242285013199,0.000902774336282164,0.00585965160280466,-0.000216212429222651,0.00214270362630486,-0.00405364809557796,0.000169302147696726,0.0014174758689478,-0.00517601612955332,-0.00246977200731635
"18",-0.00081806315574795,-0.000309303984977305,0.0017395403701812,-0.0054711876437068,-0.000141826079925522,-0.00691763125360012,-0.00097991235088557,0.00649331090971828,0.00258941319771111,-0.00291079189628363
"19",-0.00436491379514337,0.00696397991850972,-0.0109703689813614,0.00323220016434789,-0.00202521169558167,-0.00234974129125476,0.00267930631525815,-0.00136447814293206,-0.00300646154209971,-0.00201352452859282
"20",0.00192241102922708,-0.00673173042014241,-0.0028362616430968,0.00523917935788631,-0.000447425118181854,-0.00149958918336779,-0.00344167044386268,0.00143271614797413,0.00499534513801336,-0.0118991630151868
"21",-0.0084744356572628,0.00250546610914171,0.00218585156835616,0.00114805111661553,0.0044347713701427,-0.00397075386717916,-0.00209174933843315,0.000255341059528291,0.0122867561876774,-0.000896931975148618
