"","CAT","PG","CVX","WMT","KO","MCD","MRK","T","HD","DIS"
"1",-0.00727929268032312,0.00190322648268193,0.00084335874998942,0.00703440234065056,6.53303686704021e-06,0.00164940999820828,-0.000429520354373381,0.00230561569333076,-0.00362338777631521,0.00836630444973707
"2",-0.0224008187651634,0.000820146931800991,-0.000144924852065742,-0.00808939803391695,-0.00107651180587709,0.00121527607552707,0.00720328511670232,-0.000301148364087567,0.00504289334639907,0.00802533887326717
"3",0.00596710760146379,0.00319989887066185,0.00143444701097906,0.00284205027855933,0.00266132038086653,-0.0127186765894294,0.00172554072923958,-0.000754146371036768,0.00554701732471585,0.00573152303695679
"4",0.0137117598205805,-0.00149697053711861,0.000852162891533226,0.00215701339766383,0.00112818612251431,0.00158493558410555,0.00968818832188845,-0.00234941300004721,0.00257497909478843,-0.000819788663648069
"5",-0.0053742965683341,-0.000593221397139132,0.000965581915806979,-0.00731232156977057,-0.00447919918224216,0.00140736042521894,-0.0014213373651728,0.00404723361134529,-0.00498876441270113,-0.00435610394924879
"6",0.0114041604101658,0.000493731175083667,-0.000463024742202833,0.00513922283425927,-0.00293908617459238,-0.0156543515622616,0.00343371112830937,0.00110685697291046,0.00653835758566856,0.00253762118518353
"7",-0.00500880600884557,-0.00683018146082759,-0.000637312710750848,0.00397777371108532,0.0017950835172087,0.00182296079583466,0.00274382787756622,-0.00126963818911463,0.00220375787466764,-0.00198839348740876
"8",-0.00245233345776796,-0.00282125198282301,-0.000160523544764146,0.00280897365882993,0.00126415467821062,0.00446216901764274,0.00172983191441745,0.00220260978676379,0.00416803872212768,-0.00376941822469234
"9",0.00616273982450366,0.000737007183488458,0.0085887061432004,0.00577352289110422,-0.00507496437057853,-0.0132276546210051,0.0021564622875303,0.0018798413220793,0.0075706085190177,-0.00501340162009001
"10",-0.00585813820362091,0.00251733209006488,0.00394551688805223,-0.00349090876989067,0.00174717628397048,-0.00476222159340978,0.00300365779548883,0.0024065813049674,0.0038000182248652,-0.000100799305073451
"11",-0.0238647852092981,0.000998773262836039,0.00340034114196897,0.00502791721373796,-0.00172909768298268,-0.00295953778550029,0.00110826606396586,0.00737782008945942,0.00036070475471206,0.0059932260774076
"12",-0.0148540269583464,0.000235203740885481,0.00180153141263872,-0.00503145717084408,0.00254404661245644,-0.00624813279137015,0.00771885784342885,-0.00234739203006029,0.00368067901581526,8.99982987903059e-05
"13",-0.0131610902026296,0.00373557792045176,0.000285076268482953,0.00182094576302916,0.00246881949715316,-0.00466106878593564,0.00214224634692073,-0.000711669272277504,0.00472953217104077,0.0113567495718598
"14",-0.00505866436287761,-0.00313521758653224,-0.000201708578970283,0.00132675282657146,0.00286803208291531,-0.000193884334294125,0.00270884367637336,-0.000612793839536607,0.0138270696625113,-0.00036975514376536
"15",-0.00923745706677437,-0.000855687074363232,-0.00190510868560523,0.00590354949235916,-0.0012679499341175,0.000660550547763705,0.00398817844688892,0.0027085323818028,0.00413952767848969,-0.00553352758288383
"16",-0.00779665028676391,0.00145954417530447,0.00198746542446315,-0.00101529352832586,0.000648358021862805,-0.00770240370184183,0.00122449453920126,-0.00283322343602777,-0.000476885354146361,0.00344445183873177
"17",-0.0104151824489236,-0.00075765245128423,0.00304710306227207,0.00503141386434436,0.00525038596242666,0.00146606878843158,0.00103906821459532,-0.00102462992072105,0.00284362654201686,0.000677075935527682
"18",-0.0191576592624187,0.00106465676799417,-0.000635220378171653,-0.00417374493554235,0.00238281302154064,-0.000887331203557551,0.00370856071822345,-0.00343548040837049,0.00118488632142544,0.00461293663829565
"19",0.00376947456970811,0.00301999552175403,0.00203245249576867,0.00457266578450799,0.00195813272148371,-0.0113119501620531,0.000610126298852265,-5.13746672368143e-05,0.00604565581306815,0.000995385693386197
"20",-0.0161311831325293,0.000403694721171632,0.00184086826629937,-0.0039787613786757,0.00162370479665697,0.00243836222216487,5.69440198887605e-05,8.53804813232273e-05,0.00186908675823361,0.00163486378733069
"21",-0.0188662707805634,-0.000801777758169919,-0.00143866508733481,0.00630606152117252,-0.00044138848898001,0.000533385260496289,0.00240609678439796,-0.0040189023129642,0.00711998715996742,-0.00255309068597853
