"","JNJ","UNH","PG","CVX","CSCO","VZ","NKE","GS","KO","MRK"
"1",0.00415975227952003,0.015357636846602,0.00338333705440164,0.00818290282040834,0.00181306921876967,0.00570252537727356,-0.00281479163095355,0.00900584179908037,0.000334030308295041,-0.00119499128777534
"2",-5.92261239944492e-05,-0.00328362756408751,0.000110920933366287,-0.000956942560151219,0.0027593441773206,-0.00423669442534447,-0.00303137628361583,0.00798261538147926,0.00179082062095404,0.00373425241559744
"3",0.00477612437680364,-0.0163927469402552,-0.000586101494263858,0.00205143028870225,0.0103950155898929,-0.00449281372129917,-0.00393242249265313,-0.00902110617607832,-0.00089094031136483,0.000606794375926256
"4",0.00561048416420817,0.00259247911162674,0.00390175869688392,-0.00697513017803431,-0.00583122111856937,-0.00555203529074788,-0.00725237326696515,-0.0043909577652812,0.00526365451514721,-0.00294095254503191
"5",0.00346019398421049,-0.00453079864382744,-0.000901852617971599,-0.00905035808682442,-0.00902241375297308,0.00478979386389256,0.00185031676664948,-0.00565760303288698,0.00317976041696966,-0.00249551679007709
"6",0.00671906210482121,0.00339097180403769,0.00179856678005308,-0.00403515808284283,-0.00354522746056318,0.00101205403916538,-0.00683702481910586,-0.0101796127855778,0.00233259610831738,0.00275543378666043
"7",0.0027680154889822,-0.00358166988007724,-0.000284969282802194,-0.0131833422929049,0.0097999656572938,-0.00476733408868313,0.00153098208829761,-1.91202270798385e-05,0.000390246656024829,-0.00654615322127938
"8",-0.000773902283981442,0.00160253152716905,-0.00364558608271182,-0.000748860591556877,0.00236211740411818,0.00241770828142762,-0.00151922751683742,-0.00763965677469969,0.000681438890751451,0.00132232171017677
"9",0.00223417161032557,-0.00404266640543938,0.000447691098088399,0.00794742163270712,0.00138658052310348,0.00196473929099739,-0.00670169107615948,-0.0100155519321561,-0.000153911169036292,-0.00511194253340364
"10",-0.00440282467752695,0.0107604162767529,0.000498938316013664,-0.00390396220609546,0.000645287567749619,-0.000520831497851759,-0.00791520625352859,0.0011949164327234,0.00420089112594724,0.00260497559793293
"11",0.00532193901017308,-0.000212882223422639,-0.00387826282531023,-0.000408812658861279,0.00148672261275351,-0.00447414116933942,0.00659050047397614,-0.010230315849185,-0.00110544927883893,0.00508825434371829
"12",-0.00474533531814814,-0.0086122015491128,0.00160092220176011,-0.000831689976621419,0.00019278223044239,-0.000691098975948989,-5.95541932852939e-05,-0.00721138715744019,-0.000268348638201132,-0.00256787822581828
"13",0.0004918267368339,0.00218396191485226,-6.29647547611967e-05,-0.00425808178260922,-0.00434592505916953,-0.000841435976326466,0.00222326768562198,0.00854259170591831,0.00158148119226098,-0.000147470142110251
"14",-0.00582655286416411,-0.00427946308627725,0.00227742944844067,0.0104809552431107,0.00046577284228988,-0.000746212201192975,0.00516025209799409,0.00118495733477175,0.00307810469530523,-0.00200368999503553
"15",-0.000243129092268646,0.00602795602753758,0.00218923971988261,0.00342989573255181,0.000356228440068662,0.00209886766970158,-0.00142835662700236,-0.00497523089870811,0.000121938683150802,0.00305065000429749
"16",0.000349363777786493,-0.0006844024755992,-0.0016974025638774,0.0106393015012145,0.00260137021541595,0.0016732431249693,-0.00598462438210845,-0.00205617770552635,0.0047860611230135,-0.00503745954483747
"17",-0.00256756390444934,-0.000704235455486923,0.000815061153843999,-0.00578010408207774,-0.00768687482923269,0.00249862973578274,-0.00016215025971178,0.00771952187642455,0.00086860777810216,0.000935439835302532
"18",0.00392262218520045,0.00196038163267076,0.0013345101615414,-0.00282268552109599,-0.00775041338056326,0.0080323088914156,-0.00417383294552565,-0.00648721819743514,0.000122628131066449,0.000715601432602853
"19",0.0017157451948151,0.000465213262941688,-0.000377712887711823,-0.00364715303294361,0.00217605172656476,8.97029094630852e-05,-0.00655371183529496,0.00595438899472356,0.00148022710345685,-0.00213438109494746
"20",0.00399305485188961,-0.00174645846709609,0.0058302590623498,-0.00776960467919707,0.00739445444196463,-0.00132473080884665,0.0162602476775646,0.0061875912360847,0.00216344813816249,-0.000236441235756502
"21",0.00512263458222151,-0.00466260779649019,0.00103730894625187,-0.00331983808428049,-0.00249909888952971,-0.00103773071896285,0.00628985837101936,0.00550900679081678,-8.12202924862504e-05,-0.00557422917336226
