"","HPQ","JNJ","PG","CVX","AA","KO","AXP","MRK","CAT","MCD"
"1",0.00360115920193493,0.00322859943844378,-0.00708388444036245,0.00985682383179665,-0.00301217334344983,0.00753212673589587,0.00799128692597151,0.0400268398225307,0.00738921388983727,-0.0072473268955946
"2",0.00921620521694422,-0.000313471216941252,0.00457091350108385,0.00342606636695564,0.00838133599609137,-0.00129232741892338,0.0144869722425938,0.0145700694993138,0.00397093314677477,0.00286612845957279
"3",-0.00391317810863256,-0.00353107578121126,-0.00335673335939646,0.0136627368628979,0.00550062861293554,-0.00123477005399764,0.0119692226871848,0.00791780278086662,-0.00243512261658907,-0.00491757085546851
"4",-0.00438699079677463,-0.000347177963703871,0.00432193465530872,0.000592628901358694,0.0244323741644621,0.0132663976401091,-0.00735055655241013,0.00924773886799812,-0.0346167422831059,0.00470580952242017
"5",0.00305575621314347,0.00705634849146008,0.00135670031886548,0.0125895328819752,-0.0121969962492585,0.000676087278407067,0.00666611036285758,0.00298438663594425,0.0142000308260322,0.00284265330992639
"6",-0.00568645866587758,-0.00038340684841387,0.00181019876617938,0.00651780189946294,-0.00773316202685237,0.00032238510902971,0.0136722261086106,-0.000191817962331697,0.0237083155661821,0.00761499628424644
"7",0.0016903585055843,0.00185434136074036,-0.00236659543588758,0.0109836244955659,0.00424465024843812,-0.0131285339593887,0.00557963736355305,0.0037403623573482,-0.0126612717285752,0.00557370623573661
"8",0.00992091186344624,0.00636457605287433,0.00795954838395119,0.0022588549181819,-0.00746655277907848,0.00133409560658038,0.0174759272485971,-0.00598264578729868,0.0128290392458439,0.00155759195331484
"9",-0.0111143924295902,0.00162081501912326,-0.00121083180420101,0.00575438188388944,-0.00196924945339561,0.00542725017294288,-0.00072626065229997,-0.0058598187752068,0.0273567400872707,-0.00531631521880627
"10",-0.0013089821441099,-0.00212776754051447,-0.00247586378827691,-0.00175105559173971,-0.00730424281209707,-0.00679438328370452,0.000556497427169234,-0.00204488076269627,0.0024184170179069,0.00210147188045084
"11",0.00461858138442039,0.00494138989597559,0.00011391012230888,0.00516950478777289,0.00393199222162366,-0.00732872681692243,0.0190079975873232,0.00584156578406692,-0.00919781625270844,-0.00108168181031942
"12",-0.00370546337217093,-0.00780363054946065,-0.0012051488738507,0.00347937573678792,0.00470699043944478,-0.00265572243370116,-3.8636371755274e-06,0.00306551856920123,-0.00384306698106229,0.00400680350139737
"13",-0.00225223414599895,-0.00269833789207041,-0.00376912276260555,0.0048866830766201,0.00176328036468476,-0.00742873596027493,-0.00965335126966238,0.0050054001621902,0.0263504274189472,-0.0003320160030853
"14",0.0109976176172495,-0.00287665287032723,-0.00296883448027074,-0.000340385478921235,0.00385372550226748,0.00759332394227386,0.00911624636501074,-0.00304893380962312,-0.00358375976793468,0.00388976139947772
"15",-0.00165531446691602,-5.08872290083673e-05,0.00298064923845232,0.00786308012902737,-0.00121146615128964,0.00575734162703156,-0.00183055177330971,-0.00331958057358861,0.000197785790078342,-0.00224460009485483
"16",-0.00976400170475245,-2.95526297122706e-05,0.000138216637424193,0.00938019156455994,0.0234904531389475,-4.79287336929701e-06,0.00156874267850071,-0.00360019155777991,0.00728850159794092,-0.00059077114565298
"17",-0.00204155757091939,0.00438634352758527,-0.000838436360936612,0.00758263515308499,0.0100922808051109,0.0083750206977129,0.00866925157606602,0.00377140217460692,0.0108754504472017,-0.000634369964245707
"18",0.000118466508865822,0.0044099772349,0.00156799261458218,0.0026476641651243,-0.00326588982716203,-0.00843747332692146,0.00508421845734119,0.00316492142155766,0.00783133879303932,0.00352253625169396
"19",0.00252530281431973,-0.00217324565164745,-8.39990316308104e-05,0.00319508975371718,-0.0130594680085778,0.00836015958338976,0.00123543431982398,-0.00322926673106849,-0.00566664710640907,0.00195923889987171
"20",0.000643633014988154,0.00368717918172479,-0.00304952007718384,0.00680720340460539,0.00438228435814381,-0.00390912173315883,0.0147276902571321,-0.00274348864331841,0.00142978329677135,0.0057976464740932
"21",0.00336045539006591,0.00257166009396315,-0.000488185120048001,0.00773230940103531,0.00399538734927773,-0.00743197044357657,0.0139485113322735,-0.00700983311980963,-0.00231246300972998,-0.00201792921870947
