"","INTC","GS","CSCO","CVX","WMT","VZ","HD","MRK","NKE","BA"
"1",0.00395272020250559,-0.012292698957026,-0.000352769828168675,-0.00636089872568846,-0.00542082358151674,-0.00353039754554629,-0.000344885513186455,0.00333661050535738,-0.00636850344017148,0.00176289305090904
"2",0.00168566778302193,-0.000949646404478699,0.00526439724490047,0.0014476275537163,-0.000672285095788538,-6.96390998200513e-05,0.0034568184055388,0.0302644819021225,0.00768210738897324,0.00109420786611736
"3",0.0031137322075665,-0.00217471201904118,0.00188812264241278,0.000571264128666371,0.00534622324630618,-0.00869889184832573,-0.00514055648818612,-0.01297667901963,0.0103346183896065,0.00496529275551438
"4",0.000968179665505886,0.00252649653702974,0.000650659436360002,0.00434875022619963,-0.00644883466884494,-0.00066571548813954,-0.00139067904092371,-0.00187339715193957,-0.00334443501196802,0.00027561851311475
"5",-0.00348785310052335,-0.00374064478091896,-0.000250622455496341,0.00109056977089494,0.00662121688947082,-0.00570781389251351,0.000776851200498641,0.00368443550541997,-0.00337946927174926,0.00424471125006676
"6",0.00170633988454938,0.00202546338550746,0.0025749783962965,0.00879230350255966,-0.00461878953501582,-0.0118063148111105,0.00167049444280565,0.0075875953771174,0.00322264456190169,0.00178327457979321
"7",0.00213577388785779,-0.00298395124264061,-0.00337722338736057,0.00339611968956888,-0.00399127975106239,-0.000276334467343986,-0.000833310361485928,-0.00314326654188335,-0.00714055402204394,0.000593819015193731
"8",-0.00414279149845243,-0.000167582562426105,5.66403150514816e-06,-0.00496533745899796,0.00204919441603124,-0.00919943489134312,0.000120944445370696,0.00139364728238434,-0.00347408605739474,0.00333329034037888
"9",0.00503273122012615,-0.000988973304629326,-0.000531727448105812,-0.00652317935600877,0.00528434012085199,-0.00577420927584171,-0.00261554215103388,-0.00306488084606826,0.00548500427976251,0.00408591888844967
"10",0.00685180583968759,-0.00570115773007274,-0.00190159596968442,0.00021941059094388,-0.00169086386449635,-0.00497302692383528,-0.000381075369659811,-0.00229948339983821,-0.0028177946805954,0.0100819943472743
"11",0.00218932772986591,-0.00103813887108117,9.61018886300735e-05,-0.00231593358330429,-0.00378200691193342,-0.00551394373178482,0.00187470926903188,-0.000536012346856296,-0.00761570874601603,-0.00543493032455444
"12",0.00750728277489543,-0.00279111484996974,-0.00208966829814017,-0.0018395590595901,-0.00603976286947727,7.44621429475956e-05,0.000927980756387115,0.0151779521256685,-0.00544046331197023,0.00423429906368256
"13",0.00161847192794085,0.00174050929490477,-0.0015626884996891,0.00467089610174298,0.00498845754191279,-0.0121909221634269,-0.000258128071436659,-0.00977069512009621,-1.05467199773557e-06,-0.00258444063365459
"14",-0.00282410229556262,0.00834178179502487,0.00090101856039837,0.00881903897970915,-0.00202199537307024,-0.000294128229143098,0.000277833372820169,0.000609108596108854,0.00337531859986484,0.00422755209729075
"15",0.00686301477253437,-0.00619921879842877,0.00099898490589112,0.00199708924628794,0.00224517937749624,-0.00622033094987273,-0.000614379765465856,0.0235747173428535,0.000213734427234158,0.0027499832212925
"16",-0.000374511204427108,0.00302152056246996,-0.00033355929190293,-0.00523425312712789,-0.00476307654753327,-0.00619050208479166,0.00261389464139938,-0.0131512926891446,-0.00574250798672438,0.000998629839159548
"17",-0.00424658181145787,-0.00533939199522138,0.00330183398909867,-0.00789040047675371,0.000380843033781275,-0.00860295351594687,-0.00566051015630364,-0.0116612045094371,0.0018290460575372,0.00803770124912262
"18",0.000817258900497109,0.00033508037449792,7.79301626607776e-05,-0.00126024126075208,-0.000463380332803354,-0.00886671431362629,-0.00197237078100443,0.0122140701860189,0.00130407290998846,0.00889564491808414
"19",0.00154787860810757,-0.00271027651615441,-0.00155322486534715,-0.0045302826911211,0.00125012791249901,0.00391143281012774,-0.000730251078493893,-0.00372083554975688,-0.00314638484269381,0.0120241111144423
"20",-0.00358598725870252,0.00672808056697249,0.000552128476556391,0.00802427157759666,-0.00251949578523636,-0.00707419728860259,-0.0009390584891662,-0.00619791820645332,-0.00219727819785476,-0.0015592691488564
"21",0.00017873989418149,-0.00244498043321073,0.0014988771872595,0.00927708297967911,-0.000407563551561907,-0.00510471640154719,-0.000710037478711456,0.002670036861673,0.000184307878953405,-0.00107056286651641
