"","JNJ","HPQ","PG","CVX","AXP","AA","MCD","KO","MRK","CAT"
"1",0.00131722271908075,0.00584955606609583,3.74732953787316e-05,0.00827526114881039,-0.0190938021987677,0.0353821851313114,0.00213750218972564,-0.00726803625002503,-0.0269463937729597,-0.023100420832634
"2",0.00419158674776554,0.00994125101715326,-0.00338145229034126,0.00765896076336503,-0.0180838033556938,0.0380983203649521,0.000266219809418544,0.00239415583200753,-0.0190786067396402,-0.021632881835103
"3",-0.00340152531862259,0.00157407927326858,0.00662403646856546,0.010390704497695,-0.0224197041243315,0.00837298948317766,-0.0058906227350235,-0.0033800401724875,0.0215883702039719,0.00256987009197474
"4",0.00394847895950079,-0.00921244733035564,0.00174398510716856,0.00174963346216828,-0.000327512650983408,0.00344520108774304,0.00970310531556606,-0.00354272406548262,0.00801782961934805,-0.00813070777803659
"5",-0.0044853980652988,0.00801977980881929,0.000451111380243674,0.00731360819190741,0.00773435598239303,0.0148173505440354,0.00629941932857037,-0.00127250980585814,0.000294267083518207,-0.0154719110578299
"6",0.00342953274957836,0.0235378593206406,0.00133765279315412,0.0017521905247122,-0.0170154217630625,0.00122119998559356,-0.000402675854275003,0.00389286875724792,-0.000597510719671845,-0.00761135434731841
"7",-0.00176380458287895,-0.000110756773210596,-0.0044279140420258,0.00326808542013168,-0.00777418445795774,0.0113602820783854,0.00095666159177199,0.00770196132361889,-0.00166755530517548,-0.00448759039863944
"8",-0.00902402307838202,0.0113332141190767,-0.0168565269559622,-0.00987811386585236,0.00160625483840704,0.00681415572762489,0.00283008371479809,0.00169956509489566,0.0104219419881701,-0.0235689580440521
"9",0.0103928688913584,-0.00393525650724769,-0.00281324214302003,0.00334168248809874,0.0190655756741762,0.0173920765519142,-0.00490968301892281,0.000241656700382009,0.0133592467755079,-0.00786292087286711
"10",-0.00150336697697639,0.00309695722535253,0.004333954770118,0.00679319584742188,0.0324785634875298,0.0109901381656528,0.00454110885038972,0.00299425353296101,0.0111173233017325,0.00788643769919872
"11",0.00128068262711167,0.000374834053218365,0.0075818132609129,0.0114597985520959,0.0113488389179111,0.0102553423494101,0.00145881739445031,-0.0101617416366935,0.000617680547293276,-0.000295327685307711
"12",-0.00249427789822221,0.00360038224607706,-0.00430835364386439,-0.00969907827675343,0.00185937690548599,0.00722656166180968,0.00720488792285323,0.0102151231840253,0.00776448380202055,-0.00205711112357676
"13",-0.000567686045542359,0.00245199538767338,-0.00208383309654891,0.00727147096768022,0.00313150766305625,0.00176734162960202,-0.00367819098755717,0.000595520134083927,-0.00130629492923617,-0.00569201447069645
"14",-0.00168944976758212,-0.00105856696609408,0.00281591457314789,-0.00223311525769532,-0.00182071572635323,0.0125260157510638,0.00425880681723356,-0.00523710018023849,-0.00753622595220804,0.0228674970567226
"15",-0.000565847323741764,-0.0192168764770031,-0.00147902185562998,0.00155077769886702,0.0107824876904488,0.0047460519708693,-0.00562736624851823,-0.0043395240791142,-0.00400127936154604,0.00356022990308702
"16",0.0035843460354954,0.00260495953261852,-0.0081280805170536,-0.00663078017532825,0.00295307696796954,0.0133622344583273,0.0036479642149061,0.000259158492553979,-0.0016945576062426,0.00379764218814671
"17",0.00255854334682226,0.00888470560312271,0.00674279732629657,-0.00269167777150869,0.0027132392860949,-0.000292721437290311,-0.00353120104409754,0.00508715631440282,-0.00431457767263055,0.0114467954263091
"18",-0.00105628767050803,0.00518934242427349,0.00132847181521356,-0.00553109543398023,-0.00273107225075364,0.0115865189582109,0.0011728648096323,-0.00465880939736962,0.00549658387899399,-0.000804694136604667
"19",-0.00147041748277843,0.0139467148110271,-0.00223982683382928,0.00403663655743003,0.00658938148990273,0.00836872775107622,0.000206377779250033,-0.00686542922630906,-0.00359880505129695,-0.00178441137541085
"20",0.00166610034648329,-0.00403845263645053,-0.0096662612631917,-0.00481109833344817,-0.00148175843060017,0.00439547700807452,-0.000997414346784353,0.0046200817450881,0.00224603340029716,-0.00648226169869304
"21",-0.00076079583959654,-0.00310569140128791,-0.00243440154008567,0.00247890967875719,0.00244407402351499,0.00857749115675688,-0.00882643461227417,-6.84449187247083e-05,0.000935073068831116,0.00441440287977457
