"","AIG","HD","HPQ","PG","AA","BA","MRK","AXP","CAT","DIS"
"1",0.00211829436011612,0.0151366526260972,0.0100281545892358,-0.00129653490148485,0.00187132379505783,-0.00385929667390883,0.00915795657783747,0.00363678741268814,0.0019009328680113,-0.0166118815541267
"2",-0.00347475567832589,-0.000629354384727776,0.00419982988387346,-0.00540665443986654,-0.0109717166051269,0.00101622135844082,0.00478591211140156,-0.00534976320341229,0.00789777655154467,0.00129533314611763
"3",0.0140791218727827,0.00679713627323508,-0.0129304192960262,0.00433733174577355,-0.0154593419283628,-0.000880933424923569,-0.00656233727931976,0.000871312222443521,-0.150062441825867,-0.000718565133865923
"4",0.00474662333726883,-0.00186049658805132,-0.00257136998698115,0.00291419634595513,0.00378833874128759,0.00046339345863089,-0.0108269574120641,-0.00403170147910714,0.00791617762297392,-0.00805716402828693
"5",0.00181711628101766,-0.00715637486428022,0.00729310652241111,0.000683268823195249,-0.0137183116748929,0.0135275879874825,0.00752174807712436,-0.00984504632651806,-0.00600680150091648,0.00672180438414216
"6",0.0018874267116189,0.0159102249890566,0.000105685074231587,0.000802552909590304,0.0117622353136539,-0.00393232237547636,0.00700538139790297,-0.00177272188011557,-0.00733633758500218,0.00807769875973463
"7",0.00590661121532321,-0.00614512944594026,0.00724944891408086,-0.00338318292051554,0.000831203127745539,0.00852503534406424,-0.00268194545060396,-0.00649397913366556,0.00895778369158506,0.00718432059511542
"8",-0.000266892806394026,0.00203427346423268,-0.00593209872022271,-0.000720594427548349,-0.00562873249873519,-0.00199681823141873,3.05405137623893e-06,0.0116277039051056,-0.00547746056690812,-9.46277286857367e-05
"9",-0.000939125020522624,0.000184820441063493,-0.00414539268240333,-0.00320502673275769,0.0126620223745704,0.000916818622499704,0.00268198503181338,7.02044126228429e-05,-0.00139599619433284,-0.00191227719187737
"10",-0.00194272072985768,-0.00335348281078041,0.00180169311352074,-0.00450941314920783,0.0126633998006582,-0.00798624940216541,0.00173793430440128,-0.00445675989612937,0.00355114182457328,0.00117514270823449
"11",0.00153305707499385,-0.00409274082630873,0.00260722823441029,0.000234395760344341,0.000447797705419362,0.00295512122102082,-0.00519910454750061,0.00197561224922538,0.0045830337330699,-0.00706419814378023
"12",-0.00183580559678376,-0.000729512888938189,0.0123553164303303,0.000661605386994779,0.00220902403816581,-0.00618915213271976,-0.00107546697836369,0.0017291366821155,-5.5542383051943e-05,-0.00264145573601127
"13",-0.00617249123752117,-0.0042920857667923,0.00390622718259692,-0.00313524203374982,-0.00745703792199492,0.00599399162456393,0.00444562872871757,-0.00571643188595772,-0.00493800966069102,-0.00184997066389769
"14",0.00995864439755678,0.000787552096880972,-0.00184552615974098,-0.00296407146379352,-0.0107568828389049,0.0101777035742998,0.00437751784920692,0.000543965550605208,-0.00197306275367737,-0.000809622928500175
"15",-0.000262415851466358,-0.00126013508997858,0.00912810489535332,-0.000116831652121618,0.00216038757935166,0.00460447790101171,0.000579667743295431,0.000168708356795833,0.00156984967179596,0.0049918838776648
"16",-0.000448274076916277,-0.000630641065072268,-0.00225660111755133,-0.00017600241699256,8.77954516909085e-05,-0.00330700958147645,0.00508694397285581,-0.000892325711902231,0.00332779553718865,0.000477017572848126
"17",0.00389859825372696,0.000123874429846182,0.0105077940970659,-0.00641998508945107,0.0232105161994696,-0.0033541820012033,0.0108292736113071,-0.000389971159165725,-0.000532809644937515,0.00051891291514039
"18",0.000197032088181004,-0.000810873345471919,-0.00317676947452128,-0.0141800232231617,0.00845098495483398,-0.00158160564024001,0.00436321320012212,-0.00121042202226818,0.00111653748899698,0.00129155057948083
"19",9.94766160147265e-05,-0.00222347187809646,-0.00538986828178167,0.000208453013328835,-0.000587161222938448,-0.00454326113685966,-0.00568651827052236,0.000263965310296044,0.0115028424188495,0.000836171384435147
"20",-0.0021327540744096,0.0025121767539531,0.00103083613794297,0.000798323599155992,0.00349834281951189,-0.00188212795183063,-0.0060335211455822,-0.00289844977669418,0.0132154142484069,-0.00497510936111212
"21",3.55059128196444e-05,0.00197344366461039,-0.0059096566401422,-0.00332587631419301,0.0026679621078074,-0.00444248598068953,0.00855870638042688,0.000391755776945502,0.00598435522988439,0.00400198297575116
