"","XOM","WMT","UNH","PFE","CAT","GS","VZ","PG","CVX","IBM"
"1",0.000428161059971899,0.0099383695051074,0.000639871694147587,0.00697970995679498,3.31531009578612e-06,-0.0029039541259408,0.0167510602623224,0.00128996302373707,-0.00577355502173305,-0.00488655082881451
"2",0.00314594130031765,0.00307939690537751,0.007120321970433,0.00107401283457875,-0.0107312947511673,-0.00273556844331324,0.00334920990280807,-0.00536089343950152,0.00791423488408327,0.00974655617028475
"3",0.00381054519675672,0.00371389044448733,0.0109309880062938,-0.00256118783727288,0.0139572573825717,0.0175141058862209,-0.0038928750436753,0.00316147785633802,-0.00944953598082066,0.0151289300993085
"4",-0.00238021416589618,-0.000548426702152938,-0.00756410742178559,-0.00841251295059919,-0.0027298538479954,-0.000510892539750785,0.00166322267614305,-0.000671727466396987,-0.00393542926758528,0.00546072144061327
"5",0.00274904142133892,0.00416483450680971,0.0137339169159532,0.00502844713628292,0.0087260976433754,-0.0024875421077013,-0.000519187597092241,0.00190772046335042,0.00577761139720678,0.00330229056999087
"6",-0.00271301995962858,-0.0011763577349484,0.00156071363016963,-0.00104069628287107,0.00637046620249748,-0.00520987156778574,0.00145776919089258,0.00147867074701935,-0.00568790081888437,-0.0241926070302725
"7",0.000588062917813659,0.00541391922160983,-0.00149356119800359,-0.00120394572149962,0.00486479979008436,0.00470205536112189,-0.00435225060209632,-0.00422432599589229,-0.00507132662460208,-0.00209483318030834
"8",0.0103469854220748,0.00684580625966191,0.00292759807780385,-0.000873667246196419,-0.0187440849840641,-0.00323993898928165,0.00231833895668387,-0.00156511145178229,0.00452336622402072,0.0103010330349207
"9",-0.00530534656718373,-0.00223495741374791,-0.00896721705794334,-0.000454722729045898,-0.00407960964366794,0.00304974243044853,-0.00102030555717647,0.00200911122374237,0.000537359504960477,0.00236749369651079
"10",7.49142709537409e-05,-0.000582816253881902,-0.0017886987188831,-0.00478325039148331,-0.00439800694584846,-0.0118383951485157,2.56415969488444e-05,0.000456839392427355,0.000274243211606517,-0.0115795880556107
"11",0.00421073846518993,-0.0026975458022207,0.00270551815629005,0.00671718269586563,-0.00156212772708386,0.00213750964030623,-0.0068051777780056,0.000510482874233276,0.00188259920105338,0.00461893295869231
"12",-0.00112426141276956,0.00233307667076588,0.00166043534409255,0.00583588052541018,0.0104799522086978,-0.0060292431153357,-0.000320910097798333,0.00517240352928638,-0.00607809610664845,-0.000109930995677132
"13",-0.00135847611818463,0.00196028267964721,-0.0103702619671822,0.0018999872263521,-0.00483141280710697,-0.00310102035291493,0.0092496694996953,0.000646763539407402,0.00426737451925874,-0.00588435819372535
"14",-0.000344913831213489,-0.00062950950814411,0.0122282393276691,-0.00199937913566828,0.0039089797064662,-0.00114999304059893,0.00258454796858132,0.00271521904505789,0.0054883430711925,0.00494795246049762
"15",2.50714074354619e-05,0.00238722655922174,-0.00377492909319699,-0.0055137719027698,0.00742738600820303,0.00837964192032814,0.00270294072106481,-0.00131199462339282,0.00349388644099236,0.00032563423155807
"16",-0.00179138476960361,-0.000886647729203105,0.00244414061307907,0.00641347886994481,0.00534317549318075,-0.0055208089761436,0.0025599452201277,0.00282024126499891,0.00697481585666537,-0.00784323457628489
"17",0.00249412492848933,0.00577151821926236,0.00153366080485284,0.00134493119549006,-0.00337896216660738,-0.00717816269025207,0.00477983616292477,-0.00175399985164404,0.00548734469339252,0.00504564773291349
"18",0.0101741850376129,0.00809277035295963,-0.00689616333693266,-0.00461815251037478,0.00228098407387733,0.00236192485317588,-0.00456817401573062,0.00023360105114989,-0.00107513403054327,0.00445280829444528
"19",0.00215713563375175,-0.00108240742702037,0.00118207524064928,0.00330726872198284,-0.00283062015660107,-0.00678188027814031,-0.00343291438184679,0.00204942771233618,0.0101679479703307,-0.00195487891323864
"20",0.00228416733443737,-0.000658733071759343,0.00239012553356588,0.0035721599124372,0.0121148759499192,0.0063623902387917,0.00596014084294438,-0.00292719365097582,0.00771854538470507,0.00693865912035108
"21",0.00103733805008233,0.000953395385295153,0.00439015217125416,0.00221398822031915,0.00800445396453142,-0.00458210986107588,0.00354805705137551,0.00574034731835127,0.0070897713303566,-0.000103586258774158
