"","JNJ","PG","WMT","CVX","CAT","KO","MRK","AA","DIS","AXP"
"1",-0.00282506528310478,0.000602896558120847,-0.00227529974654317,0.00316115794703364,0.0136814508587122,-0.000832377991173416,-0.000144222911330871,0.0109931230545044,-0.00604497268795967,-0.0118309939280152
"2",-0.000263927155174315,-0.00310118054039776,-0.00157243257854134,0.00366804446093738,-0.00124674441758543,-0.000574629520997405,0.00315645826049149,0.00238685798831284,-0.00215922668576241,0.00394785404205322
"3",0.000971797504462302,0.00350929331034422,0.00633012596517801,-0.000287140603177249,0.00477506592869759,-0.00203795451670885,0.00855339597910643,-0.00551272882148623,0.000635732198134065,-0.00209884205833077
"4",-0.00163346598856151,-0.00110736815258861,0.00308792130090296,0.012238479219377,-0.0060338918119669,0.00191168335732073,-0.00455220183357596,0.00719321006909013,6.58909630146809e-05,-0.00348732620477676
"5",0.000472856074338779,-0.000686510175000876,0.00248492415994406,-0.000691919354721904,0.00634412141516805,-0.000719213217962533,0.00656444998458028,0.00405402947217226,0.00287661328911781,0.00943851470947266
"6",0.00512925628572702,-0.00142577674705535,0.00234900484792888,-0.000513198203407228,-0.00235371943563223,0.00525372195988894,-0.00196112599223852,-0.00594126340001822,0.00546949403360486,-0.000899254227988422
"7",-0.00256356969475746,-0.00058870913926512,0.00067544641206041,0.00141501985490322,0.00362767768092453,-0.00113797874655575,0.00695096421986818,-0.00465594092383981,0.00973682757467031,0.00321385799907148
"8",0.0062660351395607,-0.00107175880111754,0.00296344165690243,-0.000334708398440853,-0.00399499293416739,-0.000779370369855314,-0.00382655533030629,0.000748760940041393,0.00668313540518284,-0.000561488152015954
"9",0.00351190357469022,0.000997900380752981,0.000580504594836384,0.00136430375277996,0.00294591998681426,-0.00691746175289154,0.000836628663819283,-0.00283267349004745,0.00596269033849239,0.00256804563105106
"10",0.00130192714277655,0.00245602172799408,0.0017024134285748,-0.00435771141201258,0.00552359689027071,0.00394249660894275,-0.00489835720509291,-0.012200822122395,0.00156551413238049,0.00453654257580638
"11",0.00767870154231787,0.00108047667890787,2.25724670599448e-06,0.00229732040315866,0.00278489384800196,0.0033028656616807,0.00812001712620258,-0.0121411737054586,-0.0036789842415601,0.00446546915918589
"12",-0.000695449009072036,0.00328761734999716,0.00074351264629513,-0.00179604021832347,-0.000682245823554695,0.00400231592357159,-0.00189326738473028,0.00031039776513353,-0.0038847157265991,-0.00168198894243687
"13",-0.00417024083435535,0.000843355432152748,0.0029547275044024,0.000210145910386927,0.00117264501750469,-0.00398815935477614,-0.00285098981112242,-0.00407930230721831,0.00110619096085429,-0.000561753113288432
"14",0.00174268637783825,-0.00142329873051494,-0.000856728933285922,-0.00667911674827337,-0.00082256569294259,-0.00422981986775994,0.0025887181982398,-0.00381804490461946,-0.00147341855335981,-0.000424487487180158
"15",6.04203232796863e-05,-0.000247808871790767,-4.62342868559062e-05,0.00550219137221575,-0.00100415642373264,-0.00117277924437076,-0.00162489770445973,-0.000686268962454051,0.00247287820093334,-0.00655572395771742
"16",-0.00167649355717003,-0.000213455816265196,0.00178117770701647,0.00216758972965181,-0.00496543571352959,0.000211103979381733,-0.00241579604335129,-0.00337862689048052,0.00277932244352996,0.000631881062872708
"17",0.00486219115555286,-0.00167643988970667,0.00324963219463825,0.000102929712738842,-0.00813937187194824,0.00406925845891237,-0.00333466404117644,-0.00185305450577289,0.00161547109019011,-0.00499420892447233
"18",-0.000148830760736018,0.00084835261804983,0.00328049389645457,-0.00110446545295417,-0.00750467926263809,0.00103140785358846,0.00288246222771704,-0.00701512303203344,0.00280571635812521,0.000227537340833806
"19",-0.00330330966971815,-0.000390722183510661,-0.00172131101135164,-0.000259139284025878,-0.00201795762404799,-0.00137254502624273,0.00169873586855829,-0.00479391729459167,-0.00123734562657773,0.000791784841567278
"20",0.00145086587872356,0.00156438793055713,-9.94258443824947e-05,-0.00236160610802472,0.00908046960830688,-0.00567523529753089,-0.00373630342073739,-0.000678741373121738,0.003565443912521,0.00565789453685284
"21",0.00148857082240283,0.00162548304069787,0.000907005567569286,-0.00306330085732043,0.00959733873605728,0.00228004320524633,0.00202274601906538,0.0101952888071537,-0.000685408187564462,0.00186496111564338
