"","HD","UNH","PFE","WMT","PG","VZ","GS","CAT","MRK","CVX"
"1",-0.000937600678298622,0.0186329185962677,0.00234388024546206,0.00479557598009706,0.00231457501649857,0.00129630719311535,0.0105022704228759,0.000603294989559799,0.00475541176274419,-0.00627319747582078
"2",-0.00302531267516315,0.0145942205563188,0.00268682488240302,0.00270535401068628,-0.0107403742149472,0.00541232712566853,0.000603256630711257,0.0106929037719965,-0.00494242878630757,-0.00915516261011362
"3",0.00213408144190907,0.00342526403255761,-0.00186018017120659,-0.00233491486869752,0.0179785862565041,-0.00268334662541747,-0.00629524560645223,-0.00492255017161369,0.00383735680952668,-0.00698735285550356
"4",-0.00203309790231287,-0.00765669858083129,0.00399788562208414,-0.00181383837480098,-0.00332383462227881,-0.00492404913529754,0.00355948554351926,0.00568511476740241,0.00591071275994182,-0.0185701362788677
"5",0.0122113516554236,-0.000537463813088834,0.00140815135091543,0.000232780206715688,-0.015322151593864,-0.00659221317619085,0.0100026093423367,0.00765283405780792,-0.00321235903538764,-0.00969285890460014
"6",-0.00225838413462043,0.0292624644935131,-0.00495709897950292,0.0024542564060539,0.00988352205604315,-0.005587721709162,-0.00430885748937726,0.00501245213672519,0.00167935260105878,-0.00792452413588762
"7",0.0097309984266758,0.0187903121113777,0.00208834232762456,-0.00135492265690118,-0.00144094845745713,0.00328682013787329,-0.00164702767506242,0.0237780213356018,-0.00269909319467843,-0.00522120762616396
"8",-0.0130263576284051,0.00855780206620693,0.00219057616777718,-0.000394236063584685,0.000502118084114045,0.000149731975398026,-0.00612216256558895,0.00965823978185654,0.0117410784587264,-0.00725371018052101
"9",-0.000684454338625073,0.0160067174583673,-0.00408292654901743,-0.00290788896381855,0.00764178112149239,-0.00220506312325597,-0.004863609559834,-0.00806842930614948,0.00715749291703105,-0.000139273717650212
"10",-0.0114642214030027,-0.0118081513792276,0.00313008320517838,-0.00295763113535941,0.00183282233774662,-0.00296688731759787,-0.000121872188174166,0.00216844002716243,-0.00469278963282704,0.00368605484254658
"11",-0.00721259554848075,0.0147170629352331,0.00317903701215982,0.00503065390512347,0.000520855654031038,-0.00256239552982152,-0.0040930169634521,0.00615520402789116,-0.000966491817962378,-0.00262094871141016
"12",0.000997460330836475,-0.0029870739672333,-0.00773505540564656,0.00391343561932445,0.0020650951191783,-0.00513321766629815,-0.00169824599288404,-0.0124713452532887,0.00351435318589211,-0.00529155693948269
"13",-0.00289028231054544,-0.00144389492925256,-0.00270923366770148,-0.0023601739667356,-0.0056251147761941,0.000713974412064999,-0.00578952580690384,0.00199312972836196,0.00587523123249412,0.00153994199354202
"14",0.00384923559613526,-0.00709097320213914,0.00350306206382811,0.00126844621263444,-0.00715790363028646,0.00159429293125868,-0.00704568019136786,0.00747132813557982,-0.00330224330537021,-0.00542644876986742
"15",0.01234420388937,-0.00901844631880522,0.00261978316120803,0.00528434617444873,-0.000646518368739635,0.00158320821356028,-0.0044639827683568,-0.000385041406843811,-0.000500035122968256,-0.00704178307205439
"16",0.00156959844753146,0.00186733203008771,-0.00296107772737741,0.0057204719632864,-0.00140804098919034,0.00339792296290398,-0.00229758000932634,-0.00031224568374455,0.00103867391590029,-0.000648810644634068
"17",-0.00748639740049839,-0.00827848259359598,0.00379220768809319,0.00605669990181923,-0.000693606561981142,-0.00607180828228593,-0.00225947261787951,0.0104001900181174,0.00401223823428154,-0.00846967939287424
"18",0.0010000130860135,-0.00266412436030805,0.00217758654616773,0.00334248272702098,0.00869471486657858,-0.00263963546603918,0.00530383875593543,0.00142992765177041,-0.000333348871208727,-0.00186531210783869
"19",0.00124663300812244,-0.00662989774718881,-0.00169930059928447,-0.00263668177649379,-0.000812262704130262,0.000519657216500491,-0.0025044004432857,0.0051292129792273,-0.00879915710538626,-0.00559430057182908
"20",-0.012365635484457,-0.00255212374031544,0.0031668555457145,0.0045121731236577,0.00594865856692195,0.00506811589002609,-0.00496970675885677,0.0118150068446994,0.00620152894407511,-0.00894494075328112
"21",0.000816416053567082,-0.000308968708850443,0.00525419693440199,0.00733927963301539,-0.00333818583749235,-0.00336405355483294,-0.00372034916654229,0.00980817060917616,0.0106150461360812,0.00111806811764836
