"","V","CSCO","PG","VZ","IBM","MCD","BA","MRK","KO","HD"
"1",0.0150658609345555,-0.00919205602258444,-0.00916696805506945,0.00191770878154784,-0.00809691846370697,-0.00188245309982449,0.00718129565939307,0.000598347978666425,0.0004470361454878,-0.0041342438198626
"2",0.000365793704986572,0.00169147469568998,0.001050446764566,0.00421769917011261,0.00626774644479156,-0.00433835433796048,0.0118660964071751,-0.00096359004965052,-0.00222895434126258,0.000328931666444987
"3",-0.00166572327725589,-0.00374632375314832,0.00936628319323063,0.00404397351667285,0.00133758701849729,-0.00306099443696439,0.00249107507988811,-0.00253239902667701,0.000589365139603615,0.0024934858083725
"4",0.00413781451061368,0.00027463908190839,-0.00111590838059783,0.000803323986474425,-0.00478397961705923,0.00374644389376044,-0.00707816099748015,-0.005731500685215,0.00337739568203688,-0.00174950319342315
"5",-0.00830096658319235,0.000432914384873584,0.00697320466861129,-0.00313907372765243,-0.00255504716187716,0.00300226709805429,0.00419122632592916,0.00040695077041164,-0.0050733876414597,0.00368436169810593
"6",-0.00196040445007384,-0.0010151214664802,0.00390108395367861,-0.00531442277133465,0.00345840118825436,-0.00446942867711186,0.00252201757393777,0.00205273856408894,0.00308428192511201,-0.00502896262332797
"7",0.00540441693738103,0.000660684774629772,0.000249019532930106,0.00173916236963123,-0.0010908079566434,0.000620932143647224,-0.00515328161418438,0.00634713377803564,0.000136667498736642,0.00142905535176396
"8",-0.00250943494029343,5.4841126257088e-05,0.00456405291333795,-0.00208152201958001,-0.000118809002742637,0.00403636926785111,-0.00202482542954385,-0.00358777842484415,0.0020776866003871,-0.0025123453233391
"9",0.00274937506765127,-0.00172842247411609,-0.00502411788329482,-0.00115146581083536,-0.00226998352445662,-0.0046709394082427,0.00712319044396281,0.00050273525994271,0.000447344908025116,-0.00085024832515046
"10",-0.00561474962159991,0.000884315639268607,0.00392561545595527,-0.00115654850378633,0.000291006988845766,-0.00215611513704062,0.0024550692178309,0.00134753226302564,0.000409672124078497,0.0056041250936687
"11",0.00403840187937021,-0.000458812573924661,-0.00258306693285704,-0.000504195049870759,-0.00168946443591267,-0.00237131165340543,0.00268563232384622,-0.00407106103375554,2.49330805672798e-05,-0.00142058997880667
"12",0.000854205689392984,-0.00417709955945611,-0.006597348023206,0.00597350625321269,0.00138591299764812,-0.00284922448918223,0.000913373660296202,-0.00785605330020189,0.00232909503392875,-0.000814467028249055
"13",-0.000970995402894914,-0.00245424709282815,-0.00337373861111701,0.000230322140851058,-0.00122711423318833,0.000286787777440622,0.000749903963878751,0.000893472053576261,0.00065225048456341,0.00200826954096556
"14",0.000146390506415628,-0.00505916308611631,0.00240726489573717,-0.00135878368746489,0.00246623484417796,0.00230104033835232,0.00187320401892066,-0.000669883040245622,0.00015624008665327,-0.00348014081828296
"15",-0.00594831816852093,0.0038450644351542,0.000995540875010192,-0.0016642379341647,-0.00161463103722781,-0.00147181923966855,-6.32035007583909e-05,0.000855376303661615,0.0026026563718915,-0.00169767474289984
"16",0.00243661017157137,-0.00183061230927706,-0.00408903369680047,-0.00303808622993529,0.00280344672501087,-6.45215041004121e-05,0.00755084585398436,-0.0031223064288497,0.00298234866932034,0.00371119589544833
"17",-0.00427565444260836,-0.000910573231521994,-0.000396506453398615,-0.00300397933460772,0.00114065140951425,-0.0010409738169983,0.00549560040235519,-0.00489519070833921,0.00258705695159733,-0.00618111854419112
"18",0.00373775628395379,0.00235447683371603,0.00420590490102768,-0.00490023707970977,-0.00381192564964294,0.000361932703526691,0.000825622875709087,-0.00206733541563153,0.000439372030086815,-0.00199384475126863
"19",-0.00165767606813461,-0.00274485931731761,-0.00825891643762589,-0.00243945233523846,0.00597589556127787,0.00142072408925742,-0.00084772368427366,-0.0014193553943187,-9.11674214876257e-05,-0.0055001680739224
"20",-0.000292277516564354,0.000128972853417508,0.00362972915172577,-0.00263195857405663,-0.00438911654055119,-0.00250882096588612,0.00525647355243564,-0.00226966966874897,0.00415808334946632,0.00319785042665899
"21",0.00561870308592916,0.00239805784076452,-0.00335797411389649,0.00200637895613909,0.00452409451827407,-0.000572955701500177,0.000882933672983199,-0.00219409679993987,0.00498011102899909,-0.00154348323121667
