"","PFE","HD","XOM","PG","WMT","VZ","MRK","CVX","GS","CAT"
"1",0.000358371704351157,0.00445463880896568,-0.0064700567163527,0.0107306502759457,0.00142488034907728,0.010607298463583,-0.00713297305628657,0.00225303089246154,0.00539179006591439,0.0134431729093194
"2",0.0046882014721632,-0.00338303903117776,0.00204764306545258,-0.00792960729449987,0.00884706620126963,0.00279268994927406,0.00128234329167753,0.00336716882884502,-0.00110887095797807,-0.0103164967149496
"3",0.000473023130325601,0.00486225029453635,0.00252979109063745,0.0101419212296605,0.00286499760113657,0.00386587157845497,0.00792893022298813,0.00323314708657563,-0.00859487149864435,0.00123138970229775
"4",-0.0154230566695333,-0.00671132188290358,0.00415731128305197,-0.00293102650903165,-0.00208662752993405,0.000169869468663819,0.001180668361485,-0.0135132558643818,-0.00256618415005505,-0.00238748686388135
"5",-0.00644682627171278,0.00297305197454989,-0.0127125969156623,0.00577220181003213,0.00461861956864595,0.00232049613259733,0.00306567014195025,-0.0129654500633478,-0.00534449750557542,0.00564675265923142
"6",-0.0014121918939054,0.00295999506488442,-0.0054793287999928,0.00820067245513201,0.0103530809283257,0.00694224331527948,-0.00109935167711228,0.00410033436492085,-0.0118184415623546,-0.00672878045588732
"7",-0.00260857539251447,0.00533020636066794,-0.0134836761280894,-0.000263281137449667,-0.00733957579359412,-0.000711340398993343,0.00153878249693662,-0.00285784108564258,-0.000455711066024378,0.00146778451744467
"8",0.00339123443700373,0.0124864084646106,-0.00717055471614003,-0.000397791678551584,0.00359032535925508,-0.00449483189731836,0.00388747593387961,0.00749606313183904,0.00574593571946025,-0.00170062901452184
"9",0.00492644216865301,-0.00568605540320277,-0.000446360412752256,0.00372158200480044,0.00054554408416152,-0.00660878093913198,0.0021243670489639,-0.0032628308981657,-0.00648254435509443,5.28994023625273e-05
"10",1.1904552593478e-05,0.00410727737471461,0.000248601922066882,-9.59993940341519e-06,-0.00405724765732884,0.000484885182231665,-0.00640691770240664,0.00371662783436477,-0.00216194475069642,0.011369314044714
"11",0.0102444868534803,0.00242654467001557,0.00658122356981039,0.000234451290452853,0.00173339515458792,-0.00124590843915939,0.00317858275957406,-0.0039480896666646,-0.00357493618503213,0.0146696241572499
"12",0.000255705614108592,0.00365299358963966,0.000339079764671624,-0.000720626092515886,0.00256829266436398,-0.00244364654645324,0.00123717088717967,-0.00267531909048557,-0.00402359338477254,-0.00134276086464524
"13",0.000508536875713617,3.98148331441917e-05,0.000443694181740284,-0.0123697333037853,-0.00289067137055099,0.0019805443007499,-0.000287780538201332,-0.0106657007709146,-0.00294389785267413,0.00325204781256616
"14",0.00263160979375243,0.00556869059801102,-0.00276531325653195,0.000649394991341978,0.000396502087824047,-0.016240693628788,0.00238122348673642,-0.0121944062411785,-0.0071879792958498,0.00551017699763179
"15",-0.0055300765670836,0.00303453952074051,0.00629494851455092,0.00653480039909482,0.000927288667298853,0.000334634765749797,0.00310347368940711,-0.00416419794782996,-0.00610201247036457,0.00686853658407927
"16",0.00113775476347655,-0.00394501071423292,-0.0106150265783072,-0.00635940348729491,0.000834698730614036,-0.0108141023665667,0.00642002513632178,-0.0136086652055383,-0.00807653646916151,0.00190093240235001
"17",-0.00316196214407682,0.0162622388452291,-0.00599267287179828,0.00609331112354994,0.01042540371418,0.000209228368476033,0.000537484418600798,-0.003352778730914,-0.00385134643875062,0.00119271571747959
"18",-0.00166205887217075,0.000299081264529377,0.00100641779135913,0.00190140784252435,0.00611201161518693,0.00323602952994406,0.000762326060794294,-0.00153927016071975,-0.00795555952936411,0.00051737081957981
"19",-5.70527445233893e-05,0.00381774315610528,0.0011242259060964,-0.0136888632550836,0.00766771845519543,-0.000947887019719929,0.00284096435643733,0.00317812245339155,-0.00266135693527758,0.00658886088058352
"20",0.00496063474565744,0.00427552126348019,-0.000938681361731142,0.008581074886024,0.00446568056941032,-0.00756869465112686,0.00321329128928483,-0.0015899456338957,-0.00709900399670005,0.00935327354818583
"21",0.00176620727870613,0.00147549423854798,0.000422096578404307,-0.00420978991314769,0.0029232029337436,-0.000621854909695685,0.00447522848844528,0.000829189957585186,-0.00622140243649483,0.00755927339196205
