"","HD","JNJ","WMT","PG","CSCO","VZ","MRK","KO","GS","NKE"
"1",0.00333594251424074,-0.00476632453501225,-0.00939159654080868,0.0039309049025178,0.0025559242349118,-0.00857810396701097,0.00147914455737919,0.00730970781296492,0.0144507568329573,-0.0120372921228409
"2",0.0189555734395981,0.000822685135062784,0.00997958146035671,-0.0202417150139809,-0.00144574732985348,-0.00750468391925097,0.00445528328418732,-0.00948095414787531,-0.00404968904331326,0.00191672705113888
"3",-0.0187585446983576,-0.0014218179276213,0.00390928750857711,0.00544524472206831,-0.00860562454909086,0.000291644100798294,0.000159791437909007,-0.000174255110323429,0.0160912778228521,-0.00444022519513965
"4",-0.00974204670637846,-0.0034888016525656,0.00243427627719939,0.00414440361782908,0.0105790952220559,7.94475636212155e-05,-0.00166211416944861,0.011562017723918,0.00899576954543591,-0.00258791376836598
"5",0.0116911670193076,-0.00322334328666329,0.00172893656417727,0.00698390230536461,-0.0124122053384781,-0.00047808579984121,-0.00241300789639354,-0.0026941429823637,0.021458001807332,0.00922197476029396
"6",-0.00896866340190172,-0.003502611303702,0.0020961407572031,0.00340095534920692,-0.00820610206574202,0.0112452078610659,0.00639131432399154,-0.00319250975735486,-0.00928218569606543,0.00959752779453993
"7",-0.0208143536001444,0.00871211662888527,0.0118518732488155,0.00382449221797287,0.00608092779293656,0.00463416380807757,0.00331520079635084,0.00951193366199732,-0.00118952500633895,0.00471997354179621
"8",-0.00385366496630013,-0.00628640409559011,-0.00709941005334258,-0.00616536987945437,0.00905790738761425,-0.00680004665628076,0.00158564769662917,-0.00558096822351217,-0.0165339279919863,0.000713450834155083
"9",0.00614835740998387,-0.00159859680570662,-0.000197894914890639,-0.00172585051041096,0.00261500827036798,0.00394787779077888,0.00110893987584859,-0.0101115545257926,0.00489115528762341,0.00376795814372599
"10",-0.000206135868211277,0.00377904786728323,0.00757017964497209,-0.00185829843394458,-0.00570667581632733,-0.00358121562749147,0.00564562436193228,0.00234993826597929,-8.19858269096585e-06,-0.0109248412773013
"11",0.0102211590856314,-0.00432831840589643,0.00140347215346992,-0.00954897608608007,-0.00494722230359912,-0.00646129064261913,0.00295316311530769,-0.000357531651388854,-0.0123834535479546,-0.00331253372132778
"12",-0.00221883109770715,-0.00772640621289611,-0.0045512355864048,-0.00565266516059637,-0.00659004412591457,-0.00562099041417241,0.00209016026929021,-0.002804089570418,0.00778559595346451,-0.00782570336014032
"13",-0.00501211266964674,0.00206264620646834,-0.0087518161162734,0.00283230352215469,0.00226320885121822,-0.00544187612831593,0.000694980262778699,0.00464894762262702,-0.0136348642408848,-0.00657338416203856
"14",-0.0136307245120406,0.00145779829472303,-0.00793342106044292,0.00656834989786148,-0.0049907355569303,0.0051014986820519,-0.000333428295562044,-0.00115511752665043,-0.008497703820467,0.007189289201051
"15",0.0110112018883228,-0.00590686127543449,-0.00232031266205013,-0.00560651486739516,-0.00798268802464008,-0.00176124018616974,0.00396779784932733,-0.00352831301279366,-0.00170429307036102,0.000970868684817106
"16",0.00607987679541111,0.00260944198817015,0.000359625264536589,-0.00211008614860475,0.00458355015143752,0.002268654294312,0.0111731356009841,0.00590692600235343,0.00671872636303306,0.00281264493241906
"17",-0.00586157664656639,-0.00574930012226105,0.00534901581704617,-0.00225265533663332,0.000795621599536389,0.00692273350432515,-0.00261954800225794,0.00105055514723063,-0.00659024436026812,-0.00801998749375343
"18",-0.0175112951546907,-0.000430718006100506,-0.00395313417539001,-0.0115556912496686,-0.00130254856776446,-5.28201017004903e-05,0.0086407708004117,-0.00692760245874524,-0.0133617324754596,-0.00499572511762381
"19",-0.00109789276029915,-0.00924206059426069,-0.00210195989347994,-0.0172182209789753,-0.00196276931092143,-0.00372742512263358,-0.00198632944375277,-0.00170070072636008,0.0040938388556242,-0.00538638141006231
"20",-0.0126328691840172,-0.00369009864516556,-0.00584550620988011,-0.00233268667943776,0.00510704331099987,0.00129878788720816,0.00495245167985559,-0.00243810401298106,0.00445285486057401,-0.00486695626750588
"21",-0.000991657027043402,-0.000374245661078021,-0.00815155357122421,0.00251099863089621,-0.00403932016342878,-0.00985480658710003,0.00246203201822937,-0.00139682472217828,0.000480741175124422,-0.00385194132104516
