"","PG","MRK","GS","CVX","DIS","BA","WMT","KO","HD","T"
"1",-0.00178121635690331,0.00275565613992512,0.00583204254508018,0.00763115007430315,0.0022342239972204,0.00627067033201456,0.00175226991996169,0.00662089418619871,-0.0103666037321091,-0.00205091712996364
"2",-0.000537762767635286,0.00308051332831383,-0.000730433268472552,-0.00468292739242315,-0.0113208573311567,0.00439933314919472,0.00132966379169375,-0.00649373885244131,0.00676676351577044,0.00207687146030366
"3",0.00378181668929756,0.00924331601709127,0.0020448500290513,8.54306854307652e-05,0.00596525752916932,0.00250016106292605,0.000553472025785595,0.00511284684762359,-0.000408819556469098,0.0067596691660583
"4",-0.00175151065923274,0.00222619599662721,-0.00602607568725944,0.00741920527070761,-0.00495789153501391,0.0105339493602514,0.00315788225270808,-0.00712132267653942,-0.000249614502536133,-0.00168642331846058
"5",0.00135581125505269,0.000356276985257864,-0.000234536797506735,-0.00618191389366984,0.00493585132062435,-0.00127415335737169,0.00232367077842355,0.00397800467908382,0.00129487970843911,-0.00260281446389854
"6",-0.00833617243915796,-0.00452846102416515,-0.0027653225697577,0.000632219424005598,-0.00159589352551848,-0.00224926089867949,0.00112892081961036,-0.00315586570650339,-0.00277076009660959,-0.00357365771196783
"7",-0.000665908330120146,0.000831243931315839,-0.00133905746042728,0.00261538289487362,0.0110681755468249,-0.00496214954182506,0.0022045245859772,0.00276359659619629,0.00479502556845546,-0.00183687941171229
"8",0.00318982568569481,0.000420789903728291,-0.00339807220734656,-0.00336447358131409,-0.000747187645174563,0.00299726310186088,-0.000116175033326726,-0.00691920379176736,-0.00553997559472919,0.00124968134332448
"9",-0.00444112904369831,0.00156696711201221,5.01570793858264e-05,-0.0018256240291521,-0.000607841182500124,0.00437296088784933,-0.00499345175921917,0.00555575685575604,-0.000422806915594265,-0.00157898280303925
"10",0.00410807505249977,-0.000430193991633132,-0.0134184723719954,-0.00414160685613751,0.00198350287973881,0.00273968046531081,-0.00374091370031238,-0.00274324929341674,-0.00257442472502589,0.00173365336377174
"11",-0.00588006339967251,-0.000612907693721354,-0.00548901967704296,-0.00302290660329163,0.00686839129775763,0.00664163986220956,-0.000937913719099015,-0.00145983276888728,0.00313235260546207,0.00169190031010658
"12",-0.000649333000183105,0.000141584445373155,6.28894558758475e-05,-0.00520424684509635,0.00388349336571991,0.0100501384586096,-0.00452885637059808,-0.00116484076716006,0.00205972045660019,-0.00360419042408466
"13",-0.00648071430623531,-0.00428452575579286,-0.00327830924652517,-0.00276063033379614,-0.000874833553098142,-0.00031962082721293,-0.00058790307957679,-0.00795359816402197,-0.00264599802903831,0.00364136346615851
"14",-0.00161983852740377,5.01316026202403e-05,-0.00231404206715524,-0.00323047465644777,0.00652614329010248,0.00393205927684903,-0.00167865224648267,0.00215151906013489,-0.000940672121942043,0.00175150029826909
"15",0.00928292982280254,-0.000688144122250378,-0.00307956663891673,-0.00642039813101292,0.00230255117639899,0.00228805444203317,-0.00331832934170961,-0.00372846401296556,0.00148189265746623,-0.000696725153829902
"16",-0.00283720740117133,0.00361741799861193,-0.00182823557406664,-0.00249900529161096,0.00050089240539819,0.00334329321049154,-0.00235098181292415,0.00397892016917467,-0.00279119191691279,0.00514779565855861
"17",-0.000189828817383386,0.00145485252141953,3.24867698964226e-07,-0.00463662343099713,0.000221672235056758,0.00441175000742078,-0.00411978643387556,-0.00236296863295138,0.00691023748368025,0.000153625704115257
"18",-0.00398986227810383,-4.21320146415383e-05,-0.00260538468137383,-0.00248807412572205,0.00489857234060764,0.0020578745752573,-0.00357211148366332,-0.00134670326951891,-0.0034495999570936,0.00172093533910811
"19",-0.00356551469303668,-0.000827043259050697,-7.55345463403501e-05,-0.00305751152336597,0.00349549180828035,-0.000533781596459448,-0.00206935126334429,-0.00382396043278277,0.0102040264755487,0.00499967997893691
"20",-0.0011951046762988,-0.00336927943862975,-0.00456275884062052,0.00149271392729133,0.00341114797629416,0.000805834250058979,0.00090842938516289,0.00523603893816471,-0.00211894838139415,-0.000246001553023234
"21",6.83495891280472e-05,-0.00516642909497023,0.00052355753723532,0.00573887396603823,0.00257951067760587,-0.0015534870326519,0.000947729509789497,-0.00249855476431549,0.00360515201464295,0.000151323489262722
