"","V","CSCO","PG","WMT","MCD","VZ","HD","BA","MRK","IBM"
"1",0.0107328286394477,0.0118213016539812,0.00407003844156861,-0.00191575137432665,0.013273905031383,0.000527774973306805,0.0063255368731916,0.0133648905903101,0.000786772812716663,0.00439752172678709
"2",0.00710856169462204,-0.0104903420433402,0.00157636019866914,-0.00595330307260156,-0.00408209813758731,-0.0110382130369544,-0.00424422044306993,0.00600248435512185,-0.0063250819221139,0.00231968588195741
"3",0.00500528700649738,0.0029882884118706,0.00274697039276361,-0.0123677328228951,0.00212007574737072,-0.0065855816937983,-0.000352638628100976,-0.00360230985097587,-0.000245597242610529,5.80892583457171e-06
"4",-0.006743049249053,0.00157541700173169,3.33580319420435e-05,0.00143266841769218,-0.0082241166383028,-0.00210482999682426,0.000662394566461444,0.00275214412249625,-0.00152552349027246,0.000622363470029086
"5",-0.00831823796033859,0.00132127769757062,-0.00234754267148674,0.00602718908339739,0.00306178885512054,0.00488855363801122,0.00107268686406314,0.00398660870268941,-0.00483259884640574,0.00259532500058413
"6",0.00941062159836292,-0.000399155367631465,0.000718297436833382,-0.00940156355500221,-0.00283037079498172,0.00751613359898329,-0.00111240311525762,-0.00256554735824466,0.000634832074865699,0.00245222193188965
"7",-0.00933701824396849,-0.00407081376761198,-0.00568551942706108,-0.00416019326075912,0.00450528366491199,-0.00247188820503652,0.0051289489492774,-0.00365025666542351,-0.000373364804545417,-0.000622097053565085
"8",-0.0169437360018492,-0.00475824251770973,-0.00374141219072044,0.00188323704060167,-0.00192194140981883,-0.000722068361938,-0.00302494154311717,-0.00325731886550784,-0.000562656437978148,-0.000166581012308598
"9",-0.00248125963844359,-0.00942762847989798,-0.00387021130882204,0.00913663487881422,0.00168334553018212,-0.000430756481364369,0.000641793652903289,-0.00918347761034966,0.00193907727953047,-0.00205377698875964
"10",0.00495094060897827,-0.00316597847267985,0.0011392692103982,0.00307473540306091,0.00321678235195577,0.00927179958671331,-0.00150866876356304,0.00043891032692045,-0.00135417934507132,-0.00560762826353312
"11",-0.0066864057444036,0.00395630532875657,-0.00311942282132804,-0.00245967437513173,0.000775803346186876,-0.00344138406217098,-0.00444779172539711,0.0096375523135066,-0.000786948890890926,0.00284424307756126
"12",-0.00369231007061899,0.000474070111522451,0.00235510105267167,0.000594031705986708,-0.0068116532638669,-0.00481693632900715,0.00465309293940663,-0.00263528642244637,-0.00342742772772908,0.00116702122613788
"13",0.00131339568179101,-0.00700524030253291,0.00185301573947072,0.00110486627090722,0.00729677127674222,-0.0024667305406183,-0.0110020525753498,-0.0026729628443718,-0.000995054026134312,-0.00653019780293107
"14",-0.00298307021148503,0.0055586569942534,-0.00420723203569651,-0.000989982392638922,0.00166556925978512,0.00187085347715765,0.00851879175752401,0.00330666918307543,-0.000113338384835515,-0.00809510238468647
"15",-0.00525300996378064,-0.00131635449361056,0.00184720440302044,-0.00273084710352123,0.008788226172328,-0.00879005435854197,0.00147595466114581,0.00244479416869581,-0.00420039799064398,-0.000594317854847759
"16",0.000873500655870885,-0.00700220977887511,-0.00383717659860849,0.000846084381919354,-0.00220579234883189,-0.00567845487967134,-0.000303388136671856,0.000617702782619745,-0.0016818018630147,-0.00395765760913491
"17",-0.000968473847024143,-0.00185231340583414,-0.00227362243458629,-0.0100760376080871,0.000703617581166327,0.00242329970933497,0.00452725775539875,0.00302918395027518,-0.00446892902255058,-0.0017137493705377
"18",-0.00250432570464909,-0.00177889259066433,0.00261876848526299,0.000952978560235351,0.00185687083285302,0.00413198536261916,0.0048017231747508,-0.000601849518716335,0.000443499506218359,0.00165570236276835
"19",0.00105813366826624,-0.0104396129027009,-0.00705127185210586,-0.00230061961337924,-0.00299366819672287,-0.00843432638794184,-0.000735602283384651,-0.00645779212936759,0.00817820988595486,-0.0022374598775059
"20",-0.00150344299618155,0.00298051396384835,-0.000719740695785731,0.00489586312323809,-0.000574319157749414,-0.00421138061210513,0.00364315486513078,0.00188332889229059,-0.00339391734451056,-0.00442426791414618
"21",0.000570100732147694,-0.00700609618797898,0.00345465098507702,0.00622460432350636,0.00940525904297829,0.00330376601777971,0.00447517866268754,0.00691210711374879,0.00425769528374076,-0.00155174429528415
