"","CVX","JNJ","PG","WMT","HPQ","KO","MCD","DIS","MRK","T"
"1",0.00562634551897645,0.0005470453761518,0.000566327071283013,0.00312727759592235,0.0184366088360548,0.000741125724744052,-0.00472405971959233,-0.00211374182254076,-0.00244606821797788,0.00347071141004562
"2",0.00631031719967723,0.00410575978457928,0.000572799879591912,0.00301939691416919,-0.0136518804356456,0.00256444956175983,-0.00169138272758573,-0.00133935292251408,0.000446803751401603,-0.00091765372781083
"3",-0.00847616791725159,0.00426457868888974,0.00423396285623312,0.0111016370356083,0.0154879009351134,0.00386521057225764,0.0024507672060281,-0.00413821544498205,0.00589791778475046,0.00424677552655339
"4",-0.000322014268022031,0.00214395369403064,-0.00516265723854303,0.011539583094418,0.0104517238214612,-0.000444685982074589,-0.000599575869273394,-0.0140410661697388,-0.00757799251005054,-0.00415489543229342
"5",-0.00557053927332163,0.0043102246709168,0.000904003856703639,-0.00320482230745256,0.00665150210261345,-0.0019545981194824,0.00361986388452351,0.00304298126138747,-0.008955760858953,0.00674651795998216
"6",0.00406969385221601,0.00544698862358928,0.00324650038965046,0.00686296541243792,-0.0181877166032791,-0.00206837453879416,0.00025119524798356,-0.00202006683684886,-0.00699256313964725,0.00032261706655845
"7",-0.00660730386152864,-0.000613009149674326,-0.00459668645635247,-0.00229287846013904,-0.0092078298330307,8.16866486275103e-06,-0.0118710603564978,0.00462575489655137,-0.00417538406327367,-0.00186433864291757
"8",0.00265669799409807,0.00187086861114949,0.00301829329691827,-0.00190581742208451,0.000525705167092383,0.00143301428761333,0.00366996112279594,-0.00151582749094814,0.00159935199189931,0.000405814411351457
"9",0.000445918092736974,0.0037552893627435,0.00114508089609444,-0.00130905443802476,-0.00262800510972738,0.000214723972021602,0.00208079256117344,-0.00145962880924344,0.00378821697086096,-0.00308434292674065
"10",-0.00402179034426808,0.00148929236456752,-0.000451060041086748,-0.00305474456399679,-0.00469226716086268,-0.00223498977720737,0.0037791773211211,-0.00586055777966976,-0.00190120819024742,0.00551755493506789
"11",-0.000671705696731806,-0.000873380166012794,0.00187371764332056,0.00082576327258721,-0.000657375901937485,0.00108743866439909,-0.00634344154968858,0.002791419159621,0.00792700983583927,-0.000414086767705157
"12",-0.00403847917914391,0.00198981328867376,0.00339105189777911,-0.000653874594718218,0.00644253846257925,0.00259578158147633,0.00426635518670082,-0.00139484042301774,0.00277961022220552,0.00398671254515648
"13",-0.00162031431682408,0.00443875323981047,-0.00340475770644844,0.00183699186891317,0.00434867292642593,-0.00116762763354927,-0.00216181646101177,0.000494519015774131,0.00311407563276589,-0.00114395515993237
"14",-0.00307938037440181,0.00135020900052041,0.000886048481334001,-0.00324125029146671,-0.0102105429396033,-0.00171816104557365,0.00152038910891861,0.00372277805581689,0.00172604608815163,-0.000340292870532721
"15",0.00397408520802855,0.00124080537352711,-0.00268682627938688,0.00411158660426736,-0.00231602624990046,0.000198977737454697,-0.00244603189639747,-0.010386997833848,0.00515353213995695,-0.0043708011507988
"16",-0.00358889042399824,-0.000154604844283313,-0.00480123702436686,0.000721140298992395,-0.00517800683155656,0.0016643819399178,0.00404199585318565,0.00662058545276523,0.00654448010027409,0.00398069061338902
"17",-0.000888354668859392,0.00111736601684242,3.68522196367849e-05,0.00310364668257535,0.00506047252565622,-0.000729245948605239,-0.00721821002662182,-0.0115698613226414,0.00397042836993933,-0.000103157850389834
"18",-0.00179231143556535,0.000606241053901613,-0.00258803833276033,-0.000769625068642199,0.0151743991300464,-0.00161007652059197,0.00358906574547291,0.0100810872390866,0.00408581178635359,-0.00294215930625796
"19",-0.00550449499860406,0.00795273389667273,0.000855888123624027,-0.00224046804942191,-0.000398625299567357,-0.00132372230291367,0.00262840697541833,0.00478993216529489,0.000712202687282115,-0.000383892009267583
"20",-0.0044859335757792,2.04460084205493e-05,-0.00178000668529421,0.000556262210011482,-0.000883041997440159,0.00114177749492228,0.000851908698678017,-0.00270505249500275,0.00709609687328339,-0.00200562016107142
"21",8.56503465911373e-05,-0.000407283601816744,0.000706848863046616,0.000903723645024002,0.0063381502404809,0.000439522380474955,0.00454151956364512,-0.00156672368757427,-0.00265780626796186,0.00564666511490941
