"","JNJ","IBM","PFE","HPQ","MCD","AXP","KO","HD","CAT","DIS"
"1",0.00541266240179539,0.00149125978350639,0.0157689172774553,-0.00811917893588543,0.00228950660675764,-0.0351340174674988,0.00768245430663228,0.00144473847467452,-0.021399324759841,0.00131627800874412
"2",0.00442627631127834,-0.0019923816435039,-0.013008208014071,-0.00594969280064106,0.0120721599087119,-0.00269839027896523,0.000205099117010832,-0.0030791109893471,-0.0308633428066969,-0.015174912288785
"3",-0.000424442230723798,-0.00901220086961985,-0.00342644331976771,0.000668649445287883,-0.00466141104698181,0.0165739711374044,-0.00284045771695673,8.04043957032263e-05,-0.0406029224395752,0.0266624018549919
"4",-0.0270117800682783,0.000699730415362865,-0.0121792331337929,0.00981706287711859,0.0237801484763622,0.0203640107065439,0.0106727862730622,-0.00398578494787216,-0.0149862542748451,-0.00938958302140236
"5",0.000596961472183466,-0.000906210683751851,-0.00170503719709814,0.021535350009799,-0.00443592015653849,-0.000311885465634987,0.00541614135727286,-0.0102019589394331,0.00934064202010632,-0.0307890418916941
"6",-0.00267593027092516,-0.00152020563837141,0.0109889218583703,-0.00529481517150998,-0.00987513549625874,0.0177047085016966,0.00158526096493006,-0.00493963249027729,-0.0219449996948242,0.0173498038202524
"7",0.00391393806785345,0.00216294243000448,-0.00578729342669249,-0.00361351878382266,0.00906711164861917,0.0148776359856129,-0.00393960112705827,0.000358431541826576,0.00157988211140037,0.00765891559422016
"8",-0.0107175530865788,-0.00937004014849663,-0.018307738006115,0.00910482835024595,-0.00187733396887779,-0.00589971663430333,-0.000851934484671801,-0.00263816933147609,-0.0182520020753145,0.000903443957213312
"9",0.00395416188985109,0.000968191132415086,-0.00243014679290354,0.0104240113869309,0.00524180103093386,0.00260703754611313,0.00528906285762787,-0.00277461647056043,-0.00802923552691936,0.0212434455752373
"10",0.010578878223896,0.000542365771252662,-0.00690748263150454,0.00155688996892422,-0.00116310291923583,0.00660326378419995,0.00538545148447156,-0.00856695789843798,0.000403229845687747,0.00126051728148013
"11",0.00395312253385782,0.00778952054679394,0.00943304970860481,0.00271194986999035,-0.00394684262573719,-0.011559322476387,0.00263195484876633,-0.0178901627659798,-0.0117145907133818,-0.00725245755165815
"12",0.00883804447948933,-5.33515703864396e-05,-0.0211961604654789,-0.00155867170542479,0.00862776860594749,-0.00550700770691037,-0.00271677388809621,0.00379428314045072,0.0127415042370558,0.00155331823043525
"13",0.00701323244720697,-0.0149984154850245,0.0046471394598484,0.0091034909710288,0.00113000418059528,-0.00633844453841448,0.000709110812749714,-0.0114832799881697,-0.0147929945960641,0.0321694314479828
"14",0.0016836675349623,0.00146104290615767,-0.0179441832005978,0.0177101884037256,-0.00597466714680195,0.00410041818395257,0.0036551165394485,0.0022253985516727,-0.0103906337171793,-0.0114422449842095
"15",-0.00191655941307545,-0.00218831514939666,-0.00353457732126117,-0.00328303687274456,0.00951782148331404,-0.00833889376372099,0.00890467967838049,-0.00668717827647924,-0.0070176487788558,0.00151831307448447
"16",0.00583823956549168,0.00160914962179959,-0.00155124976299703,0.00824693311005831,-0.011318820528686,-0.00487222522497177,0.00311152380891144,-0.00452639581635594,-0.00922301225364208,0.0144064333289862
"17",0.0101253474131227,-0.00108709721826017,0.0101911770179868,0.0168556217104197,0.00321501353755593,0.00518266297876835,-0.00615231320261955,-0.00886452384293079,-0.00586211495101452,-0.00228967936709523
"18",0.00169750372879207,-0.00467565888538957,-0.0078765507787466,0.0056455172598362,0.00487866951152682,0.00996919628232718,-0.00236339587718248,0.000368077948223799,0.00196201051585376,-0.00712687196210027
"19",0.00365987583063543,0.0045191221870482,0.00672205211594701,0.00532286614179611,0.00475338427349925,-0.0226233471184969,0.00622233469039202,-0.00543554592877626,0.0113471802324057,0.0101127177476883
"20",0.00571428844705224,9.03918989934027e-05,-0.000376374810002744,-0.00290961586870253,-0.00451873289421201,-0.0024109398946166,0.00479922024533153,0.00753232464194298,0.00944316852837801,-0.00602815859019756
"21",0.00590593041852117,0.00528974691405892,0.0190391335636377,0.000991916749626398,-0.00190418038982898,0.000868614937644452,0.0120343128219247,0.00155574874952435,0.00341295986436307,-0.00449958769604564
