"","CAT","PG","CVX","WMT","MCD","KO","MRK","T","HD","DIS"
"1",0.00217455695383251,-0.0019865189678967,-0.00493102706968784,0.00866456236690283,0.000683437567204237,0.0035683698952198,0.00115367560647428,0.00018884168821387,0.00281758862547576,-0.00493472209200263
"2",-0.0110059734433889,0.00191395194269717,0.000429220905061811,-0.000136294838739559,-0.00510520255193114,0.000513262290041894,-0.00614049984142184,-0.00853898376226425,0.000724785728380084,0.0053058466874063
"3",-0.00780751695856452,0.000883631233591586,-0.00142765406053513,-0.0069194370880723,0.00111769279465079,0.00629090704023838,0.00568499974906445,0.00442449282854795,-0.00131676427554339,0.00244106911122799
"4",-0.001136947539635,-0.00415669847279787,-0.00265505723655224,0.000532898760866374,-0.00461061717942357,-0.000546137685887516,-0.00248336582444608,0.00130280258599669,0.00691562471911311,0.0058375857770443
"5",-0.00581684010103345,-0.00121160328853875,0.005652014631778,0.00122622819617391,0.001078782370314,-0.00297085149213672,0.00187306804582477,0.00358712277375162,0.0019371488597244,-0.000629810965619981
"6",-0.00277574430219829,0.00389941199682653,0.00459716701880097,-0.00084572727791965,0.000106911043985747,-0.00138239294756204,0.00180663808714598,0.00147836492396891,0.00220957677811384,0.00258510001003742
"7",0.00170305871870369,-0.00140812562312931,-0.00212219730019569,0.00827270373702049,8.3802588051185e-05,-0.00221074069850147,0.000848971831146628,0.00386796053498983,0.00358150876127183,-0.00141185976099223
"8",-0.00625696731731296,-0.00473575247451663,-0.00424939440563321,0.00160386459901929,0.00350551377050579,0.00339557533152401,0.00152687798254192,0.0018477481789887,0.0080750361084938,-0.0063183568418026
"9",-0.0229764431715012,-0.00195876345969737,-0.0055774855427444,0.00154715368989855,0.00109301821794361,-0.00391743518412113,0.00177881133276969,0.00115103856660426,0.0031834370456636,0.00550409452989697
"10",-0.0131379049271345,0.000541147717740387,0.00680802529677749,-0.00184116675518453,-0.00619288254529238,0.000839772517792881,-0.001575026079081,-0.00195260962937027,-0.000116467133921105,-0.00535420095548034
"11",-0.00867582391947508,-0.00467300741001964,0.00212160358205438,0.00421865284442902,-0.000910544418729842,0.00705290632322431,-0.00200979318469763,0.00231095566414297,0.00542931910604239,0.0127475168555975
"12",-0.00676351971924305,0.00686763506382704,0.000604533299338073,0.00263865850865841,-0.00824310351163149,0.00116805697325617,5.88365692237858e-05,0.00095483724726364,0.000191339073353447,0.0065394421108067
"13",-0.0102227265015244,0.00297279632650316,0.00243125413544476,0.00030697844340466,-0.00186512502841651,0.00970101915299892,0.00128001207485795,0.000837711850181222,0.00350326858460903,0.00248924666084349
"14",-0.00748215476050973,-0.00275592552497983,-0.00348721700720489,0.00174331141170114,0.000730817788280547,-0.00523050408810377,-0.000220473491935991,0.00506466999650002,-0.00183062592986971,0.0124825844541192
"15",-0.00321844732388854,-0.00185579911340028,-0.00267780828289688,0.0002393156173639,0.0081302123144269,-0.00270291697233915,-0.000808669487014413,-0.000378718948923051,0.00515906512737274,-0.0012611411511898
"16",0.00589263997972012,-0.00021435935923364,-0.00373654486611485,0.00269026053138077,-0.00481994496658444,0.000545021321158856,0.00210143602453172,0.00577903492376208,0.00295355659909546,0.00997773930430412
"17",-0.00346187618561089,0.00026603031437844,0.000818599772173911,-0.0011032004840672,0.00190204021055251,0.00046311755431816,-0.000489352503791451,0.0032746666111052,0.00557103427127004,-0.00616821739822626
"18",-0.010090621188283,0.000986493425443769,-0.00222707027569413,0.00407512113451958,-0.00100612000096589,-0.00154453527648002,-0.000175631357706152,0.00363777205348015,0.00515671540051699,0.00416073203086853
"19",-0.00158163369633257,0.00101607292890549,-0.00243776151910424,-0.002200020942837,-0.001555111608468,-0.00327461794950068,0.00156991637777537,-0.000633580144494772,0.000839272572193295,0.00223055947571993
"20",-0.0102592902258039,-0.000449208484496921,-0.00714079244062304,-0.00147939240559936,0.0009744061389938,0.00373935559764504,-0.00187177176121622,0.00404649507254362,0.00506982626393437,0.00219688727520406
"21",-0.0194378830492496,-0.00154370372183621,0.007349600084126,-0.000330730661517009,-0.00328358239494264,0.0047472664155066,-0.00180070835631341,0.000603755819611251,0.00179914862383157,-0.00277772755362093
