"","PFE","HD","XOM","PG","MRK","VZ","WMT","CVX","CAT","GS"
"1",0.00452340673655272,0.0115642603486776,0.00261150998994708,-0.00321212341077626,0.00957969855517149,-0.00148475798778236,-0.00305263861082494,0.00229505356401205,0.00253038760274649,0.000606170215178281
"2",0.00161630602087826,-0.0116191422566772,-0.00155806087423116,-0.00357212894596159,-0.00148554937914014,-0.00270611513406038,-0.00565622141584754,-0.00901439413428307,0.0043838256970048,0.000439920171629637
"3",-0.00129743292927742,0.00260489480569959,0.00192038237582892,-0.00250601395964622,0.00318115903064609,-0.00434416718780994,0.0026531636249274,0.0114352749660611,0.00816466193646193,0.00199479982256889
"4",0.00184840033762157,0.000529337208718061,0.00283121294341981,-0.00689107039943337,0.00726951519027352,-0.00117244233842939,0.00192484364379197,0.0026845708489418,0.00654966104775667,0.000806993222795427
"5",-0.000895014556590468,0.00494551239535213,-0.0031263732817024,0.00360502232797444,0.000496290624141693,0.00611370289698243,-0.0074450159445405,-0.0046084770001471,0.0079013779759407,-0.00236570765264332
"6",0.00299070938490331,0.000157813890837133,0.00124431995209306,0.000776285654865205,0.000357841228833422,-0.00102596054784954,0.00417357962578535,0.00504087610170245,0.00385462050326169,-0.00316176656633615
"7",-0.002864999929443,-0.00453292252495885,0.00181218597572297,0.00279028411023319,0.00381116289645433,0.00159662892110646,-0.000960772857069969,-0.00772715080529451,0.00504093151539564,-0.00468514347448945
"8",0.00463662715628743,-0.00631395727396011,0.00199985783547163,0.0021187134552747,-0.00419779913499951,0.00469457125291228,0.00544991297647357,-0.00472330395132303,0.00859070476144552,-0.0157958846539259
"9",0.00385539117269218,-0.00172209821175784,0.00510858604684472,0.00362047948874533,0.00279269670136273,0.00781505461782217,0.00122638023458421,0.000154093155288137,0.00667446106672287,0.004188422113657
"10",0.00418202159926295,0.0126643246039748,0.000672869442496449,-0.00367843732237816,0.000669928966090083,0.00323360692709684,-0.000923584855627269,-0.000895203731488436,0.00443884916603565,0.000187797078979202
"11",0.00105172488838434,0.00652833515778184,0.00376029685139656,0.00128268380649388,-0.00274846469983459,0.00263203610666096,0.0041149128228426,-0.00907331984490156,0.00499657168984413,-0.00195708032697439
"12",-0.00349364429712296,-0.00161478947848082,-0.0020147324539721,0.00298427720554173,0.00863831769675016,0.00450595794245601,0.0047341575846076,-0.00915966741740704,0.00373359816148877,-0.000658310833387077
"13",0.00228036544285715,-0.00189305900130421,0.00181134312879294,0.00365381292067468,0.00093096902128309,0.000629846181254834,0.00188042141962796,-0.000719081610441208,0.00767607428133488,-0.00100020330864936
"14",-0.00399620877578855,-0.00170808075927198,0.00540897995233536,0.00126196152996272,-0.00377309508621693,-0.00064892356749624,-0.00138863257598132,-0.00282407714985311,0.00932735111564398,0.00652764551341534
"15",0.00699706422165036,-0.00220198952592909,-0.0110020916908979,0.00392825994640589,-0.000647882232442498,-0.0020775047596544,0.000404285819968209,0.00415592454373837,0.00428778445348144,-0.00257231993600726
"16",0.0029835740569979,-0.0018389584729448,0.00532469898462296,-0.00366752315312624,-2.08976325666299e-05,0.0039507350884378,0.000898574420716614,0.0033238825853914,0.0129814399406314,-0.0162607561796904
"17",-0.00188304495532066,-0.00246062409132719,-0.00188162038102746,0.00220531970262527,-0.00184020563028753,-0.00228047114796937,0.003471968928352,4.71105049655307e-05,0.0074762194417417,-0.00468130921944976
"18",-0.00980993453413248,-0.0036128640640527,-0.000758138077799231,-0.00185437023174018,-0.00179407675750554,-0.00150016811676323,-0.00201863050460815,-0.00344102457165718,0.00670689065009356,-0.0138239376246929
"19",0.000990397064015269,0.00447818590328097,-0.000350481510395184,-0.00677334051579237,0.00270224967971444,0.00123358215205371,0.00244429847225547,0.00164817634504288,0.00856134109199047,-0.0024023053701967
"20",-0.000408994877943769,-0.000890814699232578,-0.00411164155229926,0.00490542640909553,0.00078228727215901,-0.00389741943217814,0.0052753072232008,0.001483179978095,0.00397072080522776,0.00018867063045036
"21",0.00230948138050735,0.00695643946528435,-0.00105230638291687,0.00493735959753394,-0.000389708206057549,0.0025435327552259,0.00549948122352362,-0.021320840343833,0.00337363686412573,-0.00710036465898156
