"","JPM","IBM","PG","AIG","CAT","DIS","BA","MRK","AXP","T"
"1",0.00919640623033047,0.000147465209010988,0.0125993741676211,-0.000792402832303196,-0.00331116723828018,-0.00114141358062625,0.00207845075055957,0.0201593860983849,0.00333383888937533,-0.00346894166432321
"2",0.00299544585868716,-0.000421790318796411,0.0118951955810189,-0.000232029648032039,0.00325226923450828,0.00545525643974543,0.00755292410030961,0.00437077088281512,0.0193257015198469,-0.00261893053539097
"3",0.0217649228870869,0.00124918180517852,0.000538816151674837,6.82783793308772e-05,0.00293058692477643,-0.00817229226231575,0.00619483506307006,0.0034581630025059,-0.000284537236439064,-0.00181003927718848
"4",-0.000699115800671279,0.00970007479190826,6.17967380094342e-05,0.00389551906846464,0.0125203495845199,0.00517896981909871,-0.0120999626815319,-0.00406908756121993,0.00524736242368817,0.00569377699866891
"5",0.00869535189121962,0.00179200165439397,-0.00238262536004186,0.00134053453803062,-0.00027830881299451,-0.00024067037156783,0.00233021145686507,0.00901253893971443,0.00360819627530873,0.00796154793351889
"6",-0.00262806285172701,0.00248886435292661,-0.00796310603618622,0.000207836754270829,-0.00374631071463227,0.0117690684273839,-0.0124945491552353,0.00846043229103088,-0.00367676327005029,0.00484234420582652
"7",-0.00355361471883953,-0.00184893689583987,0.0188717003911734,-0.0017962105339393,0.00204025558196008,0.00818260200321674,-0.00796926487237215,0.00902833975851536,0.0114080337807536,0.00884940661489964
"8",0.0108382655307651,0.000996930990368128,0.00237194634974003,-0.00265276245772839,0.00838674511760473,0.00759385572746396,-0.00648584263399243,0.00872274208813906,0.00368828838691115,-0.00428854487836361
"9",0.00193333858624101,0.00204779789783061,0.00278506753966212,0.000896048208232969,0.0209723170846701,-0.000853259523864836,-0.000886628113221377,0.00415690802037716,0.000456269975984469,0.00969071593135595
"10",0.0093615772202611,-0.00248393160291016,0.00734836049377918,-9.530944225844e-05,-0.00501936720684171,-0.0163985099643469,5.47689433005871e-06,0.000523625290952623,-0.00304243271239102,0.00480331527069211
"11",-0.00573051534593105,0.00449357507750392,-0.00216083275154233,0.00108729000203311,0.00234771915711462,-0.00796957779675722,0.00260061025619507,-0.00325239123776555,-0.00011503212590469,0.00341064692474902
"12",-0.00949418637901545,0.000468821584945545,-0.00831062253564596,0.00217683590017259,-0.00146436656359583,-0.00128780398517847,0.00486816233024001,0.00177268474362791,0.0017140976851806,-0.00436461716890335
"13",0.00720159756019711,0.0038786840159446,-0.00170211098156869,0.00381538970395923,-0.00499955797567964,0.00962923280894756,-0.000479015172459185,0.00609153276309371,-0.00344708561897278,-0.00204768287949264
"14",-0.00453388225287199,-0.00358666572719812,0.00571575341746211,0.00227363384328783,-0.00441291928291321,-0.00565024930983782,-0.0024774104822427,0.00150080758612603,-0.00166520604398102,-0.00328500242903829
"15",-0.00154020776972175,0.00190876889973879,-0.000559557171072811,0.000965152343269438,0.00100259156897664,-0.000273695710347965,-0.0038723808247596,-0.000692618195898831,0.00958359241485596,-0.00167586223687977
"16",0.00659081339836121,0.00333483214490116,0.00124594836961478,0.000934461189899594,-0.0117290047928691,0.00105832773260772,0.00334466411732137,-0.00477473391219974,-0.0015291067538783,0.00129608670249581
"17",0.00485161738470197,-0.00313894427381456,0.00460402015596628,0.00165595172438771,-0.00988151878118515,0.00768966227769852,-0.00194211432244629,0.00295744836330414,-0.00126219110097736,0.000996919698081911
"18",-0.00446865009143949,-0.0045313355512917,0.00237255357205868,8.51756267366e-05,-0.00383283826522529,0.00537572754547,-0.00383720733225346,-0.00143190694507211,0.00211506127379835,0.00230181869119406
"19",0.00368480058386922,0.00181878847070038,-0.00235346728004515,-0.000780823058448732,0.00333323935046792,-0.00174089102074504,-0.00133414985612035,0.0065797888673842,0.00450379308313131,0.00339707545936108
"20",0.00316649302840233,-0.00146727380342782,-0.00388373318128288,-0.00264493329450488,-0.0030617720913142,0.00205650948919356,0.00276808417402208,-0.0118586430326104,-0.00163698836695403,0.00104326650034636
"21",-0.00728040654212236,-0.00229929178021848,0.00015031524526421,0.00202091783285141,0.000822853937279433,-0.00162164098583162,0.0043677962385118,-0.00286185066215694,-0.000190873877727427,0.00315940519794822
