"","JNJ","HPQ","CVX","PG","AXP","MCD","KO","CAT","AA","MRK"
"1",-0.00253631453961134,-0.00174305459950119,0.00267761875875294,-0.000137114198878407,0.0122448606416583,-0.00421267002820969,-0.00786943081766367,-0.000795884116087109,0.0140437129884958,0.00249826465733349
"2",0.000410826731240377,0.00145132513716817,0.00250249891541898,-0.00219567399471998,-0.00424896832555532,0.00372107815928757,0.00501321628689766,0.00621446128934622,0.0075717493891716,-0.00129186548292637
"3",-0.000278565334156156,0.012711807154119,-0.00164976040832698,-0.011716173030436,0.00131078285630792,-0.00147309398744255,0.00135689892340451,-0.000764945987612009,-0.00709330243989825,-0.00315845548175275
"4",0.000717083050403744,0.00252138893119991,-0.00105814111884683,-5.89754636166617e-05,0.0161752011626959,-0.00372699974104762,-0.000594368786551058,0.000327395304339007,-0.00232037482783198,-0.000834659906104207
"5",0.000825100636575371,0.00422085495665669,0.00278034433722496,-0.00139641377609223,-0.00187881349120289,-0.001033078529872,-0.00114618905354291,-0.00544517626985908,-0.0148540828377008,-0.000275436206720769
"6",-0.00160227436572313,-0.00759427668526769,0.0010140755912289,-0.00443833461031318,0.00122539140284061,0.00261391559615731,-0.000487334618810564,0.00673805503174663,-0.0136387767270207,0.0087712062522769
"7",0.00297524454072118,-0.00695962086319923,0.00118340365588665,0.00377578963525593,0.0114489290863276,0.00388490594923496,-0.000429051753599197,0.0014278149465099,-0.0149393528699875,0.00465177930891514
"8",-0.00109507353045046,-0.00313290418125689,-0.00900115817785263,-0.00946130882948637,0.00456211948767304,0.00334292626939714,-0.00299556227400899,0.00263768527656794,0.00666683726012707,0.00220424449071288
"9",0.00310489116236567,-0.00113410979975015,0.00546822743490338,0.000935643038246781,0.00351766124367714,0.0112081645056605,-0.0109917307272553,0.000884973036590964,0.027032470330596,0.00318248383700848
"10",-0.00027011355268769,0.00890250969678164,0.00269480724819005,-0.00209278892725706,-0.00550121907144785,0.00165798317175359,-0.00394718302413821,0.00341327348724008,0.0199143439531326,0.0132356034591794
"11",-0.000848802970722318,0.00552206253632903,0.00273545878008008,0.00226820004172623,-0.0062143444083631,0.00268121180124581,0.00108031218405813,-0.00318604405038059,0.000559618812985718,0.00721387332305312
"12",0.00149522873107344,0.00118463742546737,0.000650553090963513,0.00301492866128683,0.00736867124214768,0.000498278881423175,0.00497501529753208,-0.00106644991319627,-0.0142609421163797,0.0244375318288803
"13",4.24181780545041e-05,0.00220518885180354,-0.0011365010868758,-0.000142165867146105,0.0030610712710768,0.00468048080801964,-0.00239792163483799,-0.00815685372799635,-0.0114440629258752,0.00777727738022804
"14",0.000458206370240077,0.00613972498103976,0.000226611737161875,-0.00905342400074005,0.000896555953659117,-0.00733722932636738,0.00284881494008005,-0.00891916640102863,0.0181633308529854,0.00300538633018732
"15",-0.00153369212057441,-0.00540287140756845,0.00444149039685726,0.000302048429148272,0.00433684000745416,-0.011758997105062,0.00136812776327133,-0.00165610096883029,0.000131481574499048,-0.00415135314688087
"16",-0.000863125547766685,-0.00302672432735562,0.0032401611097157,-0.00443264935165644,-0.00708519900217652,0.000111678164103068,0.0101741561666131,0.00150413904339075,0.0100927837193012,0.00543895689770579
"17",0.00240958342328668,0.0103777935728431,-0.000576248799916357,-0.0071096858009696,0.00126977765467018,0.000907466688659042,-0.00656891660764813,-0.00302703632041812,0.00155153952073306,-0.0046555120497942
"18",-0.00413514906540513,-0.00192299671471119,-0.00429630884900689,0.00584399607032537,0.0170028265565634,-0.00734775187447667,0.00153529620729387,-0.00157966197002679,0.00631362665444613,0.00523283006623387
"19",-0.00198359880596399,-0.000269908137852326,0.00237488024868071,0.000170761137269437,0.00684440461918712,-0.0013744585448876,-0.00294684083200991,-0.000255904596997425,-0.018200347200036,-0.00668036984279752
"20",0.00138142867945135,-0.00656427582725883,0.00182045775000006,0.00470387330278754,0.00832862313836813,0.00437990017235279,-0.00425832718610764,0.00318335206247866,-0.0143007170408964,-0.00994595792144537
"21",0.000821049208752811,0.000152837325003929,-0.00654909247532487,-0.000536783481948078,-0.00577912200242281,0.00471017509698868,0.00286745256744325,0.00280988006852567,-0.0166160259395838,0.00317600322887301
