"","XOM","JNJ","GS","UNH","VZ","PG","PFE","CAT","CVX","IBM"
"1",0.00173685851041228,-0.00355070410296321,0.0023201135918498,-0.00321751600131392,0.00914673320949078,0.00123959232587367,-0.00397000228986144,-0.00399147346615791,0.00159608817193657,-0.00438543269410729
"2",0.000793755811173469,0.00394731061533093,-0.00731461122632027,0.0012114797718823,0.00816019810736179,0.00788536015897989,-0.00222627772018313,0.0125804478302598,0.0138312010094523,0.00491767423227429
"3",-0.00326902815140784,7.6233183790464e-05,9.51606925809756e-05,0.00273552653379738,0.010641522705555,9.57308729994111e-05,0.00626507820561528,-0.00224848301149905,0.00359931658022106,0.00409196829423308
"4",-0.000625447137281299,0.00456927251070738,-0.00911402609199286,0.00543858483433723,0.00351134431548417,0.00305537250824273,-0.00311666098423302,-0.00092298211529851,-0.00942860450595617,0.000533426064066589
"5",0.0036501872818917,-0.00342552829533815,0.00472117261961102,0.0113072777166963,-0.0030510073993355,0.000918278761673719,0.0071520539931953,-0.00897566135972738,0.00478155491873622,0.00279030133970082
"6",-0.00507928198203444,0.00174314132891595,-0.000652106944471598,-0.00302751152776182,0.00346581684425473,-0.000476372631965205,-0.000755886663682759,-0.00384894432500005,0.000203841278562322,0.000249447301030159
"7",0.00596686080098152,-0.00131512770894915,0.00550820073112845,0.00400332920253277,0.00126894831191748,-0.00479500135406852,0.00300571788102388,0.00301469396799803,0.00173182005528361,-0.00581383984535933
"8",0.00171382154803723,0.00343437306582928,-0.004596964456141,0.0025788473431021,-0.00574932713061571,0.00189484353177249,-0.00381192262284458,-0.000126444749184884,0.000150369611219503,0.001898737042211
"9",-0.00379577488638461,0.00427878648042679,-0.0121080186218023,7.71844061091542e-05,-0.0123603418469429,-0.00321996980346739,0.00273650791496038,-0.00606774771586061,0.00445818807929754,0.00522655807435513
"10",-0.00254427967593074,0.00242260633967817,0.000364567473297939,0.0104331057518721,0.00954007171094418,-0.000954692251980305,-0.00207199715077877,0.00478657614439726,0.00604386907070875,0.00230316747911274
"11",-0.00311934528872371,-0.00138360192067921,0.00439910404384136,-0.00650391401723027,0.00729690957814455,0.00159759446978569,0.00291423592716455,0.00384542322717607,0.00534225162118673,-0.00110318092629313
"12",-0.00051323784282431,0.00121883524116129,0.00234031211584806,0.00281732087023556,0.0031128057744354,-0.00418759603053331,0.00104920007288456,-0.00870812404900789,-0.00035952846519649,0.00299811642616987
"13",-0.00372889870777726,-0.00424384698271751,0.00135431683156639,-0.00145508255809546,-0.00806272029876709,0.00170214124955237,0.00333896512165666,0.00252574519254267,0.00278008379973471,-0.00757171539589763
"14",0.00610977318137884,-0.00104974466376007,0.000494946783874184,0.00246691587381065,-0.00567727768793702,0.00162513519171625,-0.000230476900469512,-0.000377384450985119,-0.00307375402189791,0.00168457149993628
"15",-0.000832021178212017,0.00525244418531656,-0.0066680246964097,0.00111842527985573,0.0049524805508554,-0.00377872306853533,0.00532118743285537,0.00208911020308733,0.0037043250631541,-0.00266131409443915
"16",-0.00205547851510346,0.00317878997884691,-0.0032065927516669,0.000213428735150956,-0.0012367699528113,-0.00224013696424663,0.000617327517829835,-0.0163106080144644,-0.0061065754853189,0.00171890982892364
"17",0.00712895393371582,0.00216129794716835,-0.00915071554481983,0.00456300377845764,-0.00659392075613141,0.000412563007557765,0.00535974791273475,0.00200739572755992,0.0039629964157939,-0.00236377818509936
"18",-0.00805528089404106,-0.00652909418568015,0.00947508495301008,3.03242795780534e-05,-0.00124076276551932,-0.00504249101504683,0.00207149679772556,0.0113860433921218,-0.00283633009530604,0.000342932471539825
"19",0.000850554264616221,-2.3392840375891e-05,-0.00112905818969011,-0.000658842734992504,0.00296340673230588,-0.00482410052791238,0.00192056060768664,0.00281362282112241,-0.00165929924696684,0.00240229070186615
"20",0.000855535676237196,0.00321691832505167,0.000344836094882339,-0.000862019485794008,-0.00312811555340886,-0.000619393249507993,0.00037669189623557,-0.00657069776207209,-0.00503385765478015,-7.87212266004644e-05
"21",-0.00409890152513981,0.0049463608302176,-0.0023101014085114,0.00463108904659748,3.85838466172572e-05,0.00035004602978006,0.000374217488570139,0.00465417094528675,-0.00339451641775668,0.00381237384863198
