"","WMT","JNJ","CVX","PG","CSCO","NKE","GS","MRK","VZ","KO"
"1",0.000738223432563245,0.00505254790186882,0.00477597629651427,0.0104502886533737,0.0142593402415514,-0.000256406929111108,-0.00839628279209137,0.0113554354757071,-0.0129958381876349,-0.00246486579999328
"2",0.00145793193951249,-0.00398147199302912,0.0116605749353766,-0.00254505290649831,0.00341235706582665,0.00209152488969266,-0.0157069750130177,0.0131653053686023,-0.0128580648452044,-0.019765941426158
"3",0.0052321944385767,-0.00322514749132097,0.00161830545403063,-1.19252699732897e-05,0.00219602324068546,-0.00640454050153494,0.0277636330574751,-0.00468276161700487,-0.000614951190073043,0.00431982800364494
"4",-0.0257414001971483,0.00227970140986145,-0.00156147254165262,-0.00100838451180607,-0.000183357871719636,-0.0129983620718122,0.00158089818432927,0.00590652879327536,0.0116077847778797,0.002992371795699
"5",0.00186306599061936,0.00344444601796567,-0.0111998505890369,0.0112384650856256,0.00121878273785114,0.00417060032486916,-0.00222236127592623,0.00787956360727549,0.0140841919928789,-0.00647502532228827
"6",0.00428602797910571,0.0026094913482666,-0.00268069352023304,0.00587732065469027,0.00798951834440231,0.0083888927474618,0.00175281474366784,-0.00123750686179847,0.0051681250333786,0.00512116635218263
"7",-0.000111736524559092,0.000731815758626908,-0.00270698615349829,-0.00476347701624036,-0.00727614481002092,0.00917758140712976,-0.00845029950141907,0.00392334209755063,0.00158376374747604,-0.000949931039940566
"8",-0.00134062313009053,-0.00199294905178249,-0.00578823126852512,-0.00517787225544453,-0.00693554570898414,0.00228764489293098,-0.00863160006701946,0.00349897192791104,0.000650701462291181,-0.000824046437628567
"9",-0.00368914380669594,-0.000310970179270953,0.0018439224222675,0.00303815049119294,-0.00508734537288547,-0.00466966954991221,-0.00367550458759069,0.00435627577826381,-0.00276029366068542,0.004044558852911
"10",-0.00816384144127369,-0.000747244397643954,-0.0037746278103441,-0.000276666774880141,0.00601002015173435,0.00194466311950237,0.00284043583087623,-0.00165625498630106,-0.00595001736655831,0.00256738625466824
"11",0.00112302775960416,-0.00211760820820928,-0.00645824242383242,0.000963094818871468,-0.000530356192030013,0.00792350899428129,-0.00177737162448466,0.00217878283001482,-0.00186529371421784,0.00227157329209149
"12",-0.0052439272403717,-0.00205392646603286,-0.00605551060289145,0.0057439636439085,-0.0011532565113157,0.000643265026155859,-0.00167069223243743,0.000550892087630928,-0.00479134265333414,-0.00732885580509901
"13",-0.00432900618761778,-0.000804314215201885,-0.00487804180011153,-0.00285274814814329,-0.00285233580507338,-0.000199755071662366,-0.00175114918965846,-0.00739738950505853,0.000492557126563042,0.000650918169412762
"14",0.000208349752938375,0.00393706792965531,-0.003483074484393,0.00129156990442425,0.000133638648549095,0.0418122820556164,0.00056588213192299,0.000454687455203384,0.000640710757579654,-0.00148571492172778
"15",-5.74947662244085e-05,9.34430354391225e-05,-0.00175543094519526,-6.27756453468464e-05,0.00765666924417019,-0.00190277060028166,-0.0105062182992697,0.00414639944210649,-0.000583112880121917,-0.00187835074029863
"16",-0.00485525233671069,0.000881210609804839,-0.00781647861003876,-0.00203097052872181,0.00946891866624355,0.00249744672328234,0.00333878211677074,0.000944846775382757,-0.000346796266967431,-0.000366493011824787
"17",-0.00899187196046114,0.00320135755464435,-0.0028507246170193,0.00187846517655998,-0.00491539482027292,-0.0171481799334288,0.000337104342179373,0.00751992454752326,-0.003857949282974,0.00212180335074663
"18",-0.00372865260578692,0.00109001854434609,-0.00228451821021736,-0.000436092872405425,-0.00357990595512092,-0.0144399665296078,0.00510853715240955,0.00514878192916512,-0.00155429437290877,0.00129309284966439
"19",-0.00540582789108157,-0.00123782071750611,-0.00292155495844781,-0.00212675542570651,0.00523810926824808,0.0133251631632447,0.00597151461988688,0.00162494613323361,0.00138350483030081,-0.00801546219736338
"20",0.000164873257745057,-0.00294866319745779,-0.00590431038290262,0.00613045832142234,-0.00325183756649494,-0.00149938731919974,-0.00680370815098286,0.0023184425663203,-0.00160146772395819,-0.00686546228826046
"21",0.00130467931739986,-0.00653267418965697,0.000960856967139989,-0.00232022209092975,-0.00819443818181753,-0.00442507117986679,0.00893565826117992,0.00361554301343858,0.000316226447466761,-0.00158763816580176
