"","JNJ","HPQ","CVX","WMT","PG","KO","MCD","DIS","MRK","AA"
"1",-0.00123197084758431,0.0123718697577715,0.0304546430706978,0.00342360557988286,-0.00373089872300625,-0.0015488953795284,0.00235843984410167,0.0117680225521326,-0.00176497001666576,-0.00510030845180154
"2",-0.00934073608368635,0.0104570975527167,-0.0114683974534273,0.00259836460463703,-0.00176919053774327,0.00108841294422746,0.0100828213617206,-0.0126474443823099,-0.00215214095078409,0.0221754126250744
"3",0.00548779824748635,-0.0398050025105476,0.0196953434497118,-0.00232803844846785,0.000873773649800569,-0.000213517225347459,-0.00401208037510514,-0.00233406876213849,0.0111343320459127,0.0250482950359583
"4",0.0105994399636984,0.0152721768245101,-0.00123465270735323,0.00507262581959367,-0.00161619507707655,-0.00461761420592666,-0.00807768106460571,0.00528170960023999,0.000112478621304035,-0.00893258489668369
"5",-0.000538343738298863,-0.0163287911564112,0.00674661854282022,-0.000125544000184163,-0.00274992547929287,-0.00117400696035475,0.00641754176467657,0.0108173806220293,0.0070135248824954,0.0415569990873337
"6",-0.00265033473260701,0.016954405233264,-0.00881963782012463,-0.00613351073116064,-0.00239680497907102,-0.000122700905194506,-0.00272873672656715,-0.0169079899787903,0.00267175049521029,-0.00485190423205495
"7",0.000611578754615039,0.0173617005348206,0.0121789546683431,0.00545608112588525,7.91989659774117e-05,-0.00484966253861785,0.00476107886061072,-0.0025572907179594,0.00601810868829489,-0.00204831664450467
"8",-0.0155422724783421,0.0173060726374388,-0.00274358177557588,0.00171677127946168,-0.000249193399213254,-0.00193437479902059,-0.00214952020905912,-0.0091590816155076,-0.00242452090606093,-0.00132240063976496
"9",-0.00534424185752869,0.0140115963295102,0.0126458490267396,-0.000643271603621542,-0.00305052357725799,-0.00305292988196015,0.00614994019269943,0.00625838991254568,0.00789225194603205,-0.000725690624676645
"10",-0.00288173346780241,-0.00712926872074604,0.00254863896407187,-0.000108071231807116,-0.00167918554507196,-0.000500632857438177,-0.00220387289300561,0.00146021484397352,0.0019739184062928,-0.0598688498139381
"11",0.00542705459520221,-0.00964100752025843,0.00526931369677186,0.00324303633533418,-0.00120872724801302,0.00135039410088211,0.00176775176078081,-0.00424263160675764,-0.000487529090605676,0.0010011870181188
"12",-0.00360452360473573,-0.00501022813841701,-0.00605505518615246,-0.000493234023451805,0.000109491891635116,0.000518001324962825,-0.00130373460706323,0.00304970843717456,0.00211229757405818,-0.016073377802968
"13",-0.00429631397128105,-0.0469690673053265,0.000164361568749882,0.00940856151282787,-0.00343029759824276,-0.00330594531260431,-0.00263564218766987,0.00709546869620681,0.00442307954654098,-0.000365725863957778
"14",0.00192924949806184,-0.00482010887935758,0.0100020337849855,0.00504356110468507,-0.000803124916274101,0.00292776525020599,-0.0074385292828083,0.00661404337733984,0.00163190590683371,-0.0277641844004393
"15",-0.00172557181213051,-0.00105607591103762,0.00148646451998502,-0.00371487135998905,0.00138767005410045,-0.00305567309260368,-0.00412736088037491,-0.000227098396862857,0.00572411948814988,0.000963517522905022
"16",0.00314533896744251,0.00864406116306782,-0.00124175590462983,-0.00104658969212323,-0.00372743839398026,-0.00177761819213629,-0.0014784085797146,-0.00922833289951086,0.00256404210813344,0.00991678610444069
"17",0.00296477810479701,-0.0208813678473234,0.0062860413454473,-0.00166591315064579,-0.000698081392329186,-0.000498795357998461,0.00312519306316972,-0.0110001126304269,0.00013679992116522,0.0113212037831545
"18",0.00252427696250379,0.00547680770978332,0.00119268160779029,-0.00440733414143324,-0.000779576075728983,-0.0028987864498049,0.00162635173182935,0.00544220814481378,0.000589697039686143,-0.00539090717211366
"19",-0.000366754160495475,-0.00020746210066136,-0.0162667036056519,-0.00190908636432141,-0.00442979903891683,-0.000687443825881928,-0.000226615797146223,-0.00169969594571739,0.00887328665703535,-0.00150494300760329
"20",-0.000747111451346427,0.000872243719641119,0.00644511450082064,9.64178980211727e-05,-0.00405335705727339,0.00352036394178867,-0.00155118235852569,0.0064904848113656,0.00228299270384014,-0.0098916282877326
"21",0.00373310875147581,-0.00280472170561552,0.00390837714076042,0.00300262868404388,0.000104278522485401,0.00611965358257294,0.000648584158625454,0.00890444871038198,0.00661185430362821,-0.0157838109880686
