"","MMM","AA","AXP","BA","CAT","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","T","BAC","CVX","CSCO","TRV","UNH"
"1",0.00804703589528799,0.008888547308743,-0.00619807653129101,0.000144325022120029,0.00197715405374765,0.0118210734799504,0.00173454463947564,-0.00147661555092782,0.00387046555988491,0.0201739240437746,0.0135821411386132,-0.0069594532251358,0.000276299630058929,0.00292150396853685,-0.00728183705359697,-0.0022558297496289,0.00415338156744838,0.00535604590550065,-0.00128042779397219,-0.00499712908640504,-0.00523405522108078,0.000986596569418907,-0.00795472040772438,0.000476979650557041,-0.00477629667147994,0.0101416809484363,-0.0122439954429865,-0.00657560164108872,0.00341601367108524,0.00575461145490408
"2",0.00124023959506303,-0.00374980992637575,-0.00944147072732449,-0.00206974730826914,-0.00729434425011277,0.00565839512273669,0.00597776146605611,-0.00205273344181478,0.0064039146527648,-0.00335197150707245,0.014803976751864,-0.00742036290466785,0.00134834402706474,-0.000686216226313263,-0.00982682034373283,-0.00115521589759737,-0.000482637056848034,-0.00155683059711009,0.000109139858977869,0.00403195526450872,-0.000268394069280475,0.00416478235274553,-0.00181814376264811,-0.00361017440445721,-0.000177055844687857,0.00542377214878798,-0.00506820390000939,-0.00839843973517418,-0.00466402620077133,0.0034868239890784
"3",0.00372677971608937,-0.00333031988702714,-0.00355172273702919,0.00162470759823918,-0.00526779145002365,0.00832998938858509,-0.00203595962375402,-0.00779076479375362,-0.000214070561924018,0.00779138226062059,-0.0172963719815016,0.00869843270629644,-0.0108690671622753,-0.00172888417728245,0.00338836340233684,-0.00246259942650795,0.00299972994253039,-0.000539548113010824,0.00777006894350052,-0.00261117494665086,0.00640832353383303,-0.00224529858678579,-0.00219217361882329,0.00308562815189362,0.000290846568532288,-0.0138044264167547,-0.0101307388395071,0.010740740224719,0.00218888162635267,0.00466811517253518
"4",-0.00734212808310986,-0.0165478568524122,-0.00386777031235397,-0.00487297121435404,-0.000289603165583685,0.0090050445869565,0.0016087566036731,0.00278939330019057,0.00658632861450315,0.0183267518877983,0.0104966955259442,-0.00326831801794469,0.00248700403608382,0.00399893661960959,0.018631748855114,-0.000133344452478923,0.00351725448854268,-0.00222053099423647,0.00287324259988964,-0.00464834878221154,-0.00704481592401862,0.000985472230240703,0.0047748084180057,-0.00506726652383804,0.00407288689166307,-0.0119950203225017,0.00460303761065006,0.00126500462647527,-0.00116370478644967,-0.00174559920560569
"5",-0.000470605213195086,-0.00291409366764128,0.00225208839401603,0.00573523808270693,-0.0143718151375651,0.0085295345634222,-0.016628447920084,0.00315403798595071,0.00290398043580353,0.00625336868688464,-9.80825716396794e-05,-0.00807376299053431,-0.00599481258541346,-0.00250164279714227,-0.0109721506014466,-0.00195034954231232,-0.00450232811272144,-0.00865406915545464,0.00218768045306206,0.002750214189291,-0.00435455376282334,-0.00240942346863449,-2.22890093937167e-06,-0.00561242736876011,0.00269509642384946,-0.0133390165865421,0.000447342463303357,0.00763593707233667,-0.00278307567350566,0.00983233191072941
"6",0.00141498830635101,-0.00176388677209616,0.00657204026356339,-0.00184224988333881,-0.0122513268142939,0.011549623683095,-0.00641314964741468,-0.00411101104691625,-0.00125883100554347,0.0191222261637449,0.0140993436798453,-0.00469796964898705,-0.00939609855413437,-0.00424155779182911,0.0118160843849182,0.00332824164070189,0.00628925021737814,-0.00529905548319221,-0.00115167163312435,-0.00108983658719808,0.00367929041385651,-0.00297271786257625,-0.00217734836041927,-0.00252555403858423,0.00125699886120856,-0.0266007110476494,0.000290822674287483,-0.000774320389609784,0.00670641008764505,-0.0014099502004683
"7",-0.00681777158752084,0.00778891611844301,0.000600214349105954,0.00515991123393178,-0.00628707697615027,0.0035753701813519,-0.0108830444514751,0.00626217480748892,-0.00151726801414043,-0.00546499527990818,-0.0051023131236434,0.000865133129991591,-0.00110974244307727,-0.00187550764530897,0.00519204931333661,0.00461948290467262,-0.00422715023159981,-0.00531054148450494,-0.00142418185714632,-6.63296159473248e-05,0.00767774786800146,0.00104630633722991,0.00699619250372052,0.00591386994346976,-0.00574630312621593,0.0194452069699764,0.00546257942914963,-0.000855553371366113,0.000832670775707811,-0.00319039216265082
"8",-0.00332423765212297,0.000261523440713063,-0.00254340772517025,0.00918039213865995,-0.0147261936217546,0.000705644895788282,0.000806636700872332,0.00103826366830617,-0.00556612247601151,0.00125734705943614,0.00429017562419176,-0.0102852880954742,0.00257826573215425,0.000761191069614142,-0.007208411116153,5.87003960390575e-05,0.00430202577263117,0.00263527780771255,-0.0022588677238673,-0.0072433645837009,-0.00948021560907364,-0.0041556297801435,-0.00582148740068078,-0.00136259943246841,0.00854134280234575,-0.00153567583765835,-0.000223056049435399,-0.0105201071128249,-0.00073119840817526,-0.00375887169502676
"9",-0.00629690662026405,-0.00490447506308556,-0.0116095691919327,-0.00251126056537032,0.00674922997131944,-0.00284904148429632,0.0116392346099019,-0.00038604621659033,0.00480084307491779,-0.02585119754076,-0.0109736686572433,0.00258182105608284,0.00275135692209005,5.97787538936245e-06,0.0220084059983492,-0.0039790403097868,0.00537156546488404,-0.00778677919879556,0.00112274347338825,0.00116671016439795,0.000665155122987926,-0.00150963244959712,0.000922159873880446,0.00465890998020768,-0.000783251714892685,-0.000602447253186256,0.00197662995196879,-0.00507233804091811,0.0070206574164331,-0.00955719687044621
"10",0.00305818021297455,-0.000415624352172017,-0.00850975885987282,0.00188019732013345,-0.0143399704247713,-0.00205036345869303,-0.000644748797640204,0.00256275734864175,-0.000561239721719176,-0.00946136377751827,-0.00108286400791258,0.010115135461092,0.00906922947615385,0.00131891539786011,-0.0126354601234198,0.00594276282936335,-0.00348607380874455,-6.63889950374141e-05,-0.0012842754367739,-0.00615978892892599,0.00984931644052267,8.91053132363595e-05,-0.00183796300552785,0.00300360680557787,-0.00301236007362604,0.00407758774235845,0.00122982100583613,-0.00413426198065281,4.96954453410581e-05,-0.00705329608172178
