"","MMM","AXP","BA","CAT","KO","XOM","GE","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","DIS","CVX","CSCO","TRV","UNH","NKE","GS","V","AAPL","DD","WMT"
"1",0.00155594119210424,0.00276234151813028,0.00331822726124462,-0.000262927074534789,0.00243695502498272,0.000787938793806965,-0.00408026882824477,0.00128063694302591,0.00306001279342537,0.000388518150096879,-1.99102685700999e-06,0.000853024844581773,0.00492590660550677,-0.001154330599577,0.00447619213985964,-0.00167589794090837,0.000674145516428615,0.00186683081575556,-0.0013347446494564,0.00694241926725366,-0.000349991885192172,0.000904075381192093,-0.000166736463876538,0.00141305507488759,0.00347005212930983,0.00199806715117593,0.00307815149026139,0.00106049266566082,0.00503867358263659,0.00290075001268269
"2",5.32151061165382e-05,0.00350440317461441,0.00334035133491429,0.00751692308173999,0.00322797901379678,0.000125871206607663,0.00172654622050715,0.00202549580405552,-0.000698928643917877,-0.000462426524101854,0.000754694444588547,0.00125724011266397,0.00352374100987679,0.00139974739405853,7.54662688227474e-05,0.000316665375811574,2.95487177094297e-05,0.000142416081997015,-0.000923351503689356,-0.00249915251408827,0.00118767021460915,0.00134616539241306,3.0767387302826e-05,0.00311035866801872,0.000443080474940534,0.00131470586693064,0.00108048373567712,0.00112748039615093,0.00440822601980304,0.00355178314062066
"3",0.00316949536179138,0.00104101121806772,0.00258783121450819,0.0051213505848253,0.00299974377430706,7.82174898002373e-05,-2.88965250661176e-05,0.000824697114570152,0.00277202182856002,-0.000533520622619288,0.000280533716951646,0.00100014148955729,0.00135565679873437,-0.00117329370738981,0.00265201226682061,0.000319056627796582,7.38561770479293e-05,0.00199884673301929,-0.000706060688899927,0.000992085765087431,-0.000441013418220442,0.00109828758415532,0.000195387371691865,0.000131816962408738,0.000766058955896387,-0.000196935027002385,0.00131823583415377,0.00106109698071512,-0.000327707770828622,0.00192697193366673
"4",0.000193619007197861,0.00104080503343439,0.00274790616960657,0.00382152886144606,0.0027911131930654,0.000118123204881401,-0.000942557706039196,0.00103674897889087,-0.000595920463716729,-0.000526152894013458,0.000396794443036043,0.00109673485243382,0.00121116035043183,0.00139974734068752,0.000545409108823954,0.000321207063074297,3.87199203326073e-05,0.000402808204996506,-0.000540253231940806,-0.00109433684338138,0.00100427399333622,0.00127632897175849,0.000250135548290957,0.0019273997989259,0.000563566456316958,0.000323374069466988,0.00121144790768999,0.00105145162525291,0.000842825916994166,0.00142252467800093
"5",0.00303541735370474,0.00104080501617684,0.00271385526444815,0.00311625422887094,0.00260040329424983,8.47057465418057e-05,-0.00141809400918676,0.000999302241518791,0.00267207064536084,-0.000526916437344637,0.000368288167332793,0.00106044419619049,0.00120153008631905,-0.00117329365401879,0.00226778350801183,0.000323140933662857,6.65833219899504e-05,0.00177497849400267,-0.000413731028000005,0.000152544335452852,-0.000278268337107098,0.00114844848127625,0.000268343318459626,0.000844951392471662,0.000690519844247251,0.000144282886531069,0.00125941241068071,0.00105005017759642,0.000553516738508951,0.00126591138492437
"6",0.00032165613518384,0.0010408050161754,0.00272109852209202,0.00273357689827455,0.00242607475003648,0.000112689871612796,-0.00166559798584735,0.0010059150489294,-0.00049893555432985,-0.000526837308694577,0.000375277696659143,0.00107407879479386,0.00120088825748539,0.0013997472873165,0.000859557397784713,0.000324880049223345,4.44873668570897e-05,0.000595275580211619,-0.000317186105451774,-0.000592612790347286,0.000859854652290079,0.0012403002695943,0.000274398732815116,0.00149749413725976,0.000610925969212599,0.000205926344281523,0.00123786883713893,0.00104984655051999,0.000625022412909039,0.00121728841534172
"7",0.00291314893417165,0.0010408050161754,0.00271955774715369,0.00252593872076392,0.00226672045581111,8.92556759887396e-05,-0.00179441721175575,0.00100474727771838,0.00257796397900915,-0.000526845509071694,0.000373563915430319,0.00106895620131336,0.00120084548147771,-0.00117329360064778,0.00201093353206798,0.000326444023023155,6.20096794317543e-05,0.00160950754249604,-0.000243515858020696,-0.000147294381860392,-0.000150111185287096,0.00117432655471872,0.000276412600668072,0.00110411554181204,0.000660827630336525,0.00018470857230002,0.00124754527558842,0.00104981696398063,0.000607349066013573,0.00120219267777953
"8",0.000438415755227466,0.0010408050161754,0.00271988549849532,0.00241327562495747,0.00212105417262923,0.000108879713658433,-0.00186146418686918,0.00100495349718261,-0.000407621712745488,-0.000526844659238102,0.000373984121994043,0.0010708807877812,0.00120084263058236,0.00139974723394549,0.00106955984713945,0.000327850493129032,4.81143109754871e-05,0.000737536759603238,-0.00018730052102206,-0.000413424139023165,0.00074612850284471,0.00122171301429872,0.000277082358919295,0.00134125972982485,0.000629541607613759,0.000192011761710347,0.00124319903930198,0.00104981266512545,0.000611717211522415,0.00119750597734756
"9",0.00280164991484359,0.0010408050161754,0.00271981577971988,0.00235214537757778,0.00198790014525164,9.24463416477365e-05,-0.00189636035116578,0.00100491708040248,0.00248936007890145,-0.000526844747309312,0.000373881090432472,0.00107015771008896,0.00120084244057856,-0.00117329354727676,0.00183923396864412,0.000329115321324342,5.91334766086011e-05,0.00148720061806234,-0.000144404450707828,-0.000254380528209576,-4.91910502497956e-05,0.0011876770871759,0.000277305102489298,0.00119829982667037,0.000649156490079868,0.000189497992799567,0.00124515118005668,0.00104981204051182,0.000610637580409006,0.00119605092019328
"10",0.000544891190026538,0.0010408050161754,0.00271983061019357,0.00231897651142908,0.00186618361195659,0.00010620781725166,-0.00191452287498666,0.00100492351132732,-0.000321647330569883,-0.000526844738182186,0.00037390635301425,0.00107042937434399,0.00120084242791536,0.00139974718057448,0.00120994268634216,0.000330252771993906,5.0395168471458e-05,0.000842688311336485,-0.000111671873680884,-0.000349427660143617,0.000656572374323542,0.00121212382460633,0.000277379181006266,0.00128448171491818,0.000636858870226792,0.000190363235884714,0.00124427436313395,0.00104981194975691,0.000610904422101592,0.0011955991756551
"11",0.00269997172714316,0.0010408050161754,0.00271982745547737,0.00230097930499284,0.00175492212952801,9.46838153198529e-05,-0.00192397598475369,0.00100492237567518,0.00240593717786107,-0.000526844739128062,0.000373900158814838,0.0010703273085933,0.00120084242707139,-0.00117329349390575,0.0017244559159244,0.000331275672993812,5.73247338888427e-05,0.00139679814180758,-8.66947233037935e-05,-0.000292625898396171,3.02807038529463e-05,0.00119456464460116,0.000277403817527429,0.00123252786143849,0.000644568906435883,0.000190065417897872,0.00124466819125015,0.00104981193657044,0.000610838469492393,0.00119545892471913
