"","MMM","AA","MO","AXP","AIG","BA","CAT","C","KO","DD","XOM","GE","HPQ","HD","HON","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","T"
"1",-0.00125561270397156,0.0178643185645342,-0.00327211036346853,-0.0133414473384619,-0.00188777502626181,-0.000251769670285285,0.00475971819832921,-0.00968832708895206,-0.00136219162959605,0.0104935942217708,-0.00940896105021238,-0.00349788414314389,0.0148974759504199,0.0012065073242411,-0.0065206796862185,0.0154237756505609,0.00533930212259293,0.000956640520598739,-0.000269080424914137,0.000887916306965053,0.00292341480962932,0.0134242102503777,0.000728501239791512,0.00267412373796105,-0.000798957946244627,-0.00429910654202104,0.00568311708047986,0.00931944232434034,-0.00343369320034981
"2",0.0178051553666592,-0.00585893681272864,0.0114094968885183,-0.034822091460228,-0.00183322327211499,-0.0156916566193104,-0.0085175596177578,-0.0103266797959805,0.00258776219561696,0.000409548927564174,-0.00637512793764472,0.0074428622610867,0.0105187194421887,-0.00889807287603617,0.00407696468755603,-0.0121166817843914,-0.00248132203705609,-0.00205318164080381,-0.0143112698569894,0.00122886220924556,-0.00259164208546281,-0.0067056231200695,-0.006974414922297,-0.00223711133003235,-0.00330794812180102,-0.0197463650256395,-0.000648383342195302,-0.0221786685287952,-0.00590348616242409
"3",0.00193043111357838,0.00232809060253203,0.000468854181235656,0.014757658354938,-0.00459172949194908,3.63509643648285e-05,-0.00109568051993847,-0.00530801247805357,-0.00661193579435349,0.00373909552581608,0.00304699339903891,-0.00869519356638193,-0.000359987432602793,0.000164119555847719,-0.0109773380681872,-0.00238935323432088,-0.00238398322835565,-0.00529665546491742,0.00756055442616343,7.06467326381244e-05,0.00949844531714916,0.000360674195690081,-0.00357895693741739,0.00744113838300109,-0.00209167529828846,0.00929143372923136,-0.0088371429592371,-0.0132215972989798,-0.00762282917276025
"4",0.000422935438109562,0.00159897992853075,-0.00552714336663485,0.00640227179974318,-0.00135846214834601,-0.0143160680308938,0.00466691330075264,0.0052913692779839,-0.000390452041756362,0.00280285789631307,-0.0030978296417743,0.0112567730247974,-0.00156469002831727,-0.000172080617630854,0.00223546079359949,-0.00602468708530068,-0.00012404698645696,-0.00170912884641439,0.00629770988598466,-0.00872586853802204,0.00373870879411697,-0.00485809985548258,0.00361433182843029,-0.000243729547946714,-0.00137794075999409,-0.0020225583575666,-0.0189757309854031,0.00763845490291715,0.00177953520324081
"5",0.00326727470383048,0.00226128357462585,0.00494973501190543,0.00389840360730886,0.005847851280123,-0.00598840648308396,-0.00224110228009522,-0.020336901769042,-0.00167203403543681,-0.00783342868089676,0.00726105086505413,-0.00357368006370962,0.00425468804314733,-0.000358335732016712,-0.00394945777952671,0.0122814550995827,0.00480561889708042,0.000249820091994479,-0.000341259525157511,-0.00411652913317084,-0.0121695287525654,0.0072911255992949,-0.000202384107979015,-0.0030144399497658,-0.00567630212754011,-0.00558510143309832,-0.00446606054902077,-0.000623312371317297,-0.00178902421612293
"6",-0.000519483408425003,-0.00806650798767805,0.00147404544986784,0.00961286947131157,0.00358720729127526,0.00512363156303763,0.001224638777785,0.00543070957064629,-0.000163755292305723,0.00945708341896534,-0.00213862326927483,0.00487907556816936,-0.00585718592628837,0.000702083867508918,3.78941476810724e-05,-0.0114914104342461,-0.00233682175166905,0.00488624721765518,0.000855640857480466,-0.0149877732619643,0.00698600010946393,-0.00448324391618371,-0.00266803149133921,0.00678678974509239,-0.00205673812888563,0.00367703894153237,0.00321012665517628,-0.0124703189358115,-0.0165832843631506
"7",-0.00351339788176119,-0.00731286406517029,0.000702649529557675,0.00661406852304935,0.000251826131716371,0.00285483407787979,0.00868433434516191,-0.0118012381717563,-0.00304592424072325,-0.0028943344950676,-0.00728491507470608,-0.00577515177428722,0.00827097147703171,-0.00577591871842742,0.001879399176687,-0.000566058850381523,0.00172037503216416,-0.000166923186043277,0.00976269319653511,0.00259178574196994,0.00358314253389835,-0.00500535685569048,0.0138849299401045,0.000884738576132804,-0.00259962002746761,-0.00151456973981112,0.00667715445160866,-0.00348701258189976,0.00433827564120293
"8",0.00175968243274838,0.00575521076098084,-0.00878275837749243,0.00937529187649488,0.000902302737813443,0.00343016535043716,-0.000638720579445362,-0.00184207002166659,-0.00541548151522875,0.000507275341078639,0.00894124619662762,-0.000804765266366303,0.00641179131343961,-0.005491160787642,0.00121600856073201,0.0152733409777284,0.00361493439413607,0.00365404202602804,0.00512780202552676,-0.000250200682785362,0.00454262318089604,0.00554982572793961,0.00207628565840423,0.00247961864806712,0.00363431521691382,0.00860061403363943,0.00599629012867808,0.00070259312633425,0.00368830189108849
"9",0.0023528269957751,-0.00455161975696683,0.00476294662803411,0.000564757152460515,0.00337479077279568,0.00367171433754265,0.00195509730838239,0.0129916146397591,0.00356828048825264,-0.00372954714111984,-9.45089323067805e-06,-0.00554164312779903,-0.0107021806761622,-0.00027609578683041,0.00348042510449886,-0.00823239330202341,0.00352257839404047,0.00237276707775891,-0.00459227059036493,-0.00310793798416853,0.00221402128227055,0.00585863878950477,-0.00552303111180663,-0.015304796397686,0.00735061522573233,-0.00743233552202582,-0.000105177030491177,0.00221737311221659,5.60362313990481e-05
"10",-0.00139620411209762,0.00254998891614377,-0.00192436960060149,0.000206168537260965,0.00610122596845031,0.00662281969562173,0.0102593768388033,0.00561636127531528,0.000359941099304706,-0.00166435563005507,0.00543784676119685,0.00613469863310456,0.000704013160429895,-0.000637917313724756,0.003232357557863,-0.00381467421539128,0.00118101120460778,-0.00328436121344566,0.00694587826728821,0.00781336054205894,0.00216058176010847,1.8373058992438e-05,-0.000798751949332654,0.000264996924670413,0.000798699620645493,0.00167255126871169,0.00339908944442868,0.00881069991737604,-0.00325763411819935
