"","MMM","AXP","BA","CAT","KO","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PG","VZ","DIS","CVX","CSCO","TRV","UNH","NKE","GS","V","AAPL","WMT","WBA","DOW","AMGN","HON","CRM"
"1",0.00696880230680108,0.00322908908128738,-0.0242037549614906,-0.00217639608308673,-0.00477493088692427,-0.0482125468552113,-0.019081836566329,-0.00436957459896803,0.00316697917878628,-0.00182602158747613,0.00892150960862637,0.00280478526838124,-0.0197639800608158,-0.00121877458877861,0.0153525797650218,-0.0251867473125458,0.00303671276196837,-0.00220155785791576,0.00118890311568975,-0.0109179960563779,0.00459506176412106,-0.0111101223155856,-0.0105229904875159,-0.00212318869307637,-0.0062746093608439,0.02391148917377,-0.00817434955388308,-0.00898812431842089,-0.00168857397511601,-0.0262748654931784
"2",-0.00974581111222506,0.0280681885778904,-0.0133053446188569,-0.00222895573824644,-0.00940351746976376,-0.00365305342711508,0.00956585258245468,-0.0127388620749116,-0.0107189770787954,0.000577523082029074,-0.00445530004799366,-0.00416189199313521,-0.0178817715495825,-0.0107213482260704,0.00279173441231251,-0.00893076322972775,-0.00633090827614069,0.000180846152943559,-0.00222267839126289,0.0131220174953341,0.00600470509380102,-0.0133844306692481,-0.0071765617467463,0.00620764074847102,-0.00890267174690962,-0.00138973060529679,-0.00961890630424023,-0.00689459592103958,-0.0153145976364613,0.0157096311450005
"3",0.00205692392773926,0.0203972533345222,-0.0321463122963905,-0.0070294956676662,-0.00244823540560901,-0.00944465678185225,-0.00669860187917948,-0.00231588631868362,0.0151027711108327,-0.0218440499156713,0.00549254845827818,0.00134396459907293,-0.00935753993690014,-0.0071019702591002,0.0032982372213155,-0.0162652265280485,0.00604086183011532,-0.00186341884545982,-0.00451428955420852,0.00445012887939811,0.00929054245352745,-0.00497084250673652,0.000240131950704381,-0.011346603743732,-0.0089368773624301,0.0113417152315378,-0.0203169900923967,-0.00512201897799969,-0.000895651697646827,0.00608574785292149
"4",0.00527101894840598,-0.0162060335278511,-0.0055043650791049,-0.00796203967183828,0.00351651688106358,0.0158961359411478,0.000993750058114529,0.0025114375166595,-0.00675014685839415,-0.0103879636153579,-0.000113072550448123,-0.000865624926518649,-0.00666817277669907,0.00367099745199084,-0.00445291120558977,-0.00616120593622327,-0.00774952722713351,0.00535925012081861,-0.0138808432966471,0.0143393259495497,-0.00708443392068148,-0.00998035259544849,-0.00725951045751572,-0.016710476949811,-0.00521421944722533,-0.0031829287763685,0.000881071959156543,-0.010709086433053,-0.00793356541544199,-0.00882864464074373
"5",-0.00895063672214746,0.00332265789620578,-0.0215782560408115,-0.00441808020696044,0.00190777715761214,0.00301136774942279,-0.0465171970427036,-0.0102767189964652,-0.00649041403084993,0.00080941995838657,0.000587981252465397,-0.00801928527653217,-0.0101196607574821,-0.00262872409075499,0.00695908907800913,-0.0450796894729137,0.0173114985227585,-0.0128986006602645,0.000398775795474648,-0.019029825925827,0.0119000906124711,-0.00867164507508278,0.0136658567935228,-0.00431839795783162,-0.00999946240335703,-0.0234357137233019,-0.00118286884389818,-0.0078727463260293,-0.0173909515142441,0.000396250368794426
"6",-0.00892885494977236,0.00107691972516477,-0.0120828794315457,-0.00321275112219155,-0.00425855815410614,-0.0168625619262457,-0.0184150114655495,-0.000520864792633802,-0.00869803875684738,-0.0199911929666996,-0.000478806090541184,-0.00305536505766213,-0.0199267771095037,0.00381786446087062,0.00432937266305089,-0.0184098538011312,0.00982948485761881,-0.0138723514974117,-0.0025536073371768,-0.00397786637768149,-0.0172725599259138,-0.007471754681319,-0.00677985185757279,-0.00951112527400255,-0.00671393098309636,0.0122517514973879,-0.00646805204451084,-0.0013228744501248,-0.00558347534388304,-0.0180997140705585
"7",-0.00180554226972163,-0.017550203949213,-0.0276362206786871,-0.00998000986874104,-0.00403866311535239,-0.00506327021867037,0.00466657802462578,-0.000944385887123644,-0.00669000763446093,-0.019704757258296,-0.00402748957276344,-0.0102162379771471,-0.0140175307169557,-0.000533263315446675,-0.000271209137281403,0.00791086908429861,0.0013438822934404,-0.0165616367012262,0.00121833651792258,0.00232099671848118,-0.023502092808485,-0.00804610829800367,-0.00893477816134691,-0.0170549489557743,3.53267678292468e-05,-0.0101722609251738,-0.00658762780949473,-0.00503714429214597,-0.00529834162443876,-0.0143116312101483
"8",-0.0163969043642282,-0.0215336121618748,-0.0224173553287983,-0.00913755595684052,-0.00403866311535239,-0.0526048019528389,0.00775286322459579,-0.00812905095517635,-0.00253479182720184,0.0121884047985077,-0.00228990288451314,-0.00457162316888571,-0.0197763480246067,0.00239622825756669,-0.00505963014438748,0.00185481004882604,0.00856582541018724,-0.0122350687161088,-0.000685339153278619,-0.00221544643864036,0.0046323467977345,-0.00214599841274321,-0.00991034600883722,-0.0124975079670548,-0.000929085130337626,-0.00206004874780774,-0.00836345832794905,-0.00881575141102076,-0.00745994318276644,-0.00679961172863841
"9",-0.00264590117149055,0.00685069104656577,-0.0148120075464249,-0.00879046227782965,0.00195098982658237,-0.00370823848061264,0.0318851657211781,0.00640759011730552,-0.00743915978819132,-0.00453194137662649,-0.00404318468645215,-0.00835292413830757,-0.0152619788423181,-0.00431508431211114,-0.00941238086670637,-0.00338700180873275,-0.0134845320135355,-0.00374121521599591,-0.00390246813185513,0.0039869612082839,-0.00477712135761976,-0.000971528061199933,-0.0193423423916101,-0.0116352373734117,-0.0031326599419117,0.0052918684668839,-0.0169791858643293,-0.00457141827791929,-0.000425540143623948,0.00326807331293821
"10",-0.00466572539880872,0.00700049381703138,-0.0248861517757177,-0.00630846759304404,-0.0167305152863264,-0.0188499335199594,-0.00872163660824299,-0.0056920051574707,-0.00104922743048519,-0.0221735816448927,-0.0129711525514722,-0.00234670680947602,0.00445959717035294,-0.0115575846284628,0.0102946842089295,-0.0140797132626176,0.00447889789938927,-0.012585511431098,-0.0049207410775125,-0.00661390507593751,-0.0127025181427598,-0.00130855268798769,-0.0295147281140089,-0.0034848228096962,-0.00284338323399425,-0.00499751279130578,-0.014586353674531,-0.00445663742721081,-0.00255129626020789,0.00498374784365296
"11",-0.0417473949491978,-0.066381499171257,-0.0261585116386414,-0.00740229291841388,0.00133087753783911,0.0164704937487841,-0.013009930960834,-0.00806053169071674,-0.00597763201221824,-0.0263432618230581,0.000279401167063043,-0.00599770434200764,0.00379532156512141,-0.00582395307719707,-0.00583332730457187,0.0127930277958512,-0.00777353346347809,-0.0125165767967701,0.000600803876295686,0.00382135924883187,0.00500864861533046,-0.00980778317898512,-0.00127020594663918,-0.00711381109431386,-0.0115322610363364,-0.00153942673932761,-0.00173567072488368,-0.0153421219438314,-0.00132032530382276,-0.0339549034833908
"12",-2.11163078347454e-05,-0.0145729016512632,-0.0260417126119137,-0.00681578321382403,-0.00262519111856818,0.00491626095026731,0.0157726034522057,-0.00767830200493336,8.54614627314731e-05,0.00562843261286616,-0.00783724151551723,0.00457376334816217,-0.000194415973965079,0.00388260302133858,-0.00605875113978982,0.00264359428547323,-0.00408796034753323,-0.0154762845486403,-0.000330573820974678,0.00927571952342987,0.00277404999360442,-0.0171117670834064,0.0079949488863349,0.00726299360394478,-0.00632423255592585,0.00491554336622357,-0.00357715087011456,-0.00353225087746978,-0.00557641079649329,-0.0438822954893112
"13",-0.00401545315980911,0.00186724308878183,-0.0147287547588348,-0.0258558504283428,-0.000957839016336948,0.0154678476974368,0.00739903235808015,0.00555410049855709,-0.00179667107295245,-0.0276121962815523,-0.00510140508413315,-0.00215108273550868,-0.0138396937400103,-0.00289286090992391,-0.0108598424121737,-0.00955568347126245,-0.0128006776794791,-0.00609323475509882,-0.000515065970830619,-0.00126081437338144,-0.0163215752691031,-0.014928137883544,-0.00968577526509762,-0.00189537217374891,-0.00871342234313488,-0.00273311650380492,-0.000493762141559273,-0.00179753790143877,0.00558818504214287,-0.0152264935895801
"14",-0.0249901227653027,0.00807294994592667,-0.0332390852272511,-0.00337707181461155,-0.00391518557444215,-0.00473128911107779,0.00807469990104437,-0.00468131387606263,0.00687024835497141,-0.0350237190723419,-0.00504006072878838,0.00593813788145781,-0.0136680016294122,-0.00822845194488764,0.0156164513900876,-0.0270066596567631,-0.0106595857068896,-0.00550357950851321,-0.00558899529278278,0.00300414301455021,-0.00823824666440487,-0.0123493075370789,-0.0220847204327583,-0.00533099193125963,-0.00407408969476819,0.00361885223537683,0.00388680375181139,-0.0117032509297132,-0.000270561256911606,-0.017850449308753
"15",-0.0022903741337359,-0.0610336996614933,-0.024880301207304,0.000339328369591385,-0.000681817356962711,-0.0104679083451629,-0.00213966448791325,-0.00874194223433733,0.000455589033663273,0.0156313795596361,-0.00124989787582308,-0.00127011316362768,0.00208328850567341,-0.00342780840583146,0.00273872818797827,-0.0124316466972232,-0.00804756954312325,-0.00592977181077003,-0.00544890994206071,0.00190882431343198,0.00074523565126583,-0.0103002125397325,-0.0115682920441031,0.00622083200141788,-0.00617143465206027,0.00108086143154651,-0.00777181843295693,-0.0112489769235253,-0.00535299209877849,0.00234911288134754
"16",-0.0326133295893669,-0.0213425774127245,-0.0265178289264441,-0.00549231702461839,0.00246498920023441,-0.00518362270668149,-0.0082348408177495,-0.002125249709934,-0.00104302377440035,-0.0185482818633318,-0.00379276811145246,-0.00322086550295353,-0.0053625013679266,-0.00676380796357989,-0.00484423665329814,-0.0106706107035279,-0.0031084583606571,0.000577247876208276,-0.000577330414671451,0.0031382511369884,-0.0140144135802984,-0.0116850659251213,-0.0171663798391819,3.63790568371769e-05,-0.0034351299982518,-0.0141232721507549,-0.0153791075572371,-0.00435072835534811,-0.00508994190022349,-0.0045663258060813
"17",-0.00583732686936855,0.0306251402944326,-0.020377678796649,-0.00543333450332284,-0.00560738937929273,-0.0174818076193333,-0.00487967021763325,-0.0040690628811717,-2.32800230151042e-05,-0.0281776431947947,-0.0116947432979941,-0.0015748847508803,0.00454154144972563,-0.00266786827705801,-0.0110647277906537,-0.0220818296074867,0.0225629955530167,-0.0108178677037358,-0.000760943978093565,-0.0102819707244635,-0.00767231965437531,-0.0149565460160375,-0.0320807956159115,-0.00533099193125963,-0.0094785587862134,-0.00766240106895566,-0.0128041869029403,-0.00457887630909681,5.27925658388995e-05,0.00666186679154634
