"","C","MSFT","XOM","INTC","GE","BAC","JPM","WMT","AIG","IBM"
"1",0.00350360662147538,0.000588025748353035,0.00540135488162825,0.000692303451890055,0.00162651782335481,0.00641839131788634,0.00345849662878828,-0.00078645188443965,-0.00694860276164551,-0.00181559618444041
"2",-0.000837824784602738,-0.00234731493667236,0.000536583792451781,0.00320190335856438,-0.00181166725310487,-0.00387119355737869,-0.0010044497525974,0.00151448050847111,-0.00117666399553463,-0.000823469219268593
"3",-0.000789876848642223,-0.000622745213573419,0.00176820276363847,0.000640142647928936,0.00038198034552223,0.00259277379846846,-0.000286076408290987,0.00146477035806092,-0.000564783404827205,-0.000530542493545946
"4",-0.000494873232166193,-0.000356237324794918,0.00105504174724419,0.00191607702400204,-1.234994770722e-05,-0.00328412156440691,-0.00062319459446969,0.00119731901940538,-0.000444090987419817,-0.000316372200840123
"5",-0.000809579395118264,-0.000100136813815119,0.00166041898485078,0.00134020665867639,0.00020091879197991,0.00232483635018506,-0.000364409974344946,0.000966677700189703,-0.000377339396088466,-0.000132565258955598
"6",-0.000501405116961694,8.7446703746741e-06,0.00110619838297446,0.00159467277729094,0.000157153506452037,-0.00305528105499484,-0.000578729923186037,0.000789612929532522,-0.000322666191229132,2.75260925803422e-05
"7",-0.000801127637121341,6.91249016510914e-05,0.0016193532174912,0.00148277726321742,0.000178094652581371,0.00210792193019831,-0.000399742791488992,0.000656140420904046,-0.000275267981661067,0.000167133578827536
"8",-0.000509792143256334,9.93390218082949e-05,0.00114345657667561,0.00153192429686908,0.000173341331332575,-0.00284736036640429,-0.000549353757049675,0.000555839690433866,-0.000233916088706519,0.000288890550251509
"9",-0.000792961630734146,0.000115039855638047,0.00158490045242571,0.00151034364149809,0.00017541495286127,0.0019083979285671,-0.000424286084880669,0.000480506785825513,-0.000197814701200971,0.000395080308452276
"10",-0.000517730379470453,0.000123084117920958,0.00117540199548652,0.00151981918853823,0.000174906351953208,-0.00265587245922205,-0.000528837735591935,0.000423931674609785,-0.000166294863726893,0.000487693261038687
"11",-0.000785245839524871,0.000127227345262824,0.00155526850498562,0.00151565876606776,0.000175113130485409,0.00172462039148684,-0.000441436583084787,0.000381444364121112,-0.000138774927487059,0.000568465264174748
"12",-0.000525229874863519,0.000129357135557764,0.00120288950428511,0.00151748547367342,0.000175059286207363,-0.00247949463243498,-0.000514500587462778,0.000349536930182663,-0.000114747280724441,0.000638910232611744
"13",-0.000777956583445522,0.000130452739410315,0.00152977004836421,0.0015166834258251,0.00017508002508557,0.00155534431046603,-0.000453421887222456,0.000325574861281003,-9.37687488227272e-05,0.000700348520476087
"14",-0.000532314784870605,0.000131016184237648,0.00122654286615243,0.00151703557885843,0.000175074368656008,-0.00231703434790153,-0.000504481333787309,0.000307579659893951,-7.54523981084819e-05,0.000753931669132068
"15",-0.000771070290945262,0.000131305981031076,0.00150782826493831,0.00151688095996208,0.000175076458428018,0.00139942538842519,-0.000461797598318709,0.000294065498418116,-5.94603970761512e-05,0.000800663990615964
"16",-0.000539008027879323,0.000131455026651185,0.00124689692292279,0.0015169488480692,0.000175075867599231,-0.00216739340443716,-0.000497479561131649,0.000283916539480311,-4.54977851434679e-05,0.000841421391516313
"17",-0.000764564685502285,0.000131531683511768,0.00148894704547563,0.00151691904061885,0.000175076078972012,0.0012558096446267,-0.000467650811229421,0.000276294803743127,-3.33070323045425e-05,0.000876967790141602
"18",-0.000545331255965379,0.000131571109314009,0.00126441188087799,0.00151693212809666,0.000175076017521811,-0.00202956025938131,-0.000492586500036516,0.000270570979654439,-2.26632891785102e-05,0.000907969434685064
"19",-0.000758418722028366,0.000131591386650468,0.00147269948515267,0.00151692638181265,0.000175076038965822,0.00112352626556594,-0.000471741222298684,0.000266272462449493,-1.33702398295612e-05,0.000935007390752866
"20",-0.00055130492424188,0.000131601815609358,0.00127948375356678,0.00151692890481826,0.000175076032595178,-0.0019026031884341,-0.000489167073548629,0.00026304433211654,-5.25648086531274e-06,0.000958588432310178
"21",-0.000752612518846536,0.000131607179391415,0.00145871822631552,0.00151692779704891,0.0001750760347759,0.00100168104224358,-0.000474599731457806,0.000260620048357821,1.82763997144663e-06,0.000979154540174739
