"","AAPL","MSFT","BA","JPM","V","DIS","INTC","CRM","UNH","WMT"
"T+1",0.00215684095993687,0.00515470800094501,-0.000392051032722354,0.00254734081448259,0.00195440237962062,-0.000373772722410204,-0.000552986388839822,0.00249814663152712,0.0033222272876411,-0.00172155176478833
"T+2",0.00514100658678819,0.00295767333829094,-0.00242217707752793,-0.000521002271393703,0.000801436988912068,0.000173254481751524,0.00337395559580426,-0.00167312276238373,-0.000334923253488365,0.00236327304428831
"T+3",0.00332512326824897,0.00320583011899072,0.00113093223871476,0.00153513127322197,0.00148569497180718,-0.000359144585838363,0.000989350746839078,0.000766787043779071,0.00156795071767745,-0.000381790018962433
"T+4",0.00434670592766259,0.00301345251197944,-0.000874830414453629,0.000801452595719044,0.001254075382765,-3.29252483911578e-05,0.00123612000609921,-0.000414057225736503,0.000648620630744709,0.00189660666003846
"T+5",0.00377062315368661,0.00292450608236493,0.000484163249668863,0.0010989128739136,0.00136038383682529,-0.00023954615822043,0.000906646768403092,0.000221132251379875,0.00111057076668976,-0.000114751146667482
"T+6",0.00409545921502054,0.00283312963402573,-0.000398786452899021,0.000982020088396221,0.00131941603832266,-0.000109051912477668,0.000895294564086285,-0.000100637679182712,0.000883267695355455,0.00168788204546182
"T+7",0.00391229333290966,0.00275704078039539,0.000180132309285049,0.00102829475396765,0.00133682211789454,-0.000191487567427259,0.000842976545055317,6.79592749363809e-05,0.000996367670209913,6.66089714413357e-05
"T+8",0.00401557539409646,0.00269084931539054,-0.00019868177546827,0.00101000791878811,0.00132982540940762,-0.000139412517250766,0.000833409286847089,-1.87089637399043e-05,0.000940425940070737,0.00152595476079054
"T+9",0.00395733756036928,0.0026338244166249,4.93038209380831e-05,0.00101723751855656,0.00133272693625353,-0.000172308667947198,0.000823940516174057,2.63257098227923e-05,0.000968183735794506,0.00021211760048321
"T+10",0.00399017622797549,0.00258459195472686,-0.000113020882737491,0.00101437961798924,0.00133154470888325,-0.000151527957022873,0.000821054732851625,3.06665085773314e-06,0.00095443378568806,0.00139500544795928
"T+11",0.00397165943191461,0.00254210697924371,-6.76522796321795e-06,0.00101550938827005,0.00133203122179849,-0.000164655266542863,0.00081916843321831,1.51205669884023e-05,0.000961251010600654,0.000330004734942528
"T+12",0.00398210052960078,0.00250544095434579,-7.63184810076371e-05,0.00101506277588473,0.00133183213246765,-0.000156362660208705,0.000818443001418272,8.88576951440267e-06,0.000957872648579549,0.00128886918128709
"T+13",0.00397621308986587,0.00247379760257989,-3.07899864570654e-05,0.00101523932760455,0.00133191386190428,-0.000161601153268934,0.000818044715273602,1.21142021368385e-05,0.000959547265612541,0.000425563179171875
"T+14",0.00397953285064908,0.00244648876064523,-6.05922351697689e-05,0.00101516953442142,0.00133188037064056,-0.000158291963318748,0.000817873703761431,1.04435238642624e-05,0.000958717289052081,0.00120283398721329
"T+15",0.00397766093141866,0.0024229207125906,-4.10841428997819e-05,0.00101519712457335,0.00133189410863868,-0.000160382400015049,0.000817786939468127,1.1308382982765e-05,0.00095912867322039,0.000503024273996708
"T+16",0.00397871645373911,0.00240258103566739,-5.3853839022817e-05,0.00101518621782808,0.00133188847657472,-0.000159061857632465,0.000817747691287854,1.08607599613482e-05,0.000958924775400065,0.00113309249830575
"T+17",0.00397812127455036,0.00238502750579421,-4.54949930008356e-05,0.00101519052940611,0.00133189078625353,-0.000159896052797182,0.000817728491985735,1.10924608642407e-05,0.000959025837078683,0.000565815479471023
"T+18",0.00397845687926459,0.00236987847389304,-5.09665646113895e-05,0.00101518882498333,0.00133188983923903,-0.000159369086315822,0.00081771959099894,1.09725341900634e-05,0.000958975746542214,0.00107655892564186
"T+19",0.00397826764125637,0.0023568045697485,-4.73849582731252e-05,0.00101518949876379,0.00133189022757378,-0.000159701974450664,0.000817715310241351,1.10346095485174e-05,0.000959000573721931,0.000616715041321459
"T+20",0.00397837434721799,0.00234552154052321,-4.97294225102785e-05,0.00101518923240962,0.00133189006834165,-0.00015949168686267,0.000817713302586425,1.10024793063894e-05,0.000958988268264975,0.00103073190152001
"T+21",0.00397831417874363,0.00233578407059259,-4.81947724007454e-05,0.00101518933770288,0.00133189013363506,-0.000159624526892205,0.000817712344683463,1.10191101263829e-05,0.000958994367408045,0.000657975045608588
