"","AAPL","MSFT","BA","JPM","V","DIS","CRM","CVX","INTC","UNH"
"1",-0.00411825744782415,5.81172201020302e-05,-0.00124464045795031,-0.00755155207307394,-0.00220106719482129,-0.000767941361916394,-0.0128037039801688,-0.000334722998105365,0.0072701569681571,0.000605885875315029
"2",0.00337424860371743,0.00308273551196511,-0.00322098336814358,0.00255430876312934,0.000181299333693042,0.00354972529141504,0.00351673228162406,0.00358946909658955,0.0078850477080113,0.00267202975554488
"3",0.00249644106361446,0.00240090141807672,0.000891541136447312,-0.000736461557862635,0.000309777117154533,0.00398107502752922,0.00409425628003865,0.00293826316218927,0.00674346087872868,0.000557105395169254
"4",0.00133838773601516,0.00189150767341525,-0.00284498509794083,-0.000794474241430153,0.000273390948057309,0.00386270066518709,0.00169458391593856,0.00218639003282746,0.00571745797417128,0.000793933273367187
"5",0.00100318084980598,0.00166493822122126,0.000711050668568094,-0.000581697788360152,0.000228353334871979,0.00367240336758814,0.000523876198272481,0.00180239300586937,0.0048314366862874,0.000873782426546935
"6",0.00100632014216308,0.00157495528589716,-0.00266087929489707,-0.000614643954138586,0.000186071829337039,0.00347838325983811,0.000389566839584809,0.00164544785730582,0.00406715465424214,0.000847061480557267
"7",0.00104463638504736,0.00154048837841173,0.000537377846437525,-0.000622102948398155,0.000147127311669568,0.00329016217777729,0.000520029732270713,0.00158846700984616,0.0034079060321488,0.000847018595780833
"8",0.00105859774690359,0.00152745366592994,-0.00249608546626429,-0.000618792102138167,0.000111311429134352,0.00310886394985902,0.000600442922393101,0.00156941710634182,0.0028392568570939,0.000848534758419506
"9",0.00105956584872511,0.00152254707587672,0.00038108005395207,-0.000618900668813253,7.83769560094316e-05,0.00293441825924633,0.000615266764393026,0.00156346971614795,0.00234875620990505,0.000848283754884578
"10",0.00105838034517652,0.00152070328122053,-0.00234784048974542,-0.000619086090377158,4.80923894997557e-05,0.00276659247553125,0.00060881733633541,0.00156173068925607,0.00192566426628545,0.000848240088659354
"11",0.00105783034399075,0.00152001086206198,0.000240473375574085,-0.000619047572762577,2.02445413110714e-05,0.00260513916328155,0.000603508805631899,0.00156125742978747,0.00156071715810553,0.000848261562191256
"12",0.00105775630995369,0.00151975089215968,-0.00221447851947572,-0.000619042756024819,-5.3626469596257e-06,0.0024498168963105,0.000602177795704702,0.00156113989405381,0.00124592413550771,0.000848260438842189
"13",0.00105778960687034,0.00151965329459282,0.000113982834505917,-0.000619045956728855,-2.89094604539889e-05,0.00230039293121749,0.000602445451535345,0.00156111456801135,0.000974392604348342,0.000848259413948358
"14",0.00105781024524582,0.00151961665583276,-0.00209450535945553,-0.000619045704218022,-5.0561678558851e-05,0.00215664329342687,0.000602782372736896,0.00156111056449507,0.000740177208450118,0.000848259648696676
"15",0.00105781426306775,0.00151960290157082,1.91249757471946e-07,-0.000619045550291861,-7.04717419292343e-05,0.00201835250376585,0.000602889929669131,0.00156111056184508,0.000538149652233947,0.000848259667336846
"16",0.00105781347661209,0.00151959773821729,-0.00198657684646579,-0.000619045592275165,-8.87798257242372e-05,0.00188531326438963,0.000602883297302092,0.00156111093428612,0.00036388641341418,0.000848259650964369
"17",0.00105781273769974,0.00151959579989625,-0.00010217628420316,-0.000619045594555895,-0.000105614826497935,0.00175732614932096,0.00060286279944195,0.00156111115488199,0.000213571887154894,0.000848259652648361
"18",0.00105781254889871,0.00151959507225169,-0.00188948376402725,-0.00061904559157688,-0.000121095269684881,0.00163419930569361,0.000602854683481272,0.00156111125060025,8.39148409667297e-05,0.000848259653291475
"19",0.00105781256026884,0.00151959479909442,-0.000194266679396633,-0.00061904559194764,-0.000135330144068651,0.0015157481661909,0.00060285438155267,0.00156111128662221,-2.79236489290609e-05,0.00084825965308888
"20",0.00105781258543584,0.00151959469655138,-0.00180213829436149,-0.000619045592067606,-0.000148419669108386,0.0014017951723828,0.000602855568271571,0.00156111129899198,-0.00012439235764867,0.000848259653086425
"21",0.00105781259357456,0.0015195946580568,-0.000277111704169346,-0.000619045592024164,-0.000160456000525626,0.00129216950856612,0.000602856149885296,0.00156111130294516,-0.000207603529139809,0.000848259653098277
