"","MSFT","C","XOM","INTC","GE","WMT","JPM","PFE","AIG","IBM"
"1",0.000338263599859892,0.000113341821008878,0.00170260914325156,0.00132556767550798,0.000109054551768497,0.000492514277276433,-0.00583348853009736,0.000632137763521563,0.000459268441617173,0.00386138950988515
"2",0.000296218394214137,0.00104761777366056,-0.000640336773017754,0.00159613565344837,0.000822787604641973,0.000406552259701665,0.00190197091695422,0.000240274191438683,0.00224307951620794,0.00413399993927322
"3",0.000282918827942771,0.000355920846339544,0.00241345593323409,0.00158478756150521,0.000496112714931808,0.000284902653459749,-0.00066777730771445,-3.2904045350083e-05,0.000299488696405203,0.00404230848941491
"4",0.000275411202257604,0.00021016517069277,-0.00056621610220912,0.00156702731606534,0.000519768505999149,0.000313478316404658,0.00124449133776854,-9.03667965687836e-05,0.00029745117503322,0.00394830031750666
"5",0.000271799212263322,0.000152617914520595,0.00225057814192115,0.00154991467321313,0.000484548421307117,0.000303887944767757,-0.000558953055772147,-0.000108995349800263,-2.43591252730705e-05,0.00385711819592538
"6",0.000269994907529337,0.000133742570605909,-0.000401294385019795,0.00153359373089204,0.000480605009942087,0.000306858022648057,0.00120289578224079,-0.000113968029584578,-7.38895936859925e-05,0.0037687482559978
"7",0.000269101897750271,0.000127257383206848,0.00209394653399753,0.0015180321383925,0.00047554925982471,0.000305923180383592,-0.000526043501019726,-0.000115408236276082,-0.00013469326447705,0.00368310479317241
"8",0.000268658921145175,0.000125056283500249,-0.000253743006124703,0.00150319467629906,0.000474088934077953,0.000306216440670944,0.00117154518663393,-0.000115810862643278,-0.000152181075125361,0.00360010370231998
"9",0.000268439303866263,0.000124306840922129,0.00195509887385952,0.00148904765135918,0.000473189882692036,0.000306124381369272,-0.000495376257706416,-0.000115925137374356,-0.000164912175582295,0.00351966345811417
"10",0.00026833040822238,0.000124051878348261,-0.000123104420370659,0.00147555893527663,0.000472837704367624,0.000306153276216666,0.00114144592070155,-0.000115957360720538,-0.000169751055354672,0.00344170505032484
"11",0.000268276414871199,0.000123965120546689,0.0018321863708971,0.00146269789471847,0.000472659902864216,0.000306144206664598,-0.000465822186482407,-0.000115966472535288,-0.000172596662623644,0.00336615190643465
"12",0.000268249643320287,0.000123935600562894,-7.46136769122214e-06,0.0014504353218223,0.000472582531837503,0.00030614705341018,0.0011124256772305,-0.000115969045995796,-0.000173832078198548,0.00329292981643099
"13",0.00026823636919441,0.000123925556022065,0.00172338286624257,0.00143874336786618,0.000472545872195256,0.00030614615987427,-0.000437325946989264,-0.000115969773196331,-0.000174491635393153,0.00322196685991531
"14",0.000268229787487497,0.000123922138255527,9.49070998883466e-05,0.00142759548002327,0.000472529339872027,0.000306146440337064,0.0010844439579856,-0.000115969978640875,-0.000174796814514427,0.00315319333546119
"15",0.000268226524081586,0.000123920975321351,0.00162706884469861,0.00141696634105945,0.000472521668922606,0.000306146352305478,-0.000409849455275531,-0.000115970036687421,-0.000174952566198278,0.00308654169215213
"16",0.000268224905987894,0.000123920579619793,0.000185524757433148,0.00140683181183704,0.000472518167824476,0.000306146379936808,0.00105746357127637,-0.000115970053087291,-0.000175026856297904,0.00302194646323139
"17",0.00026822410368893,0.000123920444977835,0.00154181064733138,0.00139716887649397,0.000472516554604643,0.000306146371263894,-0.000383356216049329,-0.000115970057720821,-0.00017506397627655,0.00295934420179917
"18",0.000268223705885249,0.000123920399164378,0.000265740472726968,0.00138795559017398,0.000472515815352924,0.000306146373986146,0.00103144868378083,-0.000115970059029944,-0.000175081939298257,0.00289867341849351
"19",0.000268223508642355,0.000123920383575828,0.00146633918325185,0.00137917102918911,0.000472515475514706,0.000306146373131686,-0.000357811043349128,-0.000115970059399815,-0.000175090825406697,0.00283987452109414
"20",0.000268223410843464,0.000123920378271647,0.000336748277986114,0.00137079524350126,0.000472515319576049,0.000306146373399883,0.00100636474488634,-0.000115970059504316,-0.000175095155129932,0.0027828897559896
"21",0.000268223362351866,0.000123920376466839,0.00139953103968109,0.00136280921141503,0.000472515247945765,0.000306146373315702,-0.000333180010400291,-0.000115970059533841,-0.000175097286886265,0.00272766315145033
