"","MSFT","XOM","C","INTC","GE","WMT","PFE","JPM","IBM","JNJ"
"1",0.00051743283648425,0.00184622517603748,0.000616612777845849,0.000988513477191354,0.00089329770654957,-0.000318890929965822,-0.000978314473042581,0.00091978071350349,0.00156312609415543,0.000380358769074486
"2",0.000336530736806079,0.00169367386681179,0.000765860988205481,0.00108871803034214,0.000578873118219672,-0.000382593820210392,2.50483144854486e-05,0.000498719029532255,0.0015332211900737,0.000322271385436498
"3",0.000358493644979845,0.00168017021292261,0.000492871615035483,0.000998687676775124,0.000600732888114941,-0.000309549902123775,-0.000396953567872577,0.000239789887671147,0.00153592754312216,0.000182090539713734
"4",0.00035610119772861,0.00167019190802536,0.000553075584869791,0.0010215560054088,0.000568961306033593,-0.000353241078350348,-0.000438015518734897,0.000289987622852784,0.00153614258143968,0.000160474009877749
"5",0.000356474642501605,0.00166405086020642,0.000550908308469429,0.00101424415477788,0.000566228524833611,-0.000328052422689932,-0.000423286769836953,0.000291762246110257,0.0015362148173304,0.000148673912596692
"6",0.000356468132612902,0.00166025070329219,0.000548655063852696,0.00101644428089362,0.000562210892181978,-0.000342531334546426,-0.000421635889346804,0.000289819702684912,0.00153623155147891,0.000145775041793105
"7",0.000356484830392761,0.00165789953676708,0.000549309287388842,0.00101577223837001,0.000561247437510774,-0.000334210590202088,-0.000422147421627711,0.000290029610804613,0.00153623567138611,0.00014464416771131
"8",0.000356489561667016,0.00165644485580844,0.000549252728208956,0.00101597674234449,0.000560638461655114,-0.000338992263047969,-0.000422212857048028,0.000290066081195506,0.00153623667430228,0.000144312977526682
"9",0.000356491829228873,0.0016555448360638,0.000549236357213471,0.00101591445223921,0.000560430689820133,-0.000336244388905369,-0.00042219518562392,0.000290053922515165,0.00153623691894613,0.000144197795574466
"10",0.000356492752457385,0.00165498798850155,0.00054924299916838,0.00101593342073405,0.000560328299330247,-0.000337823503902718,-0.000422192622261721,0.000290054379444392,0.00153623697860033,0.000144161744631859
"11",0.000356493145405477,0.0016546434636071,0.000549242123930436,0.00101592764412929,0.000560288219576988,-0.000336916037250903,-0.000422193229218385,0.000290054726764951,0.00153623699314746,0.000144149717565543
"12",0.000356493310558906,0.00165443030400842,0.000549242031728036,0.00101592940329162,0.000560270163508669,-0.000337437529178221,-0.000422193328643411,0.000290054663075665,0.00153623699669485,0.000144145858434263
"13",0.000356493380217806,0.00165429842089854,0.000549242094897832,0.00101592886756797,0.000560262708948456,-0.00033713784452348,-0.000422193307928751,0.00029005466018891,0.0015362369975599,0.000144144590512808
"14",0.000356493409569478,0.00165421682403508,0.000549242083635227,0.00101592903071355,0.000560259461682265,-0.000337310063665488,-0.000422193304105234,0.000290054662741788,0.00153623699777085,0.000144144179896008
"15",0.00035649342194065,0.00165416633957096,0.000549242083480695,0.00101592898103031,0.000560258093323266,-0.000337211094858094,-0.000422193304807196,0.000290054662484664,0.00153623699782229,0.000144144045747167
"16",0.000356493427154453,0.00165413510453313,0.000549242084039881,0.0010159289961605,0.000560257504798003,-0.000337267969051768,-0.000422193304953133,0.000290054662434132,0.00153623699783483,0.000144144002153824
"17",0.000356493429351847,0.00165411577922969,0.000549242083909564,0.00101592899155286,0.00056025725485417,-0.00033723528528007,-0.000422193304929536,0.00029005466244984,0.00153623699783789,0.000144143987941567
"18",0.000356493430277949,0.00165410382254966,0.000549242083915723,0.00101592899295604,0.000560257147873593,-0.000337254067593513,-0.000422193304924003,0.000290054662449365,0.00153623699783863,0.000144143983317247
"19",0.00035649343066826,0.00165409642488071,0.00054924208392024,0.00101592899252872,0.000560257102303774,-0.000337243274001466,-0.000422193304924789,0.0002900546624489,0.00153623699783882,0.000144143981810796
"20",0.000356493430832758,0.00165409184789898,0.000549242083918845,0.00101592899265886,0.000560257082834962,-0.00033724947673201,-0.000422193304924998,0.000290054662448981,0.00153623699783886,0.000144143981320403
"21",0.000356493430902086,0.0016540890160932,0.000549242083918979,0.00101592899261923,0.000560257074532528,-0.000337245912222065,-0.000422193304924972,0.000290054662448985,0.00153623699783887,0.000144143981160695
