"","MSFT","INTC","XOM","C","GE","WMT","PFE","HPQ","JNJ","HD"
"1",6.20952488930258e-05,-0.00100830213115982,0.000348870563323866,-0.000687108202164517,0.000653872855917388,0.00284430697504152,0.000271968178782158,0.000319453357393454,0.0022937767336202,0.000728220007602002
"2",0.00104875951130483,-0.00113883703595182,0.000889034463291096,-0.00168118573967497,0.00065826875103002,-0.000860172332538879,0.000242923500826118,0.00056961704293622,0.00178698740454474,-0.00060308971015019
"3",0.000967612588809243,-0.000916607975101059,0.000944015893542471,-0.0015890051834634,0.000652583994621907,2.54175434959923e-05,0.000192914974163968,0.000776659499987477,0.00166538769945753,-0.000541843903386746
"4",0.000972133017451096,-0.000716200220796355,0.000943017347609396,-0.00143098587835162,0.00064604703802106,0.000381016579963543,0.000168160331172142,0.000941775087645167,0.00159205265772687,-0.000372284527706756
"5",0.000969812964701772,-0.000581380768464142,0.000939046238916615,-0.00127903220953381,0.000639658398449417,0.000259236682567734,0.000155655684389254,0.00107343965277935,0.00152848360400129,-0.000234763904600527
"6",0.00096807097967379,-0.000497559443859344,0.000936777730422625,-0.00113750473375389,0.000633517790382354,0.000227485481522537,0.000149342612257781,0.00117843005485201,0.00147000942193224,-0.000133847654189119
"7",0.000966311661358136,-0.000446825390740156,0.000935691219198167,-0.00100600432861191,0.000627626664893052,0.000243120289879145,0.000146155356952795,0.00126215026085454,0.00141581311477118,-6.09524685481987e-05
"8",0.000964582323085296,-0.000416417681633265,0.000935193397688352,-0.000883843068919145,0.000621976097035353,0.000245646733329819,0.000144546220895499,0.00132890943840522,0.0013655350295503,-8.43783572061757e-06
"9",0.000962878739968252,-0.000398259561856817,0.000934968205166253,-0.000770359291527555,0.000616556396526436,0.000243739908490164,0.000143733823194669,0.0013821437530354,0.00131888659683132,2.93772156458777e-05
"10",0.000961200826893448,-0.000387431420018034,0.000934866727833548,-0.000664936722903957,0.000611358145259465,0.000243581837085396,0.00014332367141098,0.00142459323126623,0.00127560518662149,5.66051934170663e-05
"11",0.000959548173125758,-0.000380977736475765,0.000934821052693849,-0.000567002751131345,0.000606372296398083,0.000243804667949083,0.000143116599818467,0.00145844279267389,0.0012354477037256,7.62098991438193e-05
"12",0.000957920400330865,-0.000377132046909036,0.000934800501476965,-0.000476025431082729,0.000601590171278318,0.000243807847746883,0.000143012056461274,0.00148543471001293,0.00119818866438755,9.03256597803206e-05
"13",0.000956317133767724,-0.000374840611445417,0.000934791255589157,-0.000391510603292453,0.000597003445687208,0.000243782799004697,0.000142959276099657,0.00150695828583899,0.00116361886699763,0.000100489271725227
"14",0.000954738004505672,-0.000373475310389634,0.000934787096047033,-0.00031299921042734,0.000592604135524619,0.000243784068062662,0.000142932629102209,0.001524121361382,0.00113154421031054,0.000107807262133397
"15",0.000953182649154797,-0.000372661834988271,0.000934785224769842,-0.00024006480387683,0.000588384582921972,0.000243786778404605,0.000142919175945557,0.00153780733830682,0.00110178460280177,0.000113076351832988
"16",0.000951650709797139,-0.000372177151082684,0.000934784382930129,-0.000172311227424392,0.00058433744291402,0.000243786461247852,0.000142912383907382,0.00154872064833201,0.00107417295140496,0.000116870194768035
"17",0.000950141833903131,-0.000371888367780297,0.000934784004208336,-0.0001093704654547,0.000580455670653691,0.000243786179638105,0.000142908954839858,0.00155742301107601,0.00104855422331391,0.000119601832495172
"18",0.000948655674250571,-0.000371716305650604,0.000934783833831298,-5.0900644011306e-05,0.00057673250914916,0.000243786233249666,0.000142907223621072,0.0015643623463605,0.00102478457550938,0.000121568662645931
"19",0.000947191888844716,-0.000371613788055642,0.000934783757183128,3.41582615263295e-06,0.000573161477501969,0.000243786261170466,0.000142906349587982,0.00156989582911765,0.00100273054711488,0.000122984817066214
"20",0.000945750140839578,-0.000371552706303542,0.000934783722701123,5.3873974616902e-05,0.000569736359625744,0.000243786253383781,0.0001429059083186,0.00157430827356203,0.00098226831004575,0.000124004474681952
"21",0.000944330098460412,-0.000371516312742846,0.000934783707188572,0.000100747873799926,0.00056645119342587,0.00024378625077569,0.000142905685536798,0.00157782679287965,0.000963282973744227,0.000124738647197633
