"","AAPL","MSFT","JPM","GE","PG","XOM","DIS","V","JNJ","INTC"
"1",0.00101436034816954,-0.000950393432134556,0.00391959408853682,-0.000285436293550396,0.00130573820088188,0.000384853808931779,-0.00108641393868623,0.00403645289449174,0.000174177451948826,-0.00143473496379423
"2",0.00202681926485764,0.00287695103712778,0.00195738074139297,-0.000547352838259625,0.000975331461863472,-0.00114855355538292,0.000801124715778919,0.00288322108783531,0.000403679760791744,0.00153128050347105
"3",0.00147864654810017,7.97529648157676e-05,0.00204838593523043,-0.000442042251382561,0.000777097170480632,3.10662974172308e-05,0.000169741629375512,0.00208912373619668,0.00045750878542059,-0.000842987197761314
"4",0.00178742188833928,0.00211487003112768,0.00173067175734386,-0.000480460958242034,0.000657492264625659,-0.000703773378217531,0.000348778930921082,0.00168263327764529,0.000460764569170595,0.00113060332053074
"5",0.00161443473955859,0.000634134371844939,0.00172894324164027,-0.000466613455895458,0.000585395294676793,-0.00027143457385363,0.00028085804391447,0.00147787338366066,0.000461829825052362,-0.000512191369133063
"6",0.00171141933843152,0.00171150573460149,0.00167663553559935,-0.00047159665906482,0.000541929143345492,-0.000521173504040698,0.000295833796930039,0.00137483603628013,0.000461866302847398,0.000855320164142914
"7",0.00165705066435619,0.000927618986539316,0.00167360440745539,-0.000469803768431269,0.000515724727830622,-0.000377803534708201,0.000287457177137904,0.00132298996502712,0.000461888283700568,-0.000283039435189189
"8",0.00168752965064209,0.00149796868673113,0.00166484835072245,-0.000470448808609026,0.000499926820649733,-0.000459934529471722,0.000288036633860287,0.00129690230078944,0.000461888369011122,0.000664566949137116
"9",0.00167044321363052,0.00108298682702586,0.00166389033729718,-0.000470216739088011,0.000490402711943181,-0.000412919418123829,0.000286686973585169,0.00128377563518933,0.000461888844055627,-0.000124250452835461
"10",0.00168002182619979,0.00138492429420876,0.00166240095073249,-0.000470300231926996,0.000484660897173526,-0.000439825951176838,0.000286453245376244,0.00127717062275172,0.000461888830617622,0.00053238599875173
"11",0.00167465208084815,0.00116523701883347,0.00166216528130338,-0.00047027019328311,0.000481199320110596,-0.000424428816048484,0.000286154087633566,0.00127384714437717,0.000461888841376102,-1.42188662982217e-05
"12",0.00167766234617225,0.00132507971544251,0.0016619081211387,-0.000470281000438903,0.000479112433598314,-0.00043323948572315,0.0002860376701204,0.00127217485252161,0.000461888840737673,0.00044079224034095
"13",0.00167597479923611,0.00120877945355613,0.00166185588314174,-0.000470277112293465,0.000477854308982336,-0.000428197828029867,0.000285955222824177,0.00127133339675298,0.000461888840992079,6.20266632250481e-05
"14",0.00167692083367338,0.00129339858975553,0.00166181087499703,-0.000470278511151336,0.000477095821378844,-0.00043108276423156,0.000285913861131273,0.00127090999708851,0.000461888840970012,0.00037732305998248
"15",0.00167639048922054,0.00123183038608177,0.00166179992589053,-0.000470278007877121,0.000476638550741789,-0.000429431948780591,0.000285888821645178,0.00127069695288278,0.000461888840976252,0.000114860408109023
"16",0.00167668779894583,0.00127662691643965,0.0016617919537022,-0.000470278188942647,0.000476362875260013,-0.000430376576417497,0.000285875188621502,0.00127058975432454,0.000461888840975571,0.000333342586582645
"17",0.00167652112788464,0.00124403332084382,0.00166178973552038,-0.000470278123799781,0.000476196678340522,-0.000429836042805787,0.000285867316464401,0.00127053581466986,0.000461888840975729,0.000151471139464926
"18",0.00167661456324943,0.00126774815914441,0.00166178830878382,-0.000470278147236561,0.000476096482937325,-0.000430145346237891,0.000285862918108819,0.00127050867357398,0.000461888840975709,0.000302866660636401
"19",0.00167656218362617,0.00125049343332045,0.00166178786929351,-0.000470278138804592,0.000476036077974028,-0.000429968357038122,0.000285860415141194,0.00127049501684796,0.000461888840975713,0.000176840260153939
"20",0.00167659154750717,0.00126304783320656,0.00166178761172594,-0.000470278141838204,0.000475999661537001,-0.000430069633562686,0.000285859005309759,0.00127048814512228,0.000461888840975712,0.000281748605497767
"21",0.00167657508619161,0.0012539133527107,0.00166178752596819,-0.000470278140746786,0.00047597770710125,-0.000430011681244584,0.000285858206647534,0.00127048468744042,0.000461888840975713,0.000194419594428286
