"","MSFT","C","XOM","INTC","GE","JPM","WMT","AIG","IBM","PFE"
"1",0.0010192500701453,-0.000938843901198908,0.00401787995394923,0.00252381682808118,0.000785846969962524,-0.00114310002124013,0.000138119084619578,0.000369233863727208,0.000566589513164087,-0.000698229059934268
"2",-8.56665458136576e-05,-0.000559010593913935,0.00110309266192929,0.00274205011947608,-0.000628340948781862,0.000152414977325024,-0.000214663573470007,0.000658096803487575,0.00243080444076174,-0.000770320428929978
"3",0.000249440235908852,-0.000611934100336558,0.00154572716822228,0.00266978358173922,0.000124425492875825,-9.06354760975183e-05,7.11512309160557e-05,-0.000106733386087561,-0.00109391162415461,-0.000432296950902791
"4",0.000310358015527775,-0.000614046929973437,0.00145653856631586,0.00258844361476465,-1.73392278220655e-05,-6.71595128240016e-05,5.88431376160294e-05,-9.92473038362165e-05,0.00245999911514441,-0.000402615804630375
"5",0.000345617310307169,-0.000615527275052032,0.00145828805460925,0.00251148060913846,5.32892004450359e-05,-7.37556151525321e-05,6.59074371054247e-05,-0.000200907378877938,-0.000986633055891524,-0.000382409776506085
"6",0.000360021934072911,-0.000615847527041741,0.00144922739518237,0.0024392539178635,3.91682360590693e-05,-7.35473614798302e-05,6.55165782344467e-05,-0.000204033008667208,0.00234469030118057,-0.000378898282324553
"7",0.000366374761224686,-0.000615937789087965,0.00144455955561429,0.00237150092137614,4.58102603226984e-05,-7.37688609990295e-05,6.56923309428699e-05,-0.00021771265929025,-0.000874216317565615,-0.000377518946287378
"8",0.000369124830881442,-0.000615961240813009,0.00144103785924474,0.00230794593170829,4.44110304590519e-05,-7.37831614870029e-05,6.56805629651809e-05,-0.00021868424233157,0.00223598407870954,-0.000377203323270329
"9",0.000370320595703246,-0.000615967478642188,0.00143862396479167,0.00224832890746099,4.50369884304494e-05,-7.37927092048755e-05,6.56849626186427e-05,-0.000220547362398697,-0.000769174089545892,-0.000377101671321435
"10",0.000370839977868562,-0.000615969126402815,0.00143693327217825,0.00219240584958592,4.48989411790022e-05,-7.37941800964787e-05,6.56846201355541e-05,-0.000220752463291662,0.00213448887593256,-0.00037707550605984
"11",0.000371065629480622,-0.000615969562548681,0.0014357550194827,0.00213994787417147,4.49580480943948e-05,-7.37946763069997e-05,6.56847309080616e-05,-0.000221009165623064,-0.000671106698833201,-0.000377067727939227
"12",0.000371163660498474,-0.000615969677923867,0.00143493294297465,0.00209074027915264,4.49444778800536e-05,-7.37947794633085e-05,6.56847211698019e-05,-0.000221046921379438,0.00203973357758092,-0.000377065622877721
"13",0.000371206249247143,-0.000615969708449757,0.00143435952567803,0.00204458166574093,4.49500691123621e-05,-7.37948078986492e-05,6.5684723973573e-05,-0.000221082675271726,-0.000579551635593825,-0.000377065017553921
"14",0.000371224751505568,-0.000615969716525867,0.00143395952945256,0.00200128311413979,4.49487392317135e-05,-7.37948145025935e-05,6.56847237012603e-05,-0.000221089158986184,0.00195127066609484,-0.000377064850214554
"15",0.000371232789634445,-0.000615969718662562,0.00143368050974518,0.00196066741032663,4.49492689979033e-05,-7.37948162006974e-05,6.56847237725692e-05,-0.000221094188533977,-0.000494076442536297,-0.000377064802758903
"16",0.000371236281721819,-0.000615969719227865,0.00143348587728398,0.00192256832074427,4.49491390088203e-05,-7.37948166113579e-05,6.56847237650485e-05,-0.000221095256927431,0.00186868228521007,-0.000377064789521985
"17",0.000371237798825488,-0.000615969719377426,0.00143335010993274,0.00188682991193367,4.49491892782212e-05,-7.37948167143789e-05,6.568472376687e-05,-0.000221095970781479,-0.000414277375541989,-0.000377064785789952
"18",0.000371238457916533,-0.000615969719416996,0.00143325540436961,0.00185330591232333,4.49491766006767e-05,-7.37948167396604e-05,6.56847237666643e-05,-0.00022109614217099,0.00179157832669991,-0.000377064784745035
"19",0.000371238744252276,-0.000615969719427464,0.00143318934177615,0.00182185911356319,4.49491813771291e-05,-7.37948167459469e-05,6.5684723766711e-05,-0.00022109624429089,-0.000339777501773296,-0.000377064784451151
"20",0.000371238868648075,-0.000615969719430234,0.0014331432593059,0.00179236080895292,4.49491801430719e-05,-7.37948167474978e-05,6.56847237667054e-05,-0.000221096271282065,0.00171959458813712,-0.000377064784368736
"21",0.00037123892269063,-0.000615969719430967,0.00143311111412436,0.00176469026666602,4.49491805974666e-05,-7.37948167478823e-05,6.56847237667066e-05,-0.000221096285991076,-0.000270224919260684,-0.000377064784345581
