"","BAC","MSFT","JPM","XOM","CSCO","INTC","GE","HPQ","PFE","IBM"
"T+1",-0.00418333463860487,0.000307505851113223,-0.0057574941625131,-0.000196509296460777,-0.0044866800801548,0.000546609257583592,-0.000310808718478894,-0.00114073731549335,-0.00208198479559728,0.00168584810667675
"T+2",0.000424245756881396,0.000669651527620342,0.00610990425691244,0.00377599564816946,-0.00367513504349033,0.000813697406481299,0.00318545862770631,-0.00114162516753225,0.00374947433745568,0.00141400021355906
"T+3",-0.00301276150267867,0.000263964266774486,-0.0054508176980467,0.000367598784039316,-0.0034553787405895,0.000922112351476839,-0.000821218533381649,-0.00110609876720267,-0.00173765222192866,0.00176123336069417
"T+4",-0.000634350144633161,0.000537922214304422,0.0055729770729729,0.00336904208831664,-0.00322173904265153,0.000882272626514912,0.00228244350342133,-0.00106728439480735,0.00362680822722816,0.00149964994010371
"T+5",-0.00229170118053018,0.000350979284207489,-0.00494739585884591,0.000728700553475854,-0.00301452840733215,0.000904905081762502,-0.000309501034678614,-0.00102845188951792,-0.00165695187254452,0.00170080327890944
"T+6",-0.00113757479343055,0.000478510442542706,0.00509223001878937,0.00305147900368854,-0.00282827568684041,0.000892889397896821,0.00182003695581993,-0.000989921612815632,0.00355467654065497,0.0015462757971978
"T+7",-0.00194132249066093,0.000391508967888144,-0.00448862895548341,0.00100807250186672,-0.00266104035482365,0.000899325901143701,6.43401975687771e-05,-0.00095172257208109,-0.00158717370043823,0.00166499078463175
"T+8",-0.00138158616653066,0.000450861171025776,0.0046544263276875,0.00280570860253444,-0.00251086786398969,0.000895882203513497,0.00151075497669431,-0.000913855014928406,0.00348608701810576,0.00157378879023231
"T+9",-0.00177139124325124,0.000410371236253357,-0.00407083100936378,0.00122428290995335,-0.00237601822204811,0.000897724973562836,0.000318951864419955,-0.000876316370552552,-0.00151954639218228,0.0016438541200711
"T+10",-0.00149992772917141,0.000437993375466511,0.00425571993391439,0.0026155028684712,-0.00225492789724972,0.000896738903739721,0.00130092956288405,-0.000839103812262933,0.00341936997360708,0.00159002689348573
"T+11",-0.00168897719071664,0.000419149616418695,-0.00369034376747104,0.00139161167835657,-0.00214619296904697,0.000897266553189962,0.000491830245366977,-0.000802214510438803,-0.00145372021019304,0.00163137930457606
"T+12",-0.00155732156467831,0.000432004784959842,0.00389261930770717,0.00246829954217665,-0.00204855275979836,0.000896984206216837,0.00115848561948658,-0.00076564565732444,0.00335442143016496,0.00159961058804655
"T+13",-0.00164900764369007,0.000423235018916774,-0.00334383526406915,0.00152111014702391,-0.0019608752249241,0.000897135291028067,0.000609196400948303,-0.00072939446928621,-0.00138963735722344,0.00162401669456664
"T+14",-0.00158515669149403,0.000429217732889289,0.00356194473910615,0.00235437648208471,-0.00188214382747063,0.000897054445040014,0.00106178200438027,-0.000693458186844752,0.00329119268313944,0.00160526686452813
"T+15",-0.00162962302858998,0.000425136339349125,-0.00302827108816595,0.00162133112843219,-0.00181144575237243,0.000897097705998793,0.000688875119386601,-0.000657834074489041,-0.00132725132396943,0.00161967129754097
"T+16",-0.00159865629956361,0.000427920656517924,0.00326080047653174,0.00226620956393546,-0.00174796132323417,0.00089707455691497,0.000996130903453979,-0.000622519420470537,0.00322963813037121,0.00160860518707515
"T+17",-0.00162022178863287,0.000426021201829181,-0.00274088781146186,0.00169889378394311,-0.00169095449896897,0.000897086944067197,0.000742968195268909,-0.000587511536596999,-0.00126651716942853,0.00161710665330659
"T+18",-0.00160520340169248,0.000427317005394601,0.00298654936836471,0.00219797574499079,-0.00163976434010772,0.000897080315660584,0.000951561035924542,-0.000552807758027885,0.00316971343974677,0.00161057545805894
"T+19",-0.0016156623319568,0.000426433011219796,-0.00247916878872174,0.00175892079071726,-0.00159379734583963,0.000897083862543146,0.000779691436780042,-0.000518405443071496,-0.00120739115418725,0.00161559300564446
"T+20",-0.00160837864545251,0.000427036069987299,0.00273678976913521,0.00214516847730458,-0.00155252057293941,0.000897081964594417,0.000921303004162007,-0.000484301972983895,0.00311137545515318,0.00161173830787195
"T+21",-0.00161345106564769,0.000426624664700445,-0.00224082211925087,0.00180537667233359,-0.00151545545680152,0.000897082980193133,0.000804622473595667,-0.000450494751769557,-0.0011498306973803,0.00161469965396068
