"","BAC","JPM","XOM","MSFT","GE","INTC","WMT","CSCO","IBM","PFE"
"1",0.000438389178346694,-3.18648489508395e-05,0.000196633693549852,0.0059374444107818,-0.00236784977847603,0.00219042066391051,0.00124505175100936,0.00153484173836221,0.00215742134244203,0.00216876140556312
"2",0.000228396517445417,0.000920434829314083,-0.00132230180484003,0.000493895515485626,-0.00081094537780519,0.000866346482720266,0.000195857181054813,0.00097001208059644,7.03362623543328e-05,0.00166322373788345
"3",0.000391016866591069,0.00052065517190356,0.000280533155987413,0.0034615363522436,-0.000257863245525066,0.00201342870705298,-0.000288849206374136,0.00158482610158187,0.00192369499710393,0.00116007339484788
"4",0.000291462075983331,0.000732363985986528,-0.000672794359877104,0.000944322889391653,-0.000401757853512009,0.000926695971820549,-0.00016351689970745,0.00120159256143423,0.000713898693036572,0.00103125077216757
"5",0.000353805421313668,0.000610574632132271,-3.80896850617023e-05,0.00331453827346431,-0.000244863086338057,0.00195741406473429,-0.00016630151006443,0.00144675514291934,0.00152291394315478,0.00100540269009908
"6",0.000314858231986553,0.000682327639526955,-0.000449648212865477,0.00104324915171129,-0.000358686394135952,0.000979810162579249,-0.000170728671062709,0.0012901603302906,0.000983072503104258,0.00100074830298285
"7",0.00033919547964049,0.000639781686722995,-0.000181182247641508,0.00322571644348424,-0.000269564492935815,0.00190703706527601,-0.000169850311997791,0.00139019248760096,0.00134336748489268,0.000999960818922279
"8",0.000323988067361273,0.000665052082385168,-0.000356067771834942,0.001127708948537,-0.000338220626948378,0.0010275911783806,-0.00016982945915094,0.00132629267137761,0.00110290744000375,0.000999832949659579
"9",0.000333490622192028,0.000650035918905394,-0.000242107462583998,0.00314465693530016,-0.00028515141580311,0.0018617182574655,-0.000169867499971626,0.00136711142290798,0.00126339016035263,0.000999812792184616
"10",0.000327552825522326,0.000658959857701016,-0.000316361927103377,0.00120561707693279,-0.000326143394714884,0.0010705746584897,-0.000169861707233364,0.00134103669304441,0.0011562842160978,0.000999809685729896
"11",0.000331263136170155,0.000653656298089075,-0.00026797828648137,0.00306976103873252,-0.000294475494391662,0.00182094976306855,-0.000169861223171786,0.00135769304613431,0.00122776657508453,0.00099980921561837
"12",0.000328944699580809,0.000656808266135081,-0.00029950458011759,0.00127761967183999,-0.000318939426079522,0.00110924230780928,-0.000169861534262447,0.00134705308554067,0.00118005934765986,0.000999809145542721
"13",0.000330393405290607,0.000654935010406256,-0.000278962346985989,0.00300053960897111,-0.000300040547249449,0.00178427469998321,-0.00016986149917588,0.00135384981714354,0.00121189908519813,0.000999809135231866
"14",0.000329488162402718,0.000656048311336252,-0.000292347468183351,0.00134416741563138,-0.000314640291258889,0.00114402746480698,-0.000169861493082658,0.00134950811304841,0.00119064928844357,0.000999809133731995
"15",0.000330053815371802,0.00065538666161035,-0.000283625851787464,0.00293656227168267,-0.000303361707644583,0.00175128206014674,-0.000169861495516221,0.0013522815629286,0.00120483137337966,0.000999809133516055
"16",0.000329700359646588,0.000655779888962041,-0.000289308773195387,0.001405673629554,-0.000312074630336033,0.00117531995785082,-0.00016986149533213,0.00135050990275338,0.00119536626952678,0.000999809133485259
"17",0.000329921221122643,0.000655546188643585,-0.000285605836224081,0.00287743173385922,-0.000305343729953919,0.001721602103473,-0.000169861495268761,0.0013516416267477,0.00120168326673484,0.000999809133480907
"18",0.000329783212913622,0.000655685079895054,-0.00028801863436471,0.00146252025173915,-0.000310543479962282,0.00120347047391615,-0.000169861495286985,0.0013509186894614,0.00119746731154334,0.000999809133480297
"19",0.000329869449164948,0.000655602534950848,-0.000286446478286111,0.00282278081112047,-0.000306526573065873,0.00169490221426981,-0.000169861495286301,0.00135138049668873,0.00120028103420164,0.000999809133480212
"20",0.000329815563304857,0.00065565159252462,-0.000287470880076625,0.00151506028387162,-0.000309629710906473,0.00122879448864499,-0.000169861495285706,0.00135108549749688,0.00119840315959477,0.0009998091334802
"21",0.00032984923459591,0.0006556224369468,-0.000286803389715649,0.00277227013649415,-0.000307232477237303,0.0016708831736998,-0.000169861495285836,0.001351273940895,0.00119965645050769,0.000999809133480198
