"","AAPL","MSFT","BA","JPM","DIS","V","CRM","INTC","WMT","HD"
"1",0.00106757534890075,0.00132878589069471,-0.000831291069930623,0.00204773089157248,0.000878186585478421,0.000786240126546241,-0.00038170075324891,4.18386186872462e-05,-0.00253655551554396,0.00147855561941967
"2",0.00177395157843428,0.00153199535682524,-0.000537829520032929,0.0024853882873611,0.00114296000683872,0.0010955668333014,0.000390134741933436,-0.000540003776690718,0.000114250415545707,0.00110774841583729
"3",0.00118173263186736,0.00112090698426844,0.000478583982403867,0.0019580202339059,0.0012244050697578,0.00030307448710257,0.000508681774748069,-0.000243223217123391,0.00151836565461003,0.00110093518366305
"4",0.00173184691300201,0.00151744586692809,-0.000419487127881132,0.00216183780425451,0.00122570060686462,0.00106180283860574,0.000513224056434022,-0.000144777671023323,-0.000192886994685558,0.00108801905308897
"5",0.0012193300013646,0.0011490719409939,0.000277754738830338,0.0020637127643397,0.00122515344737232,0.000360096572046436,0.000522417171338139,-8.74123891721421e-05,0.0012659507097367,0.00108823448716772
"6",0.00169685770780073,0.00149031893417428,-0.000255346395091122,0.00210824821165897,0.00122512214342431,0.00100778272570111,0.000517162504529576,-5.77431461275952e-05,9.18352936728903e-05,0.00108776856043451
"7",0.00125192953508405,0.00117426932410548,0.000151455992507628,0.00208773156065166,0.00122512491969824,0.000410027057201946,0.000521361080513018,-4.20728822301624e-05,0.00102576736365208,0.00108779269686621
"8",0.00166648368159325,0.00146697727636345,-0.000158890634391936,0.00209714705959946,0.00122512526033511,0.000961697686909716,0.000518218281991519,-3.3828131603147e-05,0.000284738756871969,0.00108777531011128
"9",0.00128023000918501,0.00119588743999903,7.78627847370352e-05,0.00209282186165684,0.00122512525348508,0.000452559288468319,0.000520597677939206,-2.94872079041367e-05,0.000872393002722743,0.00108777678197244
"10",0.00164011520322254,0.00144695575468537,-0.000102747981420907,0.00209480822896468,0.00122512525070828,0.000922444558481293,0.000518799891241477,-2.72019693722414e-05,0.000406422162250807,0.00108777611294198
"11",0.00130479838388963,0.00121443026048914,3.50334745180082e-05,0.00209389592184078,0.0012251252506481,0.000488786112459411,0.000520158722269072,-2.59988991443263e-05,0.000775896976912856,0.00108777618884921
"12",0.00161722404404562,0.0014297824266438,-7.00750339126072e-05,0.00209431492318679,0.00122512525066612,0.000889010720024026,0.000519131734933235,-2.53655421214877e-05,0.000482936775928168,0.00108777616242324
"13",0.0013261268264408,0.00123033524075221,1.01084593329074e-05,0.00209412248484645,0.00122512525066728,0.000519642296627905,0.000519907927768482,-2.50321106917749e-05,0.000715227523677309,0.00108777616605204
"14",0.00159735163574411,0.00141505211948271,-5.10606379865049e-05,0.00209421086755729,0.0012251252506672,0.000860533460297978,0.000519321285569345,-2.48565754110647e-05,0.000531042170158724,0.00108777616498592
"15",0.00134464259995566,0.0012439776310892,-4.39693807972588e-06,0.0020941702753046,0.00122512525066718,0.000545924040250961,0.000519764666616766,-2.47641646998612e-05,0.000677084330599331,0.00108777616515242
"16",0.0015800998832815,0.0014024172971351,-3.99949930514262e-05,0.00209418891844019,0.00122512525066718,0.000836277964702097,0.000519429561605423,-2.47155149955337e-05,0.000561286239299296,0.00108777616510869
"17",0.00136071662261488,0.00125567930006453,-1.28385198121328e-05,0.00209418035605481,0.00122512525066718,0.000568309505806057,0.000519682832173795,-2.46899033137023e-05,0.000653103546543845,0.00108777616511615
"18",0.00156512319004356,0.00139157986285695,-3.35552145692616e-05,0.00209418428857156,0.00122512525066718,0.000815618355165877,0.000519491411638427,-2.46764200201202e-05,0.000580300810241847,0.00108777616511434
"19",0.00137467089810016,0.00126571632828509,-1.77511947365598e-05,0.00209418248245243,0.00122512525066718,0.00058737631793639,0.000519636086251072,-2.46693217277463e-05,0.000638026728933188,0.00108777616511466
"20",0.0015521215346564,0.00138228412616184,-2.98075119145924e-05,0.00209418331196354,0.00122512525066718,0.0007980215402708,0.000519526741955788,-2.46655848251626e-05,0.000592255349202966,0.00108777616511459
"21",0.0013867849661494,0.00127432552204306,-2.06101820304224e-05,0.00209418293098719,0.00122512525066718,0.000603616468221344,0.000519609383786948,-2.46636175293419e-05,0.000628547871693585,0.0010877761651146
