"","AAPL","MSFT","BA","JPM","V","INTC","DIS","UNH","CSCO","JNJ"
"1",0.0032035430525835,0.00361281505794192,-0.000643686421999332,-0.00232367264385471,0.00403640836915565,0.000746025492147316,0.00123711217681688,0.000327236606768599,0.00568035981854643,-0.00287477709959162
"2",0.00262367318170681,0.00205221094475256,-0.00180752474570036,-0.000953723752953269,0.00272612107388535,-0.0017947566843478,0.00119760840224671,0.000205634281339558,-0.00121037806605734,0.00312290685406511
"3",0.00192232280607228,0.000925918405535505,0.000805172529209087,-8.97019403782783e-05,0.00242932493998972,-0.000821439437683095,0.00120020997236552,0.000610099482286821,0.00365438736254249,-0.00116429686607114
"4",0.00187381962006331,0.00157169104391878,-0.00106619155321855,-0.000128154371661062,0.00216779105927678,-0.000991407403581085,0.0012001542295304,0.000617693700452308,0.000815882438696286,0.00128547727421467
"5",0.00189037221797992,0.00138530871752806,0.000413439047767144,2.02678377874591e-05,0.00197679486846517,-0.000932686789624476,0.00120015709061892,0.00064051054740434,0.00250050233981141,-5.66167043006342e-05
"6",0.00189338913894661,0.00140992454786568,-0.000741242576277754,-2.97617676919825e-05,0.0018352513785179,-0.000943855677812842,0.00120015701763674,0.000641744701363146,0.0015023376883981,0.000671856295827832
"7",0.00189317455560598,0.00141587106193999,0.000161360133768387,8.58720833833512e-06,0.00173048610593086,-0.000940284231271707,0.00120015702086507,0.000643060486896253,0.00209385930723801,0.000277281186098388
"8",0.00189306354999232,0.00141097164197552,-0.000544043999231506,-1.06986121234468e-05,0.00165293465576315,-0.000941009112715742,0.00120015702077314,0.000643176042397717,0.0017433233890354,0.000490898690472555
"9",0.00189305957024408,0.00141262212678235,7.26018004914409e-06,1.09215889554475e-06,0.00159552846761163,-0.000940790458182417,0.00120015702077685,0.000643253497432042,0.00195105139612061,0.000375261880426228
"10",0.00189306253779011,0.00141232961911004,-0.000423606630964706,-5.45661927758842e-06,0.00155303444789879,-0.000940837090490146,0.00120015702077674,0.000643262691513069,0.00182795154606593,0.000437857565520081
"11",0.00189306293669079,0.0014123102955505,-8.68664075648737e-05,-1.64816766023243e-06,0.00152157892614343,-0.000940823632852268,0.00120015702077674,0.000643267335975295,0.00190090065628262,0.000403973916274345
"12",0.00189306288486821,0.00141234555138312,-0.000350042796668581,-3.8141013093201e-06,0.00149829447669155,-0.000940826613583211,0.00120015702077674,0.000643268013545184,0.00185767093120743,0.000422315438723431
"13",0.0018930628679855,0.00141233153958454,-0.000144359580108028,-2.56896625669168e-06,0.0014810585334998,-0.00094082578181489,0.00120015702077674,0.000643268296529446,0.00188328891509719,0.000412387011561897
"14",0.00189306286795785,0.00141233459944641,-0.000305109507860506,-3.28104212202015e-06,0.00146829990081948,-0.00094082597144698,0.00120015702077674,0.000643268344356743,0.00186810766891931,0.00041776135599325
"15",0.0018930628684635,0.00141233450557443,-0.000179476800886773,-2.87278987289736e-06,0.00145885552599996,-0.000940825919868162,0.00120015702077674,0.000643268361831325,0.0018771040925452,0.000414852176408614
"16",0.00189306286851189,0.00141233426917594,-0.000277663949596448,-3.10656739721828e-06,0.00145186447782367,-0.000940825931890293,0.00120015702077674,0.000643268365118438,0.00187177280174679,0.000416426940723186
"17",0.00189306286850122,0.00141233438345701,-0.000200926638079546,-2.97262065325229e-06,0.00144668946565642,-0.000940825928683558,0.00120015702077674,0.000643268366209371,0.0018749321306934,0.000415574507048253
"18",0.00189306286849876,0.00141233435384693,-0.000260900016023867,-3.0493458834177e-06,0.00144285874524713,-0.000940825929443736,0.00120015702077674,0.000643268366431379,0.0018730599087925,0.000416035936840189
"19",0.00189306286849885,0.00141233435669413,-0.000214028344460806,-3.00539133092883e-06,0.00144002311542059,-0.000940825929243967,0.00120015702077674,0.000643268366500082,0.00187416938960486,0.000415786160864488
"20",0.00189306286849893,0.00141233435811452,-0.000250660491430334,-3.03057046022187e-06,0.00143792408556353,-0.000940825929291939,0.00120015702077674,0.0006432683665149,0.00187351191002276,0.000415921366781243
"21",0.00189306286849893,0.00141233435722014,-0.000222030955788711,-3.0161462686721e-06,0.00143637031211271,-0.000940825929279475,0.00120015702077674,0.000643268366519256,0.00187390153316546,0.000415848178637851
