"","BAC","MSFT","JPM","XOM","CSCO","INTC","GE","HPQ","PFE","IBM"
"T+1",-0.00312419946755147,-5.49478671243064e-05,-0.000588991909446124,0.00168579155925038,-0.000782350335638111,0.000784577083540749,0.00170650172733332,-3.96586789152471e-05,0.000552453821932723,0.000754275574677199
"T+2",-0.00283404817741259,0.000652378742193361,0.00014839828012247,0.00154266062766218,-0.000759440682548636,0.000714873622535602,0.00188182363374224,1.75625750469149e-05,-0.000195789338927513,0.000803779938647253
"T+3",-0.00278969550201885,0.000398815592258717,-1.63519393663166e-05,0.00124981225182263,-0.00076126670961563,0.000705102741261401,0.00147244732505843,0.000233266055411464,3.24917483268778e-06,0.0007820404642122
"T+4",-0.00273937520203675,0.000480078657833231,-6.09426320096233e-06,0.00126900879189348,-0.000762238697775283,0.000693935472498745,0.00161653600430919,0.000241152292414804,4.47573414826035e-05,0.000793450471682154
"T+5",-0.00269079699807358,0.000450950483825528,-1.46784031192196e-05,0.0012859017267646,-0.000763153281309557,0.00068723407165063,0.00153315964368596,0.000253646193443039,1.63697724476763e-05,0.000787532850225005
"T+6",-0.00264367634068344,0.000460286602441955,-1.60269133251234e-05,0.00128413734185856,-0.000763992711322358,0.00068275261363808,0.00157268749733962,0.000254364211056934,1.72526748386123e-05,0.00079060419188715
"T+7",-0.00259797643934281,0.000456940490825398,-1.69204221288332e-05,0.00128318665736598,-0.000764763799802604,0.000679822188685133,0.00155253245271266,0.000255093469532454,2.00520774798646e-05,0.000789010188536849
"T+8",-0.00255365424231736,0.000458013094977901,-1.72223326205036e-05,0.00128332703483855,-0.000765472091078094,0.000677897362178899,0.00156252895189225,0.000255150104637387,1.94458698276138e-05,0.000789837466700497
"T+9",-0.00251066822286576,0.000457628708918962,-1.73536208611108e-05,0.00128337904944287,-0.000766122699939379,0.000676634198626317,0.00155751921718078,0.000255192985997147,1.92651485670499e-05,0.000789408114378637
"T+10",-0.00246897809915116,0.000457751937810274,-1.74049199977282e-05,0.00128336873588603,-0.000766720323956216,0.000675805099073591,0.00156002005325901,0.000255197139860965,1.93615801108829e-05,0.000789630945617756
"T+11",-0.00242854480392532,0.00045770778128676,-1.74258550679385e-05,0.00128336598533424,-0.000767269278154548,0.000675260924995277,0.00155876981296617,0.000255199678969778,1.93627246776861e-05,0.000789515297562381
"T+12",-0.00238933044769026,0.000457721938753907,-1.74342462326418e-05,0.00128336670430642,-0.000767773526148883,0.000674903757255112,0.00155939449898834,0.000255199970662116,1.93524542252626e-05,0.000789575318198471
"T+13",-0.00235129828319956,0.000457716866252687,-1.74376345340576e-05,0.00128336684347317,-0.000768236708761501,0.000674669331158573,0.00155908230800857,0.000255200121987672,1.93542209432968e-05,0.00078954416785405
"T+14",-0.00231441267102282,0.00045771849276943,-1.7438998544978e-05,0.00128336679525583,-0.000768662170310266,0.000674515466167417,0.00155923831532116,0.000255200141893518,1.93549679618199e-05,0.000789560334693003
"T+15",-0.00227863904614838,0.000457717910063433,-1.74395483373486e-05,0.00128336678864315,-0.000769052982755609,0.000674414477265468,0.00155916035343552,0.000255200150966173,1.93546464614773e-05,0.000789551944202092
"T+16",-0.00224394388559296,0.00045771809692994,-1.74397698278302e-05,0.00128336679177834,-0.000769411967881006,0.000674348193451563,0.00155919931307311,0.000255200152297756,1.93546275706714e-05,0.000789556298815751
"T+17",-0.00221029467698769,0.000457718029991304,-1.74398590769367e-05,0.00128336679206199,-0.000769741717667104,0.000674304688235738,0.00155917984382006,0.00025520015284466,1.93546645805342e-05,0.000789554038797795
"T+18",-0.00217765988811124,0.000457718051459935,-1.74398950365168e-05,0.00128336679186343,-0.000770044613006601,0.000674276133695899,0.00155918957315134,0.000255200152932451,1.9354659754619e-05,0.000789555211733344
"T+19",-0.00214600893734137,0.000457718043770326,-1.7439909525604e-05,0.00128336679185359,-0.00077032284089501,0.000674257391994935,0.00155918471112902,0.000255200152965579,1.935465677981e-05,0.000789554602986941
"T+20",-0.0021153121649973,0.000457718046236804,-1.74399153635622e-05,0.00128336679186587,-0.000770578410221421,0.000674245090926278,0.0015591871408187,0.000255200152971304,1.93546578295866e-05,0.000789554918922615
"T+21",-0.00208554080554607,0.000457718045353456,-1.74399177158129e-05,0.00128336679186601,-0.000770813166273288,0.000674237017150563,0.00155918592663414,0.00025520015297332,1.93546579471476e-05,0.000789554754953925
