"","MSFT","JPM","XOM","GE","PFE","INTC","CSCO","JNJ","IBM","V"
"T+1",0.00177593310595615,0.00193538461374615,0.000476900528231431,0.000968918085686169,0.001482233397217,0.00218516009652602,0.000998840149465641,0.00209107019696479,0.00185099465288318,0.00191331851268789
"T+2",0.000441237363185373,0.00129041928665973,0.000219077923689548,0.00203159163896891,0.000759504274347461,0.00199424368292033,0.00093436762404721,0.00213225454224036,-0.00103188617495581,0.00146680812986919
"T+3",0.000616201752261125,0.00149229580529905,0.000268650612129198,0.00125998865878634,0.00105384519312195,0.00169047959953233,0.000815435064987052,0.00155752954617409,0.00130538890303062,0.00109221945874681
"T+4",0.000899036450974342,0.00147170425875169,0.000288773875557843,0.00102172263779334,0.0011007032125878,0.00146645912785437,0.000735214720500164,0.00182305839590224,-0.00106283984297128,0.00140308681935143
"T+5",0.00111339130365941,0.0014780057682851,0.000306258031853136,0.00108576044182115,0.00114604877933747,0.0013067598940796,0.000683988711948443,0.00175684787990273,0.00127658031119651,0.00125510677793816
"T+6",0.00126020495775601,0.00147734883523611,0.000320063151415439,0.00112431348334266,0.0011679076163828,0.00119316662108794,0.000651440822927808,0.00176093853234516,-0.00104050273129136,0.00130597964360985
"T+7",0.00135861018324535,0.00147754558262127,0.0003310597330501,0.00112156129722694,0.0011805506849225,0.00111238028188652,0.000630770376276811,0.00176574672636205,0.00125381779774304,0.00129455946945123
"T+8",0.0014242418936668,0.00147752463893052,0.000339811780256034,0.001116361553421,0.00118745908910363,0.00105492645865579,0.000617643619083739,0.001763074613321,-0.00101803029668143,0.00129451691358208
"T+9",0.00146796445277392,0.00147753078328914,0.000346777988337908,0.00111599638266839,0.00119129865370197,0.00101406633743142,0.000609307513608968,0.00176384003516873,0.00123155855769608,0.00129623070432118
"T+10",0.00149708364373723,0.00147753011601544,0.000352322712070875,0.00111659720093017,0.00119342165826469,0.000985007358611674,0.000604013698424025,0.00176375235257248,-0.000995989869637855,0.00129511631437553
"T+11",0.00151647576471882,0.00147753030794638,0.000356736014592531,0.00111672488250424,0.0011945973520189,0.00096434113878077,0.000600651879379152,0.00176371572385707,0.0012097339975575,0.00129559202272436
"T+12",0.00152938988452328,0.00147753028669972,0.000360248766305976,0.00111666712486533,0.00119524813143566,0.000949643697254563,0.000598516967816346,0.0017637418231782,-0.000974379144943485,0.00129544546780981
"T+13",0.00153798997028694,0.00147753029269642,0.000363044727974487,0.00111664326635789,0.00119560840708272,0.000939191142835763,0.000597161199609132,0.00176373329696376,0.00118833500454774,0.00129547107325284
"T+14",0.00154371714450962,0.00147753029202029,0.000365270163269822,0.0011166472379098,0.00119580784945602,0.000931757475303692,0.000596300223696286,0.00176373464619473,-0.000953189810067998,0.00129547596541892
"T+15",0.00154753112022078,0.00147753029220769,0.000367041490219613,0.00111665076530553,0.00119591825873359,0.000926470785489576,0.000595753463919391,0.00176373487939292,0.0011673532735729,0.00129546898622374
"T+16",0.00155007101328105,0.00147753029218619,0.000368451371320005,0.00111665074968794,0.0011959793799529,0.000922710987372415,0.000595406246013325,0.00176373463285439,-0.000932413648990677,0.00129547282778855
"T+17",0.00155176243902081,0.00147753029219204,0.000369573560940324,0.00111665030617011,0.00119601321594867,0.000920037086996407,0.000595185746482477,0.00176373472485675,0.00114678066830741,0.00129547134607405
"T+18",0.00155288883330514,0.00147753029219136,0.000370466763596632,0.00111665024760212,0.00119603194715554,0.000918135457441302,0.00059504571901772,0.00176373470673252,-0.000912042605185595,0.00129547174785746
"T+19",0.00155363894846138,0.00147753029219154,0.000371177704930246,0.0011166502951078,0.00119604231653112,0.000916783052917449,0.000594956795060328,0.00176373470588936,0.00112660921115099,0.00129547170387134
"T+20",0.00155413848290982,0.00147753029219152,0.000371743576041657,0.00111665030891907,0.00119604805689517,0.000915821247295934,0.000594900324208613,0.00176373470812672,-0.000892068779214449,0.00129547167331913
"T+21",0.00155447114471925,0.00147753029219153,0.000372193979049036,0.00111665030485932,0.00119605123469305,0.000915137228544694,0.000594864462589462,0.00176373470716242,0.00110683108006052,0.00129547169979134
