"","MSFT","JPM","GE","XOM","VZ","INTC","CSCO","V","IBM","PFE"
"1",0.00158698471857529,0.00119977975438483,0.00101012956119779,0.000816329488831429,0.000413340724530161,0.00160143576673597,0.000104491740773402,0.000880114733199382,0.000234873545362131,0.000778517195217748
"2",0.000751353851494987,0.000654307361511964,0.00102036610671016,0.000529797379605071,0.000494024797887836,0.0018330743222847,0.000148874351496645,0.00015801763870847,0.000295207711519382,0.000413633660721388
"3",0.000858654272282492,0.000704152506415484,0.000813731618929686,0.00074487374626414,0.000489383879804296,0.00183095640765543,0.000375890223791612,0.000795026322084247,0.000287042244544851,0.000625347753328793
"4",0.00101444890645457,0.000716441265071692,0.000705859878002096,0.000684390195545131,0.000485860566169232,0.00183668342890671,0.000442489563814913,0.000693975470886431,0.000292556304756829,0.000507047756328331
"5",0.00113867426428244,0.000715953557162727,0.000670303683486498,0.000713146840385602,0.000482512275288566,0.00184152050779886,0.000453735464451913,0.000737854638720335,0.000287627318229421,0.000572829536616729
"6",0.00123230343565274,0.000715700665143705,0.000662477361647015,0.000703123264540405,0.000479339378570052,0.00184585062411986,0.000454539150673582,0.000728158888717426,0.000292099357217598,0.0005362745433377
"7",0.00130234683907673,0.000715700434248917,0.000661911391274235,0.000707287425369814,0.000476332590812671,0.00184971747956553,0.000454345240252277,0.000731450031948488,0.000288039170061684,0.000556586447813418
"8",0.00135469205482729,0.000715705251321293,0.000662385044623966,0.000705725440705502,0.000473483216854499,0.00185317097947981,0.000454255741398826,0.000730609989653323,0.000291725546314766,0.000545300198272065
"9",0.00139380540934928,0.000715705437397434,0.000662685434412455,0.000706346656935554,0.000470783015628897,0.00185625529785407,0.000454236321191815,0.0007308679203825,0.000288378560620372,0.000551571359926804
"10",0.00142303108793828,0.000715705352493893,0.000662794412104634,0.000706107815978298,0.000468224177524306,0.00185900990090727,0.000454233944843243,0.000730797811649134,0.000291417402331579,0.000548086813490672
"11",0.00144486859021369,0.000715705345741083,0.000662821359595842,0.00070620144974377,0.000465799301784149,0.00186147003537094,0.000454233982221677,0.000730818445692861,0.000288658334975392,0.000550022988032289
"12",0.00146118562199691,0.00071570534710657,0.000662824625282776,0.000706165152371448,0.000463501375102248,0.00186366718010074,0.000454234085553302,0.000730812682168581,0.000291163385715231,0.000548947160256405
"13",0.00147337774493379,0.000715705347286927,0.000662823675516841,0.000706179314542441,0.00046132375133871,0.00186562944884453,0.000454234115201972,0.000730814348075323,0.000288888965268361,0.000549544939732346
"14",0.00148248772661514,0.000715705347267672,0.00066282286452504,0.000706173809472087,0.00045926013229774,0.00186738194997506,0.000454234120120503,0.000730813877249441,0.000290953988657657,0.000549212785915681
"15",0.00148929472541115,0.000715705347263505,0.000662822538090738,0.000706175953994189,0.000457304549511788,0.00186894710776611,0.000454234120451831,0.000730814012288253,0.000289079083952062,0.000549397345878618
"16",0.00149438093021628,0.000715705347263715,0.000662822448675874,0.000706175119622931,0.00045545134697935,0.00187034494932422,0.00045423412036095,0.000730813973929328,0.000290781373462818,0.000549294795860493
"17",0.00149818135388237,0.000715705347263802,0.000662822434396415,0.00070617544448481,0.000453695164806495,0.00187159336084717,0.000454234120320761,0.000730813984894627,0.000289235807136283,0.000549351777375065
"18",0.00150102103899042,0.000715705347263802,0.000662822435766884,0.0007061753180522,0.000452030923704795,0.00187270831648831,0.000454234120312188,0.000730813981773052,0.000290639079173516,0.000549320115820418
"19",0.00150314285808783,0.0007157053472638,0.000662822437873948,0.000706175367270054,0.000450453810300846,0.00187370408275517,0.000454234120311165,0.000730813982664113,0.000289365000942985,0.000549337708438835
"20",0.00150472828608804,0.0007157053472638,0.000662822438829502,0.000706175348113087,0.000448959263214865,0.00187459340105773,0.00045423412031119,0.000730813982410211,0.000290521779738858,0.000549327933169547
"21",0.00150591292145443,0.0007157053472638,0.000662822439117378,0.000706175355570104,0.000447542959868117,0.00187538765074221,0.000454234120311237,0.000730813982482643,0.00028947150107424,0.000549333364759512
