"","AAPL","MSFT","BA","JPM","DIS","V","INTC","CRM","WMT","HD"
"1",0.00418738413340678,0.00245147863030909,0.00155946263049093,0.00402870615870472,0.00193484621542546,0.00282971259260555,0.000587985338179358,-0.00177550629242664,-0.00131169879682876,0.00225354403693354
"2",0.00136261757527423,0.000888124882233811,0.0011742778416402,0.000646138652846574,0.00211045530121262,-0.000154992482710163,-0.000523334682143697,0.000412059463145955,0.00210438804841788,0.000976908005416294
"3",0.0035896879333077,0.00193633101216364,0.00099601712271397,0.00288132638837361,0.00219774035198316,0.00157383603892565,-0.000108094780692441,0.00106658370452147,-0.000646047272190941,0.00201781042126125
"4",0.0019016804433558,0.00118545700075648,0.000871130589011683,0.00182741770340518,0.00223600646577181,0.000987012248407492,-1.61709776026619e-05,0.000953533357402997,0.0014793558786118,0.00143271816867232
"5",0.00318157229628964,0.00172693986004536,0.000784536864107188,0.00237662193369049,0.00225273280913416,0.00122995565569843,4.55621402841408e-05,0.00110143702762815,-0.000149856927702439,0.00177951560060409
"6",0.00221112783963244,0.00133620425164562,0.00072448196096075,0.00209947783684176,0.00226004344560666,0.00113725843652456,7.53210180704788e-05,0.00100036174065422,0.00109696817708761,0.00157572727583293
"7",0.00294694194136885,0.00161817778272862,0.000682832569856582,0.00224075103097613,0.00226323872287574,0.00117379162195937,9.07567237193089e-05,0.00107822028839021,0.000143098526561536,0.00169564440969307
"8",0.00238903016348832,0.00141469095293173,0.000653947802077632,0.00216896702910712,0.00226463529024412,0.0011595798745371,9.86215688775073e-05,0.0010198442453694,0.000872796498403219,0.00162509598583022
"9",0.00281205216206673,0.00156153776421866,0.000633915581052747,0.00220547881075528,0.00226524569123528,0.00116513729931654,0.000102645964819799,0.00106387094785254,0.000314594664121194,0.00166660178100622
"10",0.00249130680701959,0.00145556536682927,0.000620022795683119,0.00218691358513334,0.00226551248063508,0.00116296864473815,0.000104703127473585,0.00103070919445443,0.000741604775543695,0.00164218279059119
"11",0.00273450357487101,0.00153204063360955,0.00061038784381799,0.00219635443426461,0.00226562908690683,0.00116381562191212,0.000105754950075641,0.00105569431787313,0.000414953160224208,0.00165654916113089
"12",0.00255010599291793,0.00147685205076881,0.000603705793028786,0.00219155369510366,0.00226568005228484,0.00116348494274203,0.000106292713179526,0.00103687089356719,0.000664833110333841,0.00164809702740044
"13",0.00268992063161788,0.00151667904064872,0.000599071644008167,0.00219399492967508,0.00226570232784272,0.00116361406484485,0.000106567658021897,0.00105105237673724,0.000473681482564635,0.00165306965190979
"14",0.0025839098423887,0.00148793778582289,0.000595857759854518,0.00219275353596692,0.0022657120638733,0.00116356364856048,0.000106708229981443,0.00104036814287204,0.00061990747871072,0.00165014411911445
"15",0.00266428974779411,0.00150867899000263,0.000593628860587981,0.00219338479848273,0.00226571631922313,0.00116358333424434,0.000106780100730054,0.00104841757791456,0.000508048415948198,0.00165186529112847
"16",0.0026033437889916,0.00149371104398105,0.000592083069979839,0.00219306379456945,0.00226571817911891,0.00116357564778388,0.000106816846347967,0.00104235318470845,0.000593617673463056,0.00165085267793668
"17",0.00264955446659346,0.00150451270265832,0.000591011030233541,0.00219322702859653,0.00226571899202795,0.00116357864904515,0.00010683563341397,0.00104692206015287,0.000528159429396693,0.00165144842633826
"18",0.00261451643016938,0.00149671765649687,0.00059026754711779,0.00219314402229767,0.00226571934732801,0.001163577477172,0.000106845238745576,0.00104347989834471,0.000578233274147207,0.00165109793104464
"19",0.00264108310393756,0.00150234297261493,0.000589751925243398,0.00219318623191439,0.00226571950261985,0.00116357793474211,0.000106850149698435,0.00104607320124287,0.00053992809251795,0.00165130413713857
"20",0.00262093961910975,0.00149828344804346,0.000589394330145785,0.00219316476785971,0.00226571957049362,0.00116357775607913,0.000106852660539181,0.00104411942327013,0.000569230554650834,0.00165118282037927
"21",0.00263621288909262,0.00150121301491588,0.000589146330089566,0.00219317568256777,0.00226571960015937,0.00116357782583995,0.000106853944265869,0.00104559138721609,0.000546814937480304,0.00165125419439061
