"","AAPL","MSFT","INTC","GE","XOM","JPM","JNJ","PFE","DIS","CSCO"
"1",0.00219337344667565,0.000372332795517794,-6.15853514027174e-05,-0.00238754972533273,-0.002034073350042,-0.000325758877142196,-0.00130217809046009,0.00011013313474929,2.94587510799209e-05,-0.00285180380749676
"2",0.000808021716216359,0.000198511980493271,3.92571474516631e-06,-0.000575314735135282,-0.000401945588804741,0.00106715196176557,-0.00073292400748903,0.000350073942059511,0.000674804531559617,-0.000407285087876568
"3",0.00120399861311456,0.000454711913037665,7.09079083861906e-05,-0.000458459543624297,-0.000970200179540442,0.00101455484517416,-0.000418147523872904,0.000477025152429714,0.000883128813473627,-1.72007272874542e-05
"4",0.00126182492706896,0.000276684410293611,1.03320570972485e-05,-0.000221662226109592,-0.000801416001325525,0.0010795042911705,-0.000237795232640698,0.00055345117319132,0.00079378164037493,0.000350460501851601
"5",0.00123394652280977,0.000403901143234805,5.07894392310299e-05,-0.00019554069492782,-0.000855170505078038,0.00109767395001484,-0.000136140764161789,0.000599672355476476,0.000811753402221959,0.000456969336405379
"6",0.00123228606672295,0.000313124185288761,2.5566342466075e-05,-0.000164085635664775,-0.000838579802273099,0.00110745677018673,-7.84114703127422e-05,0.00062763041764988,0.000810128518054176,0.00051975985780415
"7",0.00123408881980577,0.00037790387114161,4.09862082228239e-05,-0.000159263192578993,-0.000843772407062205,0.00111173284689286,-4.57403449335821e-05,0.000644541650698573,0.000809860437026197,0.000542952152672446
"8",0.00123406998070235,0.000331676368664381,3.16150388652143e-05,-0.000155020821366933,-0.00084215734351743,0.00111371052582631,-2.72211506135923e-05,0.00065477089510141,0.000810008735498,0.000554459299280377
"9",0.00123396178261553,0.000364664833532035,3.72998919026643e-05,-0.000154204591999444,-0.000842661083757373,0.00111461054096019,-1.67314571868746e-05,0.000660958347035297,0.000809975646976201,0.000559170223812274
"10",0.00123397010746129,0.000341123894794353,3.3853204254747e-05,-0.000153624570209607,-0.000842504162519979,0.00111502199558029,-1.07878604101007e-05,0.000664701004843976,0.000809979318221734,0.000561351206705553
"11",0.00123397612384627,0.000357922972870493,3.59425469510178e-05,-0.000153492951903424,-0.000842553072659164,0.00111520985546896,-7.42066094971191e-06,0.000666964858789448,0.000809979608630163,0.000562283612840991
"12",0.00123397521912317,0.00034593496222462,3.46760787489146e-05,-0.000153412702867414,-0.000842537831854175,0.00111529565887653,-5.51292105148062e-06,0.000668334215794127,0.000809979367821343,0.000562703172891849
"13",0.00123397491390377,0.000354489741159178,3.5443743772978e-05,-0.000153392107854773,-0.000842542581543879,0.00111533484481176,-4.43209621127578e-06,0.000669162510662714,0.000809979427628979,0.000562885821887581
"14",0.00123397498908852,0.000348384954903891,3.49784288186093e-05,-0.000153380892087493,-0.000842541101410066,0.0011153527413308,-3.81974866328324e-06,0.000669663528576218,0.00080997941985054,0.000562967047291897
"15",0.00123397500262895,0.000352741398887754,3.5260475883449e-05,-0.000153377732966142,-0.000842541562670674,0.00111536091474172,-3.47282201844073e-06,0.000669966583634473,0.000809979419667216,0.000563002675679432
"16",0.00123397499716567,0.000349632591569873,3.50895153169343e-05,-0.000153376152139445,-0.000842541418927429,0.00111536464757947,-3.2762694584424e-06,0.000670149895180545,0.00080997942004829,0.000563018442646584
"17",0.0012339749967062,0.000351851071361077,3.51931416778101e-05,-0.000153375674161453,-0.000842541463722523,0.00111536635238406,-3.16491204856207e-06,0.000670260776428054,0.000809979419942059,0.000563025380390312
"18",0.00123397499706838,0.000350267939284775,3.51303294024975e-05,-0.00015337544980058,-0.000842541449762935,0.0011153671309765,-3.1018221501892e-06,0.000670327846131587,0.000809979419957832,0.000563028444387514
"19",0.00123397499707224,0.000351397680101416,3.51684025514551e-05,-0.000153375378183583,-0.000842541454113194,0.00111536748656339,-3.06607837654758e-06,0.000670368415165874,0.000809979419957573,0.000563029794365265
"20",0.00123397499705,0.000350591484375936,3.51453248224931e-05,-0.000153375346161973,-0.000842541452757513,0.00111536764896162,-3.04582763010828e-06,0.000670392954510112,0.000809979419956989,0.000563030390068775
"21",0.00123397499705124,0.000351166794693319,3.51593131998115e-05,-0.000153375335506873,-0.000842541453179987,0.00111536772312967,-3.03435450729811e-06,0.000670407797836463,0.000809979419957174,0.0005630306526748
