"","AAPL","MSFT","BA","JPM","V","DIS","INTC","CRM","HD","UNH"
"1",0.00116028008608847,0.00212140794871025,0.00314308153279395,0.0012666442416347,-0.00117421251378359,-0.00285638100713606,6.9509883019141e-05,0.00103701998088951,0.00181929995451243,0.00163933345259348
"2",0.00174231658901125,0.00136900034083969,-0.00300667927017991,0.00139753964852605,-0.000905156200025144,-0.00219853558022604,-4.03159985248155e-05,0.00258118996839191,0.00277118470817318,0.00176353726034612
"3",0.00131106223597487,0.00244758142929621,0.00284364136621096,0.00135635322658053,-0.000776032936622255,-0.00185895559671074,1.07748599198329e-05,0.00181093893205979,0.00199135568123253,0.00153720444483843
"4",0.00172666125407121,0.00144656001759178,-0.00297902071871387,0.00130578448566495,-0.000667045176151034,-0.00160377449433272,4.5340421033597e-05,0.00183848882495539,0.00198556495347102,0.00151012996451939
"5",0.00132921259659393,0.00238940169004253,0.00283665093052566,0.00125998053952897,-0.000572389220707539,-0.00140266382307431,7.22332689174295e-05,0.00189531414852141,0.00191901607021043,0.00151618766757036
"6",0.00170937867472362,0.00150189813236428,-0.0029736061304437,0.00121956217432535,-0.000490094647247432,-0.00124341455125354,9.30115428213311e-05,0.00188184344632623,0.00191116706020699,0.00151782773073613
"7",0.00134574551920943,0.00233733233176555,0.00283136059248889,0.00118399141564806,-0.00041854446287315,-0.00111725552366372,0.000109070715099238,0.00187991427412652,0.00190467455861918,0.00151775574161484
"8",0.00169356479299764,0.00155091341139582,-0.00296832967306653,0.00115269556896177,-0.000356335794900735,-0.00101730655194314,0.000121482385745793,0.00188138510430302,0.0019032931855549,0.0015176854383533
"9",0.00136087167914835,0.00229119283088471,0.00282608962029686,0.00112516167110718,-0.000302249022201598,-0.000938122053761478,0.000131075014511266,0.00188125006864508,0.00190259169631446,0.00151768129027412
"10",0.00167909644802605,0.0015943458911858,-0.00296306354372226,0.00110093758637966,-0.000255223758979201,-0.000875388168629901,0.00013848888539005,0.00188115786690804,0.00190239737013707,0.00151768359157127
"11",0.00137471081660926,0.00225030855152431,0.00282082828094089,0.00107962545326513,-0.000214338062330676,-0.000825687272764071,0.000144218856062006,0.00188118702747803,0.0019023165922535,0.00151768397806508
"12",0.00166585915474699,0.00163283147407161,-0.00295780698631702,0.00106087522975378,-0.000178790357206023,-0.000786311757378279,0.000148647387990317,0.0018811887125622,0.00190229123529429,0.00151768392742247
"13",0.00138737243904426,0.00221408093266551,0.00281557650086029,0.00104437895138339,-0.000147883721311022,-0.000755116520643579,0.000152070074800238,0.00188118602147113,0.00190228160401346,0.00151768390753868
"14",0.00165374816805908,0.0016669336045259,-0.002952559979198,0.00102986567372501,-0.000121012221758617,-0.000730402106484588,0.000154715372426731,0.00188118641767793,0.00190227839581269,0.00151768390753266
"15",0.00139895673634168,0.0021819795873893,0.00281033426236344,0.00101709702229639,-9.76490355921242e-05,-0.000710822121488202,0.000156759847986821,0.00188118655686572,0.00190227722701685,0.00151768390829847
"16",0.00164266765518816,0.00169715155146396,-0.00294732250498935,0.00100586327736689,-7.73361212798546e-05,-0.000695309885997103,0.000158339965200832,0.00188118649729249,0.00190227682661429,0.00151768390837411
"17",0.00140955537364615,0.00215353453908075,0.00280510154811305,0.000995979929399694,-5.96752386880197e-05,-0.000683020323468032,0.000159561193010426,0.00188118649782583,0.00190227668355139,0.00151768390835204
"18",0.00163252993737487,0.00172392771779103,-0.00294209454637124,0.000987284648560246,-4.43201414760863e-05,-0.000673283922338576,0.000160505045371314,0.00188118650253691,0.0019022766338895,0.00151768390834696
"19",0.00141925221669393,0.0021283293407841,0.00279987834080518,0.000979634618517006,-3.09697888443931e-05,-0.000665570262334046,0.000161234522109524,0.00188118650156167,0.00190227661630624,0.00151768390834731
"20",0.00162325479608321,0.00174765411735895,-0.0029368760860555,0.000972904190743243,-1.93624435485234e-05,-0.000659459118198305,0.000161798314004995,0.00188118650137373,0.00190227661016446,0.00151768390834754
"21",0.00142812399543228,0.00210599497825177,0.00279466462316737,0.000966982820792825,-9.2705404704201e-06,-0.000654617566635769,0.000162234052781503,0.00188118650148977,0.00190227660799917,0.00151768390834755
