"","AAPL","MSFT","BA","JPM","V","DIS","CVX","INTC","CRM","UNH"
"1",0.00110824174268878,-0.000466730657104386,0.00299750154894087,-0.000145344123025783,-0.00432830252997597,-0.0025211666972744,0.00300780978431353,0.00117114895965344,-8.46707571020046e-05,0.00107086486796179
"2",-0.00163254085490278,0.00125201165238963,-0.000909047002460474,-0.000697544912300333,-0.00443441285304366,-0.000113669284072855,0.00885943444065301,-0.00304865823756265,-0.00232371104519967,0.00113738257308467
"3",-0.0003115755073701,-5.12797129533999e-05,0.000454172257095351,-0.00069016803341529,-0.00406895692144295,-0.0029526104556234,-0.0022140561933087,-0.000524773781235193,-0.00178461281982296,0.00108968755704989
"4",0.000576130358903869,0.000658290774757311,-0.000606587881191713,-0.000695346697988372,-0.00370979510869098,-0.0013257574346663,0.00607520755960427,-0.00181821658941084,-0.00102826834853549,0.00112330422085214
"5",0.000901183607274072,0.00026214029926719,-7.46152914746676e-05,-0.000694837237539618,-0.00338457932091451,-0.00243767905320682,-0.000695563261867792,-0.0011537906440993,-0.000523859864062122,0.001099608712614
"6",0.00098552912965962,0.000482826845456314,-0.00040740110157883,-0.000694923961837231,-0.00309177047417002,-0.00171629796372682,0.00477101423805791,-0.00149508506450458,-0.000247493865318194,0.00111631105281558
"7",0.000999285395307675,0.000359864196852303,-0.000222254288819786,-0.000694912257715089,-0.00282824824676498,-0.00219125991743833,0.000350806101093283,-0.00131977289349064,-0.000109687640543268,0.0011045380127222
"8",0.000998839477657977,0.000428375704502176,-0.000331705863310612,-0.000694913984987885,-0.00259109055438357,-0.00187986104365089,0.00392424086461525,-0.00140982522118865,-4.4731305758137e-05,0.00111283651888163
"9",0.000997438391736437,0.000390202866780988,-0.000269029653553913,-0.000694913739077334,-0.00237766018130415,-0.00208426985414392,0.00103529191661018,-0.00136356818336692,-1.5253798495944e-05,0.0011069871202614
"10",0.000996784661279993,0.000411471780785405,-0.000305520682604563,-0.000694913774588602,-0.00218558327086387,-0.00195013789896522,0.00337085967182323,-0.0013873289633793,-2.2427028746396e-06,0.00111111020742444
"11",0.000996582048051558,0.000399621294035751,-0.000284458503857809,-0.000694913769489454,-0.00201272343578138,-0.00203816324788823,0.00148267157274983,-0.00137512380080549,3.37829256394756e-06,0.00110820395178045
"12",0.000996538092148494,0.000406224077612256,-0.000296670483384019,-0.0006949137702233,-0.00185715802976401,-0.00198039741968877,0.00300917582275418,-0.00138139320750744,5.7648465279129e-06,0.00111025249490705
"13",0.00099653377435714,0.000402545178012391,-0.000289606625096386,-0.000694913770117783,-0.00171715676494567,-0.00201830602052494,0.00177507460014037,-0.00137817281120737,6.76348892845718e-06,0.00110880853076362
"14",0.000996535414955931,0.000404594965364797,-0.000293697668291562,-0.00069491377013296,-0.00159116246677594,-0.00199342870551826,0.0027727828123999,-0.00137982702712006,7.1761513193769e-06,0.00110982634309104
"15",0.000996536595902534,0.000403452877064741,-0.000291329862318175,-0.000694913770130777,-0.00147777375423912,-0.00200975432018354,0.0019661863528175,-0.00137897730862866,7.34478790076644e-06,0.00110910891396473
"16",0.000996537038352402,0.000404089219016795,-0.000292700757975006,-0.000694913770131091,-0.00137572945288959,-0.00199904071849771,0.00261827865857049,-0.00137941378219241,7.41301199926603e-06,0.00110961461087703
"17",0.000996537155509207,0.000403734665800617,-0.000291907186015994,-0.000694913770131046,-0.00128389456734456,-0.00200607146555481,0.00209109512066699,-0.00137918957950202,7.44035749068324e-06,0.00110925815843074
"18",0.000996537175393869,0.000403932213648431,-0.000292366604127947,-0.000694913770131053,-0.00120124765721306,-0.00200145757333914,0.00251729625842686,-0.00137930474534608,7.45122256202468e-06,0.00110950941238024
"19",0.000996537175158285,0.000403822145115993,-0.000292100648563391,-0.000694913770131052,-0.00112686947604861,-0.00200448541679569,0.00217273426669588,-0.00137924558828773,7.45550349029055e-06,0.00110933231008288
"20",0.00099653717333502,0.000403883472444876,-0.000292254613181343,-0.000694913770131052,-0.00105993274696182,-0.00200249840982689,0.00245129515175037,-0.00137927597540104,7.4571764884632e-06,0.00110945714483192
"21",0.000996537172454717,0.000403849302449287,-0.000292165482527036,-0.000694913770131052,-0.000999692961171265,-0.00200380237311037,0.00222609281212922,-0.00137926036650024,7.45782503205407e-06,0.00110936915210229
