"","AAPL","MSFT","JPM","GE","PG","V","DIS","XOM","GS","INTC"
"1",0.00152252414034876,0.00088545571148094,0.00109091540437718,0.000804902616580581,-0.000156432563647388,0.00188773801329949,0.00242809885360877,-0.000197458971517722,0.00213524682857465,1.02446003080285e-05
"2",0.00149255119247919,0.00135867111161063,0.000489485050773009,-0.00164299586092579,0.000321952573740914,0.00181576997393893,-0.00132246892422195,-0.00123600866678117,0.0017421252216319,-0.000651869952636128
"3",0.00160333004007864,0.00107879218226472,0.00113135396758916,-0.00145881938193286,0.00028843168199752,0.00153600614549684,0.000246366663091594,0.000140624039257487,0.00137741368599371,0.000611191879323087
"4",0.00167252374520436,0.00124539318018423,0.00114025316399346,-0.00103119529866408,0.000295968699790193,0.00138614565430869,0.00018483897449413,-0.000820635940373565,0.00124534647173224,-0.000714898927740411
"5",0.00170891724701955,0.00114622172851089,0.00122266472529179,-0.000842983571417817,0.000296630513603667,0.00132066409694624,0.000392903607663514,-0.000255552286318228,0.00118279931499488,0.000618541810865421
"6",0.0017274829917249,0.00120525484939571,0.00123470623161775,-0.000807669806428832,0.000297022180059569,0.00129374574955422,0.00044779342268201,-0.00056297734136536,0.00115586933226781,-0.000716486124113969
"7",0.0017368963823402,0.00117011460184861,0.00124673084988494,-0.000815851080073612,0.000297133074203212,0.00128291782680807,0.000494717883685117,-0.00040259053563399,0.00114389805623042,0.00061953308078716
"8",0.0017416632907008,0.00119103229989952,0.00124984742197649,-0.000824777766315461,0.000297170973739259,0.00127859775867993,0.000517043926830778,-0.000484210706151428,0.00113863431892697,-0.000717416281371803
"9",0.00174407661662067,0.00117858076292151,0.00125178200322262,-0.00082811201984129,0.000297183195576836,0.0012768795686847,0.000530676278284856,-0.000443316371783835,0.00113631124420765,0.000620457484042871
"10",0.00174529833811518,0.0011859927053225,0.00125243265818907,-0.000828552335214638,0.000297187204931069,0.00127619703655629,0.000538085168584045,-0.000463600271622603,0.00113528728732524,-0.000718340661163576
"11",0.0017459168153733,0.00118158064838105,0.00125276367060848,-0.000828314907616728,0.000297188513476532,0.00127592603635705,0.000542328513935079,-0.000453606119405496,0.00113483575627723,0.000621382433930681
"12",0.00174622990904155,0.00118420698374653,0.00125288985737971,-0.000828136003666511,0.000297188941202243,0.00127581845519687,0.000544701140386128,-0.000458508426879113,0.001134636675323,-0.000719266242982016
"13",0.00174638840735134,0.00118264362281454,0.00125294846244884,-0.000828079254376525,0.000297189080949877,0.00127577575088342,0.000546042343016503,-0.000456111015754102,0.0011345488957311,0.000622308654476031
"14",0.00174646864439981,0.00118357423412785,0.001252972194372,-0.000828075458737972,0.000297189126614767,0.00127575879988971,0.000546796731044098,-0.000457281028846545,0.00113451019225312,-0.000720193103353844
"15",0.00174650926302741,0.00118302027541061,0.00125298275448984,-0.000828081346086127,0.000297189141535936,0.00127575207145766,0.000547222017230678,-0.000456710828135141,0.0011344931271486,0.000623236155184517
"16",0.00174652982550988,0.00118335002667843,0.00125298715659348,-0.000828084805526845,0.00029718914641154,0.00127574940072299,0.000547461524234758,-0.000456988444866293,0.00113448560283216,-0.000721121244848434
"17",0.00174654023491338,0.00118315373786621,0.00125298907609841,-0.000828085725124096,0.000297189148004675,0.00127574834062281,0.000547596470240169,-0.000456853369709376,0.00113448228522129,0.000624164937908643
"18",0.00174654550449509,0.00118327058138301,0.00125298988744931,-0.000828085709784866,0.000297189148525243,0.00127574791983535,0.000547672486844642,-0.000456919060897532,0.00113448082242538,-0.000722050669245182
"19",0.0017465481721303,0.00118320102873116,0.00125299023783759,-0.000828085576021845,0.000297189148695342,0.00127574775281148,0.000547715312050612,-0.000456887123300982,0.00113448017745159,0.000625095004421335
"20",0.0017465495225748,0.00118324243086893,0.00125299038692782,-0.000828085511351406,0.000297189148750923,0.00127574768651441,0.000547739437258021,-0.000456902647287165,0.00113447989307072,-0.000722981378317441
"21",0.00174655020621412,0.00118321778569774,0.00125299045101855,-0.00082808549741132,0.000297189148769084,0.00127574766019901,0.000547753028260526,-0.000456895102632235,0.00113447976768194,0.00062602635649709
