"","MSFT","INTC","XOM","C","GE","WMT","PFE","JNJ","HPQ","JPM"
"1",0.000424129841445632,-0.00105276119841463,0.000432848801362213,0.00354606723846857,-0.000538641043118157,0.000857616669750833,0.00125774097880063,0.000364095420169312,0.00199794135611246,0.000182023618736033
"2",0.000313033941349118,-0.000968282027925782,0.00163207920707975,0.000670142201231888,0.000139882259103711,-0.000460641616668372,-0.000237740126428557,0.000395903767553332,0.0012558456557652,0.00239736794741796
"3",0.000316543512334288,-0.000718860555263791,0.0015616788062328,0.000754688519279305,0.000315085640482715,2.55796575379368e-05,0.000136761854457785,0.000985309532023398,0.00148690228964605,0.000155027070163903
"4",0.000317158466747521,-0.000706409511801551,0.00141969176046419,0.00112522676953363,0.00034652891221569,7.57801703725293e-05,-2.37669755261447e-05,0.000546663549203045,0.00145698713915952,0.00171368748173634
"5",0.000317841333873834,-0.000697527975136421,0.00134015408748046,0.000980952306295226,0.00035287450178273,2.04867864941736e-05,8.39047486730065e-05,0.000931809704330345,0.00146573984824063,0.00066288001040256
"6",0.000318517456918234,-0.000696766518024483,0.00130412044817672,0.000980904568561164,0.000354103636696855,2.44678204382666e-05,-1.53301646867969e-06,0.00060118974223477,0.00146454142144505,0.00136912676015027
"7",0.000319188754433487,-0.000696438009552952,0.00128905986147975,0.0010010267442318,0.000354345072708058,2.92032533975484e-05,6.91356319043764e-05,0.000885826373223128,0.00146487385611919,0.000894609120355034
"8",0.000319855214041148,-0.000696399708086181,0.00128299699952458,0.000993838348172987,0.000354392269743662,2.80576471595755e-05,1.01550313666364e-05,0.000640869454535836,0.00146482608939252,0.00121342072872132
"9",0.000320516871787394,-0.000696387166909848,0.00128060239851865,0.000993604600117398,0.000354401511279385,2.77810230432674e-05,5.94737750253128e-05,0.00085168841697686,0.00146483874557912,0.000999223209480489
"10",0.000321173762240021,-0.000696385393718562,0.00127966613613724,0.000994689906865909,0.000354403319816768,2.7936672950809e-05,1.82178786302934e-05,0.000670250975580865,0.0014648368496364,0.00114313441044694
"11",0.000321825919748486,-0.000696384902968915,0.00127930206965423,0.000994334409311872,0.000354403673810271,2.79386156091155e-05,5.27319132332407e-05,0.00082640188064628,0.00146483733250695,0.00104644592823255
"12",0.000322473378413983,-0.000696384824338099,0.0012791609274814,0.000994310282949156,0.000354403743094454,2.79231786098701e-05,2.38575200473253e-05,0.000692013397135934,0.001464837257514,0.00111140725505107
"13",0.000323116172092022,-0.000696384804778555,0.00127910630005094,0.00099436844948418,0.000354403756655178,2.79254632288821e-05,4.80138832284636e-05,0.000807672443344717,0.00146483727597243,0.00106776220153702
"14",0.000323754334394182,-0.000696384801376545,0.00127908517662659,0.000994351013071303,0.000354403759309344,2.79265973100366e-05,2.78046164278697e-05,0.000708132552744597,0.00146483727301469,0.00109708565888407
"15",0.000324387898689868,-0.000696384800586648,0.00127907701276954,0.000994349142084621,0.000354403759828831,2.79261935866552e-05,4.47117362933936e-05,0.00079379978023528,0.00146483727372151,0.00107738433922584
"16",0.000325016898108056,-0.000696384800441628,0.00127907385847166,0.0009943522409095,0.000354403759930508,2.79261480658199e-05,3.05671998199639e-05,0.000720071812267057,0.00146483727360514,0.00109062090924151
"17",0.000325641365539024,-0.000696384800409435,0.00127907263992788,0.000994351393596479,0.000354403759950409,2.79261945924253e-05,4.24005525721238e-05,0.000783524469951526,0.00146483727363225,0.00108172775950235
"18",0.000326261333636077,-0.00069638480040331,0.0012790721692311,0.000994351264737479,0.000354403759954304,2.79261915612923e-05,3.25007415874373e-05,0.00072891507438327,0.00146483727362768,0.00108770272976953
"19",0.000326876834817245,-0.000696384800401989,0.00127907198742019,0.000994351428889119,0.000354403759955066,2.79261875255983e-05,4.07829469449337e-05,0.000775913674491716,0.00146483727362872,0.00108368837369313
"20",0.000327487901266989,-0.000696384800401732,0.001279071917196,0.000994351388150638,0.000354403759955215,2.7926188466779e-05,3.38540342925596e-05,0.000735465169446595,0.00146483727362854,0.0010863854674003
"21",0.000328094564937874,-0.000696384800401678,0.00127907189007242,0.000994351379842366,0.000354403759955244,2.79261887081582e-05,3.96507790570906e-05,0.000770276452263743,0.00146483727362858,0.00108457339235594
