"","C","MSFT","XOM","BAC","GE","INTC","JPM","WMT","AIG","IBM"
"T+1",-0.000224501932541955,-0.00352474793031204,-0.000997291716956651,-0.00314707624107827,-0.00410157603424556,0.00557992706006569,0.00721623569944952,0.00280400175942575,-0.000828558831592746,0.000966718720927256
"T+2",0.00113841352602891,0.00275563298211623,0.00168040818032886,-0.00348092425931557,-0.000412070425206006,0.00371212586104304,0.00815195632712792,0.00226093276901984,0.00155705527805402,0.000181279071825412
"T+3",0.00027646051558734,-0.00324612985917289,0.00120534126046498,-0.00257303485934654,-0.00109954020899468,0.00169200255082626,0.00762669408719358,0.00173810967615922,0.000438395990497934,0.000906913426376572
"T+4",-0.000585133153124064,0.00201986363793883,0.00119364195211149,-0.00238800721526889,-0.000989471251137172,0.000722919468704918,0.00706111182190566,0.00138813099783167,-0.000536039417889484,0.000634686986817214
"T+5",-0.00128546026155881,-0.00256793837253316,0.00112009316374522,-0.00231428635723265,-0.00102435091342832,0.000420627071852057,0.00652985708025751,0.00115878563739865,-0.00118779780477988,0.000751258710763785
"T+6",-0.00184306045862265,0.00142654574941763,0.00106056073731619,-0.00229143412069203,-0.00103252203426912,0.000375354177236206,0.00603450831186796,0.00100872080957362,-0.00160978740138487,0.000702631236409457
"T+7",-0.00228598514816429,-0.00205116322786625,0.001003696297164,-0.00228374641708658,-0.0010452564587287,0.000391305072168967,0.00557283646610901,0.000910541443220103,-0.00188172511124073,0.000723017009028969
"T+8",-0.00263772421831488,0.000976612587325819,0.000950831951551643,-0.00228123209003683,-0.00105686461802228,0.000407638378966851,0.00514256272973992,0.000846308460415071,-0.00205684433758982,0.000714478931736324
"T+9",-0.00291704162393438,-0.00165943966476021,0.0009014805148538,-0.0022804018732761,-0.00106838892766935,0.000415350886233582,0.00474155231576329,0.000804284623166698,-0.00216960384110785,0.00071805554323409
"T+10",-0.00313884791425306,0.000635568832299686,0.000855438526682715,-0.00228012862999895,-0.00107964551941225,0.000417719666569053,0.00436781502989166,0.000776790915935964,-0.00224220871574272,0.000716557348016427
"T+11",-0.00331498448704788,-0.00136251902071323,0.000812479711049477,-0.0022800385999789,-0.00109067375464694,0.000418057256291326,0.00401949600054167,0.000758803412068734,-0.00228895826291997,0.000717184926316993
"T+12",-0.00345485468997768,0.000377062803213948,0.000772398236410438,-0.00228000894743371,-0.00110147221411343,0.000417921730505421,0.00369486650608514,0.000747035253901192,-0.00231905981501202,0.000716922040665768
"T+13",-0.00356592573702474,-0.00113745765067937,0.000735001289575916,-0.00227999917973811,-0.00111204678699107,0.000417789763569507,0.00339231539693106,0.000739336045179607,-0.00233844189349447,0.00071703216060179
"T+14",-0.00365412734985001,0.00018111913237647,0.000700109082832716,-0.00227999596235055,-0.00112240191447548,0.00041772841108077,0.00311034109942147,0.000734298909028433,-0.00235092181354375,0.000716986032562113
"T+15",-0.00372416832552513,-0.000966864526968698,0.000667553853953864,-0.00227999490255751,-0.00113254218708873,0.000417709862155185,0.00284754416346467,0.000731003409253978,-0.00235895750509266,0.000717005355094799
"T+16",-0.00377978792381074,3.25967854543158e-05,0.000637179079283305,-0.0022799945534682,-0.00114247205612072,0.00041770735735238,0.00260262031700688,0.000728847358983052,-0.00236413160383717,0.000716997261096628
"T+17",-0.00382395549405988,-0.000837557512386593,0.000608838718321823,-0.00227999443848012,-0.00115219588851156,0.000417708503696001,0.00237435399287614,0.000727436783019189,-0.00236746315254761,0.000717000651584173
"T+18",-0.00385902899911642,-7.99809132330086e-05,0.000582396511985838,-0.00227999440060371,-0.00116171795913178,0.000417709569212453,0.00216161229587222,0.000726513926731162,-0.00236960830233273,0.000716999231345923
"T+19",-0.00388688089927782,-0.000739544745773018,0.000557725327420146,-0.00227999438812744,-0.0011710424544175,0.000417710057044954,0.0019633393801609,0.000725910156533618,-0.00237098954211055,0.000716999826268234
"T+20",-0.00390899811685702,-0.000165313110739803,0.000534706546758005,-0.00227999438401783,-0.00118017347389126,0.000417710202189023,0.00177855120906745,0.000725515145461828,-0.00237187890812922,0.000716999577061768
"T+21",-0.00392656141812592,-0.000665252547083771,0.000513229496810874,-0.00227999438266415,-0.00118911503202259,0.00041771022066747,0.00160633067126198,0.000725256713118742,-0.00237245156171758,0.000716999681451638
