"","AAPL","MSFT","JPM","CVX","V","BA","DIS","INTC","UNH","CRM"
"1",-0.00514987561873445,0.000856843879944488,-0.000876339448424764,0.00275079707611896,0.000200273749708752,-0.00106691082185794,0.000244319426218443,-0.00287303901841954,0.000213020192224153,-0.00714376139883963
"2",0.00107297614162429,0.000498744834208587,-0.00131528920232238,0.00217766859776606,5.78752411314331e-06,-0.00241700105539877,-0.000802680020712622,-0.00370662524352078,0.00071104768860422,-0.00645048128542859
"3",0.000624928502231767,0.000336336395949497,-0.000938238555410335,0.00227448860262813,-3.08887407105335e-05,-0.00132567169738358,-0.00145743421646737,-0.00355137117938065,0.000860930735318456,-0.00532002211502102
"4",9.72702204918646e-05,0.000186637779385481,-0.00125184479046805,0.0021589021036356,-4.81207904009124e-05,-0.00180574215628735,-0.00169292142786874,-0.00345368660565951,0.000849594844814101,-0.00444054719574462
"5",0.000100547493226817,5.02489201790568e-05,-0.000990293111105016,0.00223678720373121,-5.59613795217383e-05,-0.00155679793348902,-0.00179890848335535,-0.00336124164085374,0.00084631883627085,-0.00382723864957486
"6",0.000143137310825586,-7.40300097716215e-05,-0.00120837931350359,0.00217915453148841,-5.95313955205482e-05,-0.00167937262914381,-0.00184207949710612,-0.00327599969918106,0.000846576533399328,-0.00341047603484854
"7",0.000145514572402252,-0.00018727407600687,-0.00102653168517152,0.00222101868112691,-6.11568867934771e-05,-0.00161806539900738,-0.0018604346165026,-0.00319729144255249,0.000846648113597725,-0.00312915320480667
"8",0.000142240732957417,-0.000290463078079512,-0.00117816210550138,0.00219050054340722,-6.18970019184231e-05,-0.00164858184648293,-0.00186809391446373,-0.00312462141604323,0.000846642262354816,-0.00293958682350592
"9",0.000141846793651342,-0.000384489816085452,-0.00105172774939689,0.00221273242347812,-6.22339895127672e-05,-0.00163336957024148,-0.00187131608173377,-0.00305752612336561,0.000846640698870186,-0.00281190853785838
"10",0.000142085356360772,-0.000470167817446818,-0.00115715280964564,0.00219653478465559,-6.23874259646585e-05,-0.00164094939818611,-0.00187266682493504,-0.00299557792313211,0.000846640831579421,-0.00272592412592299
"11",0.000142131792023162,-0.000548238375598206,-0.00106924598049632,0.00220833571299507,-6.2457288313196e-05,-0.0016371720751472,-0.00187323393075349,-0.00293838196493364,0.000846640865717928,-0.00266802015070206
"12",0.000142115507315124,-0.000619376963721453,-0.00114254554126606,0.00219973800349462,-6.24890978844095e-05,-0.00163905438309263,-0.00187347186976579,-0.00288557368931069,0.000846640862711188,-0.00262902655145845
"13",0.000142110767517639,-0.000684199078997685,-0.00108142599388762,0.00220600196312448,-6.25035813485639e-05,-0.00163811638318174,-0.00187357173012623,-0.00283681650327526,0.00084664086196604,-0.00260276760567944
"14",0.00014211178180085,-0.000743265567941848,-0.00113238945168347,0.00220143828283275,-6.25101759276767e-05,-0.00163858380955734,-0.00187361363512912,-0.00279179963495211,0.000846640862034094,-0.00258508440036873
"15",0.00014211222543184,-0.000797087478894977,-0.00108989447025915,0.00220476320481557,-6.25131785569657e-05,-0.00163835088024024,-0.0018736312209403,-0.00275023615275791,0.000846640862050353,-0.00257317624140273
"16",0.000142112171459431,-0.000846130483658389,-0.00112532816185612,0.0022023407944888,-6.25145457075438e-05,-0.00163846695423542,-0.0018736386008084,-0.00271186113653716,0.000846640862048814,-0.00256515709320327
"17",0.000142112132476456,-0.000890818906526143,-0.00109578240237803,0.00220410566951862,-6.25151681955446e-05,-0.00163840911190782,-0.00187364169779471,-0.00267642998899612,0.00084664086204846,-0.00255975686825522
"18",0.000142112134395139,-0.000931539395575319,-0.0011204186133906,0.00220281984942561,-6.2515451625415e-05,-0.00163843793606212,-0.00187364299744953,-0.00264371687667183,0.000846640862048494,-0.00255612026887099
"19",0.000142112137645586,-0.000968644267978426,-0.00109987614287106,0.00220375664850972,-6.25155806760816e-05,-0.00163842357232687,-0.00187364354285263,-0.00261351329049948,0.000846640862048502,-0.00255367132365143
"20",0.000142112137692983,-0.00100245455828187,-0.00111700512000276,0.00220307413271395,-6.25156394351479e-05,-0.0016384307301046,-0.00187364377173208,-0.00258562671680306,0.000846640862048501,-0.00255202216407855
"21",0.000142112137434815,-0.00103326279602445,-0.00110272242419462,0.00220357138748221,-6.2515666189197e-05,-0.00163842716322028,-0.00187364386778182,-0.00255987941023858,0.000846640862048501,-0.0025509115931785
