"","AAPL","MSFT","BA","JPM","V","DIS","INTC","UNH","CSCO","JNJ"
"T+1",-0.000919661959866203,4.95140256679752e-05,-0.000471724391605216,0.000838985654580578,0.00432145136874824,0.00124782204948276,-0.000508135410528084,-0.000671568186958597,0.0018400265456522,-0.000481187021419184
"T+2",-0.00156422236623638,0.000829230236083152,9.02810665413543e-05,0.000288140819921802,0.00425783080886873,-0.000432844185354252,0.00148867561551685,-0.00024672665748418,0.00153942736624399,-0.000379672894718627
"T+3",0.00104370105694314,0.00200480232161185,0.000130817873456649,0.000358703841661957,0.00309292294660469,0.00143095383107644,0.000639332148579141,-0.000676856497737562,0.00148977359182592,-9.1186509785363e-05
"T+4",0.000289285061781547,0.000851129010711842,0.000142386339894745,0.000305933520185103,0.00236593180044442,-0.000335042253691637,0.000623551695962688,-0.000744695093342773,0.00151190929373505,-0.00029710198368908
"T+5",0.000266636841413107,0.00160139088174318,0.000138510595458339,0.000309049441039344,0.00199222649928001,0.00131401935101441,0.000548244094594896,-0.000780674035446192,0.00149779472790397,-0.000169972111504759
"T+6",0.000348793713348971,0.00119006163740683,0.000141315143053051,0.000303690469083956,0.00180923793709429,-0.000223560348665506,0.000530526942244544,-0.000791605219434767,0.00150657447368021,-0.000246931538050158
"T+7",0.000325260558007878,0.00139239739470801,0.000139554935152312,0.000303575689697375,0.00172089596943198,0.00120985464864357,0.000520300077975752,-0.000795707830627469,0.00150110518364013,-0.000200479521865874
"T+8",0.000324473927781938,0.00130118529896343,0.000140681966879988,0.000302995540401924,0.00167842980418615,-0.000126431339099424,0.000516576120002832,-0.00079711679565186,0.00150451194826991,-0.00022850516848202
"T+9",0.000327061873236364,0.00133897556626169,0.000139962473026319,0.000302934978121399,0.00165804317435441,0.00111930513749544,0.000514900604844138,-0.000797618399848685,0.00150238989853123,-0.000211597732028452
"T+10",0.000326327860560896,0.00132477129173319,0.00014042199467717,0.000302868161552352,0.00164826019862419,-4.20174571057373e-05,0.000514220991844892,-0.000797794351474564,0.0015037117079867,-0.000221797622588814
"T+11",0.000326300795835116,0.0013294202763797,0.000140128529030701,0.000302856145769318,0.00164356621117325,0.00104061130983994,0.000513931366032482,-0.00079785644619872,0.00150288836240863,-0.000215644258688235
"T+12",0.000326382309196402,0.001328259936857,0.000140315947597545,0.000302848030391927,0.00164131406789921,3.13439018018075e-05,0.000513810851818145,-0.00079787830558662,0.0015034012184314,-0.000219356443477179
"T+13",0.000326359417365172,0.0013283323418676,0.000140196254981056,0.000302846074816735,0.00164023351781629,0.000972221081351279,0.000513760126924332,-0.000797886008639908,0.00150308176411342,-0.000217116966720857
"T+14",0.000326358493461363,0.00132849907802355,0.000140272695248235,0.000302845047799264,0.00163971508536442,9.50998546773522e-05,0.000513738894283563,-0.0007978887219963,0.00150328074990425,-0.000218467992168382
"T+15",0.000326361060694058,0.00132834296230042,0.000140223877581405,0.000302844754006504,0.00163946634918446,0.000912785375170989,0.000513729982978789,-0.000797889677923732,0.00150315680309018,-0.000217652949211022
"T+16",0.000326360346838203,0.00132844298133249,0.000140255054403426,0.000302844620176481,0.00163934700930681,0.000150508063789292,0.000513726247701171,-0.000797890014677627,0.00150323400866679,-0.000218144646109463
"T+17",0.000326360315507436,0.00132838860210921,0.000140235143697039,0.000302844577744027,0.00163928975183487,0.000861131750871958,0.000513724681051576,-0.000797890133312611,0.00150318591786991,-0.000217848016541967
"T+18",0.000326360396354582,0.00132841518796709,0.000140247859432741,0.000302844559959041,0.00163926228056502,0.000198661522383026,0.000513724024162311,-0.000797890175106024,0.00150321587328047,-0.000218026966420625
"T+19",0.000326360374096233,0.00132840326865077,0.000140239738679449,0.000302844553959188,0.00163924910026499,0.00081624127888659,0.00051372374869226,-0.000797890189829317,0.00150319721427126,-0.000217919010024565
"T+20",0.000326360373039776,0.00132840817838455,0.000140244924901904,0.000302844551565627,0.00163924277655628,0.000240510115068149,0.000513723633180338,-0.000797890195016138,0.00150320883683353,-0.000217984137665543
"T+21",0.000326360375585594,0.00132840634653274,0.000140241612782648,0.00030284455072736,0.00163923974253644,0.000777228440921862,0.000513723584741516,-0.000797890196843388,0.00150320159722331,-0.000217944847639438
