"","AAPL","MSFT","GE","DIS","XOM","JPM","INTC","PFE","JNJ","CVX"
"1",-0.000279747261661046,0.00380880423675436,0.00187571272394091,0.00172980026822517,-0.00308652776853765,-0.0035302609093246,0.00348624876127594,0.000876303383078034,-0.00269732368825922,-0.00320159348700529
"2",-0.00159876497023473,0.00037441455470875,-0.00154272235749543,-0.000363738066705887,-0.00249789649111798,0.000726773647058963,-0.00175349642897136,-0.00130607804054145,-0.000985194183682171,-0.00317779573583709
"3",-0.00133726174069342,0.000194794771209416,-0.000649869784478333,-0.000171368463078633,-0.00155818585699069,0.00220763500598345,0.00249775790795095,0.000738347987112368,0.00176657022461517,-0.00232809930458174
"4",-0.00111748075278328,0.000227846857466498,-0.000124310285019688,5.88879056300749e-05,-0.00100155468261645,0.000324345462157343,-0.00095205594192995,-0.000408038659807741,-0.00050182346699505,-0.00178626078803877
"5",-0.000978670193193089,0.000272808160100393,-1.45846447283922e-05,0.000173574785948616,-0.000695824118947284,0.00183569951488683,0.00184740384092678,0.000173612031481494,0.0006680915584859,-0.00151341062527924
"6",-0.000892829448337411,0.000316523711183187,-1.49826658908632e-05,0.000222680612678457,-0.000529544467775131,0.000711892566948445,-0.000424305711199883,-0.000113373038864531,0.000207499141289755,-0.00138593731465163
"7",-0.000839842432254984,0.000358221422146111,-2.26525617272976e-05,0.00024274638338668,-0.000439230306174962,0.00153330340815803,0.00141914434328073,2.70301608860645e-05,0.000342281160512976,-0.00132809904822403
"8",-0.000807140335420137,0.000397942257687578,-2.51219465612361e-05,0.00025081200195696,-0.000390185572364036,0.000935371429998002,-7.67810932185121e-05,-4.14795669436143e-05,0.000322722335830836,-0.00130217607282083
"9",-0.000786957806037983,0.00043577650056584,-2.53987169659985e-05,0.000254034534537578,-0.000363552708464532,0.00137019579603513,0.00113713457871758,-8.07774582613648e-06,0.000314136194757858,-0.00129061885146466
"10",-0.00077450190795186,0.000471813529810099,-2.5319116660963e-05,0.000255319167767813,-0.000349090259530425,0.00105406124384024,0.000152064586178019,-2.43585566988813e-05,0.000323604569736889,-0.00128547823263038
"11",-0.000766814596950805,0.000506138702207444,-2.52741852118228e-05,0.00025583084287531,-0.000341236717032557,0.00128389025145711,0.000951430565739218,-1.64235595333322e-05,0.000318233695654792,-0.00128319403016285
"12",-0.000762070278279497,0.000538833334621062,-2.52650290588685e-05,0.000256034580676238,-0.000336972008755263,0.00111680750570307,0.000302759939165263,-2.02908473437592e-05,0.00032050716327743,-0.00128217951496777
"13",-0.000759142263576727,0.000569974882114055,-2.52651361921617e-05,0.000256115694916454,-0.000334656144732178,0.00123827410772723,0.000829144089277362,-1.84060582830415e-05,0.000319773989321469,-0.00128172901336461
"14",-0.000757335203239307,0.000599637120485429,-2.52658002761643e-05,0.000256147987522394,-0.000333398561371731,0.00114996981800339,0.000401993140647739,-1.93246402702391e-05,0.000319919396336938,-0.00128152898293375
"15",-0.000756219953694978,0.000627890320985157,-2.52660090894007e-05,0.000256160843400421,-0.000332715656031678,0.00121416562069827,0.000748618191718009,-1.88769550502896e-05,0.000319938023969887,-0.00128144016943249
"16",-0.000755531663702458,0.000654801416785925,-2.52660314274071e-05,0.0002561659613692,-0.000332344818027511,0.00116749630377381,0.000467338408973931,-1.90951413522321e-05,0.000319900167636858,-0.00128140073691656
"17",-0.000755106877056086,0.000680434161550719,-2.52660243493532e-05,0.000256167998845109,-0.000332143441910986,0.00120142414679526,0.00069559172169978,-1.89888048985007e-05,0.000319924281517385,-0.00128138322931302
"18",-0.000754844714745292,0.000704849280468259,-2.52660205102107e-05,0.000256168809968529,-0.0003320340886628,0.00117675915050544,0.000510368403258415,-1.90406296052644e-05,0.000319913291614466,-0.00128137545615546
"19",-0.0007546829180462,0.000728104614113853,-2.52660197468798e-05,0.000256169132878349,-0.000331974706581671,0.00119469020616287,0.000660673681568385,-1.90153720372671e-05,0.00031991714663825,-0.00128137200497557
"20",-0.000754583063220548,0.000750255255476463,-2.52660197622224e-05,0.000256169261429364,-0.000331942460337342,0.00118165461705684,0.000538703743452903,-1.90276817015075e-05,0.000319916220000609,-0.001281370472698
"21",-0.000754521436585011,0.00077135368047661,-2.52660198196728e-05,0.000256169312605765,-0.000331924949663186,0.00119113128070569,0.000637680079953972,-1.90216823973143e-05,0.000319916238715345,-0.00128136979238752
