"","AAPL","MSFT","GE","DIS","JPM","XOM","INTC","PFE","JNJ","CVX"
"1",0.00249156792139874,-0.000636716999072947,3.69826182251582e-07,0.000379915814368253,0.00315601515971743,0.000798939750448788,0.000365943969318952,-0.000182067398356419,0.00322907175567302,-0.000477972561684235
"2",0.00200056441189751,0.00120996253330848,-0.000255277816349919,0.00195412638848372,0.00118665200054333,0.000567937540976192,-4.4896977596599e-05,0.00142515157189239,0.000613364661890053,-0.00079422235214256
"3",-0.000508391188841051,0.00130608318403563,-0.000197863895360098,0.00211950613791114,0.00075409255129838,9.96396677612233e-05,-6.30286161580026e-05,0.00148120795030656,-0.000908354313611179,-0.00114103795792121
"4",-0.000469759197711183,0.00119608882088538,-0.000120705890697131,0.00210083757136742,0.00134756731010059,-0.000173250697468089,-3.9756366051337e-05,0.00136067615775855,0.000903848763260518,-0.00131951416032024
"5",-0.000182096105199788,0.00109242419573204,-5.39486594246947e-05,0.00205910734471206,0.00101103228345821,-0.000294695728821133,-5.78337826618066e-05,0.0012321027662936,-5.93196233734521e-05,-0.00138434884324319
"6",-0.000184502114492935,0.00101556428355322,1.27826108024516e-06,0.00201544815167077,0.00114880210268491,-0.000341481404287796,-4.39902555100708e-05,0.00111486091581092,0.000193995103632733,-0.00140019853839104
"7",-0.00021746978542732,0.00096087539663661,4.66968709791779e-05,0.00197260729036232,0.00110666421697271,-0.000357667838182424,-5.4585978221968e-05,0.00101001262433202,0.000252767002704077,-0.00140096159626206
"8",-0.000217425590351189,0.0009222839791291,8.40191192771157e-05,0.00193091584136809,0.00111424291153085,-0.000362730787437326,-4.64762546237265e-05,0.000916497284223076,0.000143528021259001,-0.00139913047965265
"9",-0.000213648950839206,0.000895098802523045,0.000114684909479599,0.00189038807575476,0.00111552548288889,-0.000364139617158185,-5.26832470023789e-05,0.000833120731475621,0.000210081025320986,-0.00139783115461672
"10",-0.000213627504463768,0.000875955510501834,0.000139881050394112,0.00185099743585835,0.00111350069623165,-0.000364468708530646,-4.7932560630419e-05,0.000758787547721675,0.000188459001392503,-0.00139725734729919
"11",-0.000214059954535309,0.000862476183518763,0.000160583084079624,0.00181271279479731,0.00111467831553356,-0.000364520113556014,-5.15686245412605e-05,0.000692517323602474,0.00018747818466785,-0.00139707594716518
"12",-0.000214065446569128,0.000852985163206179,0.000177592596800843,0.00177550320100944,0.00111418831076969,-0.000364515865696175,-4.87856665162294e-05,0.000633435524112081,0.000193784108311632,-0.00139704252701531
"13",-0.000214015949502839,0.000846302398761316,0.000191568205014948,0.00173933848021418,0.00111434112851306,-0.000364507365755317,-5.09156773078391e-05,0.000580762417939605,0.000189320698068821,-0.00139704747647722
"14",-0.000214014972983052,0.000841596971100034,0.000203051051534017,0.00170418929337188,0.00111431217544537,-0.000364502418794284,-4.92854170122952e-05,0.000533802845198065,0.000191033724243465,-0.0013970555901766
"15",-0.000214020635841396,0.000838283814332976,0.000212485758207761,0.00167002712371878,0.00111430851962508,-0.000364500218433704,-5.05331800009598e-05,0.000491937050175518,0.000190902855243826,-0.00139706012500838
"16",-0.00021402078744666,0.000835950974851116,0.000220237641842466,0.00163682425505588,0.00111431541134797,-0.000364499371066192,-4.95781714786172e-05,0.000454612502912898,0.000190559255050124,-0.00139706187485626
"17",-0.000214020139850542,0.000834308390332524,0.00022660685945179,0.00160455374944974,0.00111431129495835,-0.000364499077991098,-5.03091125996735e-05,0.000421336607219577,0.000190849959966983,-0.00139706234403164
"18",-0.00021402011793913,0.000833151823874321,0.000231840030493372,0.00157318942540198,0.00111431303611927,-0.000364498986349052,-4.974966741154e-05,0.000391670199576534,0.000190721094291384,-0.00139706239147229
"19",-0.00021402019196516,0.000832337469448887,0.000236139786103913,0.00154270583661112,0.00111431248272333,-0.000364498960858867,-5.01778536354501e-05,0.000365221753213031,0.000190742552857526,-0.00139706235338379
"20",-0.000214020194994633,0.000831764071244675,0.000239672615083412,0.00151307825132807,0.00111431259264311,-0.000364498954908761,-4.98501299437725e-05,0.000341642210874777,0.000190759714988161,-0.00139706232172432
"21",-0.00021402018653648,0.000831360333645517,0.000242575310429117,0.00148428263229102,0.00111431260244194,-0.000364498953981361,-5.01009619698616e-05,0.000320620378089594,0.000190741349227964,-0.00139706230678482
