"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","IBM","CAT","PFE"
"T+1",-0.00309127596209677,0.00124550917002614,-0.00242844155676775,0.000899217199128523,0.00235696879415599,0.000380596289155801,0.000527399221163536,0.00134742444884055,0.00454409120687676,-0.000472285231170443
"T+2",-0.000707618168038973,0.00163357024493059,0.00262827764089596,0.000944275266015992,0.00165364809839234,0.00123347292277581,0.00132320999551944,0.00155239845755871,-0.00150834428920989,0.000565806784827017
"T+3",-0.00274143182180688,0.00137274018398879,-0.00103499494060988,0.000218203615633295,0.00179732133338315,7.74411101103758e-05,0.000862891772946026,0.00137409055788343,0.00206529516712669,0.000614218974635314
"T+4",-0.0010886578990147,0.00153787295818702,0.0015302109632692,0.000744834964358447,0.00177270298048992,0.000888441415810036,0.00117945859814035,0.00152076731857904,-0.000756004443613846,0.000456184447243194
"T+5",-0.00243386698078551,0.00143323578793853,-0.000272832778220496,0.000290240532422984,0.00177852026485298,0.000257127473106575,0.000959754145097009,0.00139971950175564,0.00133196753524059,0.000613402650245938
"T+6",-0.00133904333392212,0.00149953877012985,0.000993965527690587,0.000672165808719253,0.0017777898937962,0.000738625295060172,0.00111230064546361,0.00149959737588747,-0.000233713153819447,0.000468461734558762
"T+7",-0.00223008756428657,0.00145752610590697,0.000103885313903138,0.000350020911018106,0.00177806982496543,0.000369962846039604,0.00100638144647306,0.00141718611604332,0.000937130383144308,0.000600881502642723
"T+8",-0.00150489334676329,0.00148414729083206,0.000729271853259104,0.000621583880552621,0.00177806604260963,0.000652022646235699,0.00107992549909926,0.0014851852723903,6.10602912078784e-05,0.000480037327330657
"T+9",-0.00209510720610421,0.00146727886556184,0.000289863642119338,0.000392640970426599,0.00177808473891599,0.000436191048370194,0.0010288608386413,0.00142907782473159,0.000716493340914114,0.000590302253332868
"T+10",-0.00161474981863355,0.0014779674871201,0.000598600001324963,0.00058565031839429,0.00177808759299596,0.000601340487638426,0.00106431713266434,0.00147537318844581,0.000226118411369801,0.000489692198760303
"T+11",-0.00200569831305849,0.00147119467762629,0.000381676107359842,0.000422934303436381,0.00177808935934677,0.000474971232392054,0.00103969836941969,0.00143717396907001,0.000593000088753272,0.000581492565660688
"T+12",-0.00168751703953232,0.00147548624583173,0.000534090859723633,0.000560111567204731,0.0017780898507061,0.000571666522281184,0.0010567921893013,0.00146869289977582,0.000318511538597878,0.000497730509675856
"T+13",-0.00194647525082215,0.00147276690791461,0.000427001427039908,0.000444464668753382,0.00177809005452672,0.00049767715808321,0.00104492324709485,0.00144268600725101,0.000523874610171477,0.000574158110300955
"T+14",-0.00173571691658312,0.00147449000733969,0.00050224444921817,0.000541960453944593,0.0017780901224113,0.000554292385397128,0.0010531643418341,0.00146414480815735,0.000370228882534076,0.000504422738560618
"T+15",-0.001907246814129,0.00147339817112102,0.000449377305890915,0.000459766912520551,0.0017780901477942,0.000510971510557899,0.00104744221080339,0.00144643872751358,0.000485181435718148,0.000568051872922164
"T+16",-0.00176764376659907,0.0014740900095089,0.00048652274160936,0.000529059941318661,0.00177809015671032,0.000544119804460611,0.0010514153217272,0.00146104836451669,0.000399177810941185,0.000509994295565328
"T+17",-0.0018812625068798,0.00147365162841588,0.000460423669333559,0.000470642652600851,0.00177809015994838,0.00051875537234759,0.00104865662740018,0.00144899366434578,0.000463522823444442,0.0005629681780853
"T+18",-0.0017887916162267,0.00147392940713716,0.000478761361717101,0.000519891179910476,0.00177809016110348,0.000538163744261795,0.00105057210233553,0.00145894023565208,0.000415382054434845,0.000514632846902103
"T+19",-0.00186405090529336,0.00147375339357448,0.000465876958838719,0.000478372350546722,0.00177809016151951,0.000523312834188781,0.00104924210930512,0.00145073312312762,0.000451399354776184,0.000558735792154571
"T+20",-0.00180279962339464,0.00147386492398295,0.000474929779338721,0.000513374680279321,0.00177809016166857,0.000534676462780159,0.00105016557816827,0.00145750497384029,0.000424452424958256,0.000518494632482568
"T+21",-0.00185265020769811,0.00147379425311063,0.000468569099703132,0.000483866066826477,0.00177809016172213,0.000525981234398332,0.00104952437575464,0.00145191738600864,0.000444613209351593,0.000555212156051065
